road,model_type,name,lat,lon
Z4012,sourcesink,SoSi994,24.2530556,90.1623056
Z4015,sourcesink,SoSi995,24.2437497,89.9131944
Z4015,sourcesink,SoSi996,24.1672216,89.9620556
Z4016,sourcesink,SoSi997,24.3873886,89.9946941
Z4016,sourcesink,SoSi998,24.319916,90.1695271
Z4017,sourcesink,SoSi999,24.5139722,89.97833270000001
Z4017,sourcesink,SoSi1000,24.6128333,89.8105556
Z4018,sourcesink,SoSi1001,24.7803049,89.85494440000001
Z4018,sourcesink,SoSi1002,24.5623056,89.92733270000001
Z4019,sourcesink,SoSi1003,24.5939441,90.02280490000001
Z4019,sourcesink,SoSi1004,24.5621111,89.92830490000001
Z4020,sourcesink,SoSi1005,24.5554722,89.9278882
Z4020,sourcesink,SoSi1006,24.4509444,89.8797216
Z4021,sourcesink,SoSi1007,24.9230827,89.9508333
Z4021,sourcesink,SoSi1008,25.1616111,89.7637778
Z4022,sourcesink,SoSi1009,24.9169993,89.95097220000001
Z4022,sourcesink,SoSi1010,24.8876941,89.70622220000001
Z4023,sourcesink,SoSi1011,24.7647222,89.92513819999999
Z4023,sourcesink,SoSi1012,24.6765827,89.8260827
Z4024,sourcesink,SoSi1013,24.9579167,89.8536944
Z4024,sourcesink,SoSi1014,24.9289993,89.85436109999999
Z4025,sourcesink,SoSi1015,24.8876941,89.9444997
Z4025,sourcesink,SoSi1016,24.7809716,89.8492219
Z4101,sourcesink,SoSi1017,24.9231104,89.9501667
Z4101,sourcesink,SoSi1018,24.7608889,90.2348052
Z4104,sourcesink,SoSi1019,24.8661944,90.0702771
Z4104,sourcesink,SoSi1020,24.8790549,90.2005
Z4105,sourcesink,SoSi1021,24.7645,90.2564167
Z4105,sourcesink,SoSi1022,24.6358608,90.2718882
Z4602,sourcesink,SoSi1023,25.1215827,90.0969997
Z4602,sourcesink,SoSi1024,25.0906386,90.1949997
Z4603,sourcesink,SoSi1025,25.1213882,90.0847219
Z4603,sourcesink,SoSi1026,25.199944100000003,90.1859719
Z4604,sourcesink,SoSi1027,25.0477774,90.00352779999999
Z4604,sourcesink,SoSi1028,25.1323882,89.9382219
Z4605,sourcesink,SoSi1029,25.1112222,90.04977740000001
Z4605,sourcesink,SoSi1030,25.2166111,90.0846663
Z4606,sourcesink,SoSi1031,24.982249300000003,90.9688882
Z4606,sourcesink,SoSi1032,25.667499300000003,89.8502222
Z4607,sourcesink,SoSi1033,25.0323327,90.0155833
Z4607,sourcesink,SoSi1034,25.1829993,89.870166
Z4608,sourcesink,SoSi1035,25.5749716,89.83461080000001
Z4608,sourcesink,SoSi1036,25.5416108,89.85736109999999
Z4609,sourcesink,SoSi1037,24.9821104,90.1762493
Z4609,sourcesink,SoSi1038,24.9897497,90.16375
Z4610,sourcesink,SoSi1039,24.9875552,90.10925
Z4610,sourcesink,SoSi1040,24.963,90.2073333
Z4614,sourcesink,SoSi1041,25.1830549,89.870166
Z4614,sourcesink,SoSi1042,25.2121944,89.7655556
Z4615,sourcesink,SoSi1043,25.2080556,89.86452779999999
Z4615,sourcesink,SoSi1044,25.4098611,89.80799999999999
Z4616,sourcesink,SoSi1045,25.1505,89.93458299999999
Z4616,sourcesink,SoSi1046,25.1853052,90.0668882
Z4617,sourcesink,SoSi1047,24.9985552,90.0088056
Z4617,sourcesink,SoSi1048,24.9870274,90.03702740000001
Z4619,sourcesink,SoSi1049,25.0905274,90.1950552
Z4619,sourcesink,SoSi1050,25.0523889,90.2623611
Z4622,sourcesink,SoSi1051,25.0727216,89.80444440000001
Z4622,sourcesink,SoSi1052,25.0902774,89.78427740000001
Z4801,sourcesink,SoSi1053,24.4585,89.8751382
Z4801,sourcesink,SoSi1054,24.676499300000003,89.82597159999999
Z5001,sourcesink,SoSi1055,26.3268327,88.5494719
Z5001,sourcesink,SoSi1056,26.170499300000003,88.40988890000001
Z5002,sourcesink,SoSi1057,26.0418608,88.42227709999999
Z5002,sourcesink,SoSi1058,25.860805600000003,88.6549167
Z5003,sourcesink,SoSi1059,26.2054167,88.5545
Z5003,sourcesink,SoSi1060,26.1058889,88.8273882
Z5004,sourcesink,SoSi1061,25.9018056,88.25525
Z5004,sourcesink,SoSi1062,25.828221600000003,88.1297216
Z5005,sourcesink,SoSi1063,25.9051111,88.7913608
Z5005,sourcesink,SoSi1064,25.774416,88.7844441
Z5006,sourcesink,SoSi1065,25.6292216,88.623416
Z5006,sourcesink,SoSi1066,25.8643056,88.4911941
Z5007,sourcesink,SoSi1067,25.8547222,88.65522220000001
Z5007,sourcesink,SoSi1068,25.794083,88.59913859999999
Z5008,sourcesink,SoSi1069,25.862333300000003,88.6543333
Z5008,sourcesink,SoSi1070,25.8876108,88.86802709999999
Z5009,sourcesink,SoSi1071,25.8951663,88.8407497
Z5009,sourcesink,SoSi1072,25.8821938,88.83997190000001
Z5010,sourcesink,SoSi1073,25.7505278,89.2545
Z5010,sourcesink,SoSi1074,25.6573889,89.418166
Z5011,sourcesink,SoSi1075,25.7805827,88.91461109999999
Z5011,sourcesink,SoSi1076,25.6676382,88.91336109999999
Z5012,sourcesink,SoSi1077,23.7985274,90.343333
Z5012,sourcesink,SoSi1078,23.7950274,90.3488052
Z5014,sourcesink,SoSi1079,25.7605833,89.23147159999999
Z5014,sourcesink,SoSi1080,25.7488608,89.2028056
Z5015,sourcesink,SoSi1081,25.6659444,88.9988886
Z5015,sourcesink,SoSi1082,25.8951108,89.02630490000001
Z5018,sourcesink,SoSi1083,25.851,89.2186104
Z5018,sourcesink,SoSi1084,25.8988052,89.0183604
Z5019,sourcesink,SoSi1085,24.7541944,89.2489719
Z5019,sourcesink,SoSi1086,25.7740827,89.23433299999999
Z5020,sourcesink,SoSi1087,25.8006389,89.1895274
Z5020,sourcesink,SoSi1088,25.8429163,89.2182771
Z5021,sourcesink,SoSi1089,26.321416,88.5535833
Z5021,sourcesink,SoSi1090,26.1284438,88.7383052
Z5022,sourcesink,SoSi1091,25.951277800000003,88.96963819999999
Z5022,sourcesink,SoSi1092,25.8988608,89.0183327
Z5023,sourcesink,SoSi1093,25.7602778,89.2397219
Z5023,sourcesink,SoSi1094,25.860833300000003,89.2341941
Z5024,sourcesink,SoSi1095,25.686888600000003,89.0762771
Z5024,sourcesink,SoSi1096,25.6993052,89.1521667
Z5025,sourcesink,SoSi1097,25.7424997,89.2329993
Z5025,sourcesink,SoSi1098,25.6323882,88.64916629999999
Z5026,sourcesink,SoSi1099,25.6416663,88.920916
Z5026,sourcesink,SoSi1100,25.6648333,88.9163333
Z5029,sourcesink,SoSi1101,25.981471600000003,88.2644722
Z5029,sourcesink,SoSi1102,26.0101389,88.1696382
Z5032,sourcesink,SoSi1103,24.8507222,89.3731104
Z5032,sourcesink,SoSi1104,24.8865274,89.57455490000001
Z5034,sourcesink,SoSi1105,24.6693049,89.416916
Z5034,sourcesink,SoSi1106,24.6508333,89.2583333
Z5035,sourcesink,SoSi1107,25.013027800000003,89.3689993
Z5035,sourcesink,SoSi1108,24.8865274,89.57455490000001
Z5039,sourcesink,SoSi1109,24.8805271,89.3526389
Z5039,sourcesink,SoSi1110,25.0295549,89.1290827
Z5040,sourcesink,SoSi1111,24.8083333,89.3826382
Z5040,sourcesink,SoSi1112,24.8388052,89.446833
Z5041,sourcesink,SoSi1113,24.4941663,89.50786109999999
Z5041,sourcesink,SoSi1114,24.4295827,89.37163819999999
Z5042,sourcesink,SoSi1115,24.4656944,89.68972190000001
Z5042,sourcesink,SoSi1116,24.5398052,89.5110833
Z5043,sourcesink,SoSi1117,24.4304438,89.36527779999999
Z5043,sourcesink,SoSi1118,24.3740549,89.2459997
Z5044,sourcesink,SoSi1119,23.7861108,90.2590556
Z5044,sourcesink,SoSi1120,23.7883052,90.2578056
Z5046,sourcesink,SoSi1121,24.3250271,89.5624722
Z5046,sourcesink,SoSi1122,24.4295827,89.37147159999999
Z5047,sourcesink,SoSi1123,24.173471600000003,89.6095833
Z5047,sourcesink,SoSi1124,24.2303882,89.69716629999999
Z5048,sourcesink,SoSi1125,24.3076667,89.5632778
Z5048,sourcesink,SoSi1126,24.2886941,89.4058056
Z5049,sourcesink,SoSi1127,24.4328327,89.3643056
Z5049,sourcesink,SoSi1128,24.6267493,89.4368608
Z5050,sourcesink,SoSi1129,24.7863886,89.46902709999999
Z5050,sourcesink,SoSi1130,24.779916,89.4909719
Z5051,sourcesink,SoSi1131,24.8790271,89.48330490000001
Z5051,sourcesink,SoSi1132,24.8325827,89.47966600000001
Z5053,sourcesink,SoSi1133,24.8611944,89.2659444
Z5053,sourcesink,SoSi1134,24.8418608,89.3468608
Z5054,sourcesink,SoSi1135,26.1069167,88.85677779999999
Z5054,sourcesink,SoSi1136,26.149944100000003,88.9201382
Z5055,sourcesink,SoSi1137,26.0418608,88.4222493
Z5055,sourcesink,SoSi1138,25.8591944,88.36575
Z5058,sourcesink,SoSi1139,24.2774438,89.57605490000002
Z5058,sourcesink,SoSi1140,24.2931663,89.6973608
Z5059,sourcesink,SoSi1141,26.038833,88.44527740000001
Z5059,sourcesink,SoSi1142,26.170471600000003,88.40986109999999
Z5060,sourcesink,SoSi1143,26.4702771,88.491333
Z5060,sourcesink,SoSi1144,26.3305549,88.54083299999999
Z5061,sourcesink,SoSi1145,23.9181382,90.1545278
Z5061,sourcesink,SoSi1146,24.1029722,90.0869997
Z5062,sourcesink,SoSi1147,23.9624167,90.077166
Z5062,sourcesink,SoSi1148,23.9718327,90.038083
Z5063,sourcesink,SoSi1149,23.9001111,90.03866629999999
Z5063,sourcesink,SoSi1150,23.994333,90.04199969999999
Z5064,sourcesink,SoSi1151,23.849444100000003,89.9524722
Z5064,sourcesink,SoSi1152,23.7420274,89.97183270000001
Z5066,sourcesink,SoSi1153,23.7952774,89.8105
Z5066,sourcesink,SoSi1154,23.7719993,89.91277779999999
Z5069,sourcesink,SoSi1155,23.7900274,90.3128611
Z5069,sourcesink,SoSi1156,23.6588333,90.3526944
Z5070,sourcesink,SoSi1157,23.7829716,90.3394997
Z5070,sourcesink,SoSi1158,23.7098889,90.4021667
Z5072,sourcesink,SoSi1159,24.676666,89.5290271
Z5072,sourcesink,SoSi1160,24.997388600000004,89.3719438
Z5074,sourcesink,SoSi1161,22.4262493,89.31022220000001
Z5074,sourcesink,SoSi1162,25.4166938,89.3075
Z5075,sourcesink,SoSi1163,25.391388600000003,89.4652778
Z5075,sourcesink,SoSi1164,25.4217216,89.0796938
Z5080,sourcesink,SoSi1165,26.4888886,88.3772493
Z5080,sourcesink,SoSi1166,26.5158611,88.35502779999999
Z5202,sourcesink,SoSi1167,24.6273604,89.2436941
Z5202,sourcesink,SoSi1168,24.9744438,89.07602709999999
Z5207,sourcesink,SoSi1169,24.6686938,89.2756382
Z5207,sourcesink,SoSi1170,24.738388600000004,88.9595
Z5209,sourcesink,SoSi1171,24.4998608,89.1429441
Z5209,sourcesink,SoSi1172,24.2309993,89.2871663
Z5210,sourcesink,SoSi1173,24.4912219,89.1006667
Z5210,sourcesink,SoSi1174,24.5514722,89.9086667
Z5211,sourcesink,SoSi1175,24.4476386,89.044833
Z5211,sourcesink,SoSi1176,24.370721600000003,89.23849969999999
Z5212,sourcesink,SoSi1177,24.4349997,89.00886109999999
Z5212,sourcesink,SoSi1178,24.4394997,89.0118889
Z5301,sourcesink,SoSi1179,26.1976108,88.55411109999999
Z5301,sourcesink,SoSi1180,26.1930274,88.56411109999999
Z5401,sourcesink,SoSi1181,24.4541667,89.6899997
Z5401,sourcesink,SoSi1182,24.663,89.4204993
Z5402,sourcesink,SoSi1183,24.4524444,89.7065833
Z5402,sourcesink,SoSi1184,24.3578056,89.7050556
Z5403,sourcesink,SoSi1185,24.4299993,89.6831104
Z5403,sourcesink,SoSi1186,24.3453052,89.5614167
Z5404,sourcesink,SoSi1187,24.5405552,89.63061040000001
Z5404,sourcesink,SoSi1188,24.6508611,89.56749930000001
Z5405,sourcesink,SoSi1189,24.5266104,89.63466629999999
Z5405,sourcesink,SoSi1190,24.6591111,89.5504167
Z5406,sourcesink,SoSi1191,24.3940274,89.6907219
Z5406,sourcesink,SoSi1192,24.4226382,89.5975274
Z5408,sourcesink,SoSi1193,24.3649444,89.6626389
Z5408,sourcesink,SoSi1194,24.3186104,89.6975552
Z5409,sourcesink,SoSi1195,24.3923608,89.7144167
Z5409,sourcesink,SoSi1196,24.2280549,89.70222220000001
Z5410,sourcesink,SoSi1197,24.2337497,89.6979997
Z5410,sourcesink,SoSi1198,24.1733327,89.58638859999999
Z5452,sourcesink,SoSi1199,25.1017778,89.0295827
Z5452,sourcesink,SoSi1200,24.9672493,88.9085556
Z5456,sourcesink,SoSi1201,24.9172771,88.7517778
Z5456,sourcesink,SoSi1202,25.0260549,88.4460274
Z5463,sourcesink,SoSi1203,24.9521667,88.7469163
Z5463,sourcesink,SoSi1204,24.7769438,88.7054167
Z5464,sourcesink,SoSi1205,25.0474997,88.7461386
Z5464,sourcesink,SoSi1206,25.0085556,88.6663056
Z5467,sourcesink,SoSi1207,24.9063611,89.0781382
Z5467,sourcesink,SoSi1208,24.8798604,89.0049444
Z5469,sourcesink,SoSi1209,24.6113333,88.97436040000001
Z5469,sourcesink,SoSi1210,24.4990552,89.1249993
Z5471,sourcesink,SoSi1211,24.8329716,89.2687771
Z5471,sourcesink,SoSi1212,24.7543889,89.1408608
Z5472,sourcesink,SoSi1213,24.807777800000004,89.04674969999999
Z5472,sourcesink,SoSi1214,24.7797493,88.98102709999999
Z5476,sourcesink,SoSi1215,25.4971663,89.5931108
Z5476,sourcesink,SoSi1216,25.5244438,89.5808327
Z5501,sourcesink,SoSi1217,25.0735549,89.03183270000001
Z5501,sourcesink,SoSi1218,25.0467219,89.11747159999999
Z5503,sourcesink,SoSi1219,25.1024167,89.0268882
Z5503,sourcesink,SoSi1220,25.2811938,89.0071944
Z5504,sourcesink,SoSi1221,25.0876663,89.0692771
Z5504,sourcesink,SoSi1222,25.1319993,89.0313882
Z5505,sourcesink,SoSi1223,24.949944100000003,89.3494441
Z5505,sourcesink,SoSi1224,25.0232771,89.31613890000001
Z5507,sourcesink,SoSi1225,25.0240549,89.3689993
Z5507,sourcesink,SoSi1226,25.0231104,89.31613890000001
Z5508,sourcesink,SoSi1227,25.0384997,89.1196104
Z5508,sourcesink,SoSi1228,24.967166,89.0055278
Z5509,sourcesink,SoSi1229,25.2715271,89.01347220000001
Z5509,sourcesink,SoSi1230,25.0683049,89.1408608
Z5510,sourcesink,SoSi1231,24.9674993,89.01575
Z5510,sourcesink,SoSi1232,24.9740271,89.01436109999999
Z5551,sourcesink,SoSi1233,25.3925552,89.57049930000001
Z5551,sourcesink,SoSi1234,25.3917497,89.6311382
Z5552,sourcesink,SoSi1235,25.3308049,89.5505278
Z5552,sourcesink,SoSi1236,25.1095833,89.5846941
Z5553,sourcesink,SoSi1237,25.3294438,89.54074969999999
Z5553,sourcesink,SoSi1238,25.3943608,89.4700271
Z5554,sourcesink,SoSi1239,25.3295827,89.542583
Z5554,sourcesink,SoSi1240,25.1511389,89.3895552
Z5555,sourcesink,SoSi1241,25.3308049,89.54991629999999
Z5555,sourcesink,SoSi1242,25.3144444,89.6163333
Z5558,sourcesink,SoSi1243,25.3260827,89.5192771
Z5558,sourcesink,SoSi1244,25.3039444,89.5209716
Z5559,sourcesink,SoSi1245,25.3178327,89.6013889
Z5559,sourcesink,SoSi1246,25.3264716,89.6083611
Z5561,sourcesink,SoSi1247,25.5495274,89.0478886
Z5561,sourcesink,SoSi1248,25.4193049,89.07847159999999
Z5611,sourcesink,SoSi1249,25.796083,89.5448608
Z5611,sourcesink,SoSi1250,25.8063056,89.44677740000002
Z5612,sourcesink,SoSi1251,25.773221600000003,89.3052778
Z5612,sourcesink,SoSi1252,25.837083,89.3498052
Z5613,sourcesink,SoSi1253,25.3308327,89.5499441
Z5613,sourcesink,SoSi1254,25.6571667,89.3826938
Z5614,sourcesink,SoSi1255,25.8114722,89.6145
Z5614,sourcesink,SoSi1256,25.796083,89.5448608
Z5616,sourcesink,SoSi1257,25.9659722,89.6912497
Z5616,sourcesink,SoSi1258,25.9528889,89.55066670000001
Z5617,sourcesink,SoSi1259,25.9713882,89.68816629999999
Z5617,sourcesink,SoSi1260,25.9446386,89.52883270000001
Z5621,sourcesink,SoSi1261,25.8128333,89.6432497
Z5621,sourcesink,SoSi1262,25.5723327,89.6793327
Z5622,sourcesink,SoSi1263,25.8129722,89.6431386
Z5622,sourcesink,SoSi1264,26.1121667,89.6676938
Z5623,sourcesink,SoSi1265,25.6521944,89.61399999999999
Z5623,sourcesink,SoSi1266,25.5902497,89.6633056
Z5624,sourcesink,SoSi1267,26.108555600000003,89.6739993
Z5624,sourcesink,SoSi1268,25.9659444,89.6913052
Z5701,sourcesink,SoSi1269,25.9377774,88.8494997
Z5701,sourcesink,SoSi1270,26.0138333,89.0124167
Z5703,sourcesink,SoSi1271,26.0197216,89.0165833
Z5703,sourcesink,SoSi1272,26.2099167,88.9310549
Z5704,sourcesink,SoSi1273,26.1041667,88.85897220000001
Z5704,sourcesink,SoSi1274,26.0919719,88.9309438
Z5706,sourcesink,SoSi1275,26.1059444,88.8273327
Z5706,sourcesink,SoSi1276,26.25,88.74591629999999
Z5707,sourcesink,SoSi1277,25.9322493,88.8536111
Z5707,sourcesink,SoSi1278,26.1058333,88.82730490000002
Z5709,sourcesink,SoSi1279,25.9172216,88.86575
Z5709,sourcesink,SoSi1280,25.9621944,88.8411108
Z5801,sourcesink,SoSi1281,25.6648333,88.9859997
Z5801,sourcesink,SoSi1282,25.655777800000003,88.9856108
Z5802,sourcesink,SoSi1283,25.620916,88.6344441
Z5802,sourcesink,SoSi1284,25.5045,88.6206104
Z5803,sourcesink,SoSi1285,25.6319716,88.6149444
Z5803,sourcesink,SoSi1286,25.6001944,88.5338886
Z5804,sourcesink,SoSi1287,25.6574444,88.7743604
Z5804,sourcesink,SoSi1288,25.5290827,88.7672771
Z5851,sourcesink,SoSi1289,25.390638600000003,88.9913052
Z5851,sourcesink,SoSi1290,25.3286938,89.14419409999999
Z5852,sourcesink,SoSi1291,25.2811104,89.3531944
Z5852,sourcesink,SoSi1292,25.236833,89.2833049
Z5854,sourcesink,SoSi1293,25.364555600000003,89.00063890000001
Z5854,sourcesink,SoSi1294,25.2813604,89.0098611
Z5855,sourcesink,SoSi1295,25.0948608,89.0756104
Z5855,sourcesink,SoSi1296,25.1535,89.34538859999999
Z5856,sourcesink,SoSi1297,25.1857774,89.0179716
Z5856,sourcesink,SoSi1298,25.2565,89.2524444
Z5857,sourcesink,SoSi1299,25.5000278,88.95277779999999
Z5857,sourcesink,SoSi1300,25.6675549,88.9135
Z5858,sourcesink,SoSi1301,25.5972497,88.9231382
Z5858,sourcesink,SoSi1302,25.6032222,88.92222159999999
Z5901,sourcesink,SoSi1303,25.9118611,89.4339997
Z5901,sourcesink,SoSi1304,25.936444100000003,89.5069444
Z5902,sourcesink,SoSi1305,25.8977774,89.39616629999999
Z5902,sourcesink,SoSi1306,25.8662778,89.3596667
Z5903,sourcesink,SoSi1307,26.3463608,89.02186040000001
Z5903,sourcesink,SoSi1308,26.3339997,88.9352774
Z5904,sourcesink,SoSi1309,26.3398608,89.02530490000001
Z5904,sourcesink,SoSi1310,26.351888899999995,89.0133333
Z5907,sourcesink,SoSi1311,25.90925,89.41680490000002
Z5907,sourcesink,SoSi1312,25.9966663,89.45894440000001
Z6004,sourcesink,SoSi1313,24.3716104,88.8414441
Z6004,sourcesink,SoSi1314,24.5758327,88.8249438
Z6005,sourcesink,SoSi1315,24.3813604,88.77022159999999
Z6005,sourcesink,SoSi1316,24.5146111,88.84905520000001
Z6006,sourcesink,SoSi1317,24.366666,88.7550278
Z6006,sourcesink,SoSi1318,24.123666,89.06438890000001
Z6010,sourcesink,SoSi1319,24.3631944,88.6302771
Z6010,sourcesink,SoSi1320,24.5288327,88.74322190000001
Z6011,sourcesink,SoSi1321,24.2481108,89.0311104
Z6011,sourcesink,SoSi1322,24.4140833,88.9861663
Z6014,sourcesink,SoSi1323,24.2903052,89.0813327
Z6014,sourcesink,SoSi1324,24.177416,88.9651667
Z6015,sourcesink,SoSi1325,24.3443608,89.0705827
Z6015,sourcesink,SoSi1326,24.3724438,89.2194993
Z6017,sourcesink,SoSi1327,23.9618889,89.4956663
Z6017,sourcesink,SoSi1328,24.0551667,89.5433608
Z6018,sourcesink,SoSi1329,24.297888600000004,88.7401108
Z6018,sourcesink,SoSi1330,24.3409441,88.7748049
Z6019,sourcesink,SoSi1331,24.3720549,88.8392497
Z6019,sourcesink,SoSi1332,24.1954997,88.83697190000001
Z6020,sourcesink,SoSi1333,24.2880552,88.8587222
Z6020,sourcesink,SoSi1334,24.3040833,88.9478886
Z6021,sourcesink,SoSi1335,24.212,89.27630490000001
Z6021,sourcesink,SoSi1336,24.1283882,89.58097159999998
Z6022,sourcesink,SoSi1337,24.1165,89.0762216
Z6022,sourcesink,SoSi1338,24.245583,89.09652740000001
Z6023,sourcesink,SoSi1339,24.2119722,89.2760549
Z6023,sourcesink,SoSi1340,24.2249716,89.30161109999999
Z6024,sourcesink,SoSi1341,23.9621111,89.4946108
Z6024,sourcesink,SoSi1342,23.9465274,89.4065833
Z6026,sourcesink,SoSi1343,24.033638600000003,89.4447219
Z6026,sourcesink,SoSi1344,24.0798327,89.6354719
Z6027,sourcesink,SoSi1345,24.0668882,89.5629444
Z6027,sourcesink,SoSi1346,24.1065833,89.581416
Z6028,sourcesink,SoSi1347,23.9644722,89.5433608
Z6028,sourcesink,SoSi1348,23.9794438,89.598333
Z6029,sourcesink,SoSi1349,24.2258327,89.2823327
Z6029,sourcesink,SoSi1350,24.3188882,89.17172159999998
Z6030,sourcesink,SoSi1351,24.0319438,89.4116667
Z6030,sourcesink,SoSi1352,23.9429163,89.4050556
Z6031,sourcesink,SoSi1353,24.0101111,89.2566944
Z6031,sourcesink,SoSi1354,24.2222216,89.30425
Z6032,sourcesink,SoSi1355,24.3671104,89.36236109999999
Z6032,sourcesink,SoSi1356,24.4297216,89.37163819999999
Z6033,sourcesink,SoSi1357,24.21275,89.3348052
Z6033,sourcesink,SoSi1358,24.1822493,89.3919441
Z6034,sourcesink,SoSi1359,24.1644167,89.4373052
Z6034,sourcesink,SoSi1360,24.1607778,89.458
Z6035,sourcesink,SoSi1361,24.21475,89.3786938
Z6035,sourcesink,SoSi1362,24.2557778,89.487833
Z6802,sourcesink,SoSi1363,24.7269438,88.1704438
Z6802,sourcesink,SoSi1364,24.8926108,88.2738882
Z6803,sourcesink,SoSi1365,24.6164444,88.2957774
Z6803,sourcesink,SoSi1366,24.6344997,88.40163890000001
Z6805,sourcesink,SoSi1367,24.8153333,88.3235827
Z6805,sourcesink,SoSi1368,24.918249300000003,88.1605556
Z6806,sourcesink,SoSi1369,24.594833,88.2813882
Z6806,sourcesink,SoSi1370,24.7814438,88.2816938
Z6809,sourcesink,SoSi1371,24.3832771,88.5346663
Z6809,sourcesink,SoSi1372,24.6159722,88.3972219
Z6810,sourcesink,SoSi1373,24.7756104,88.7019167
Z6810,sourcesink,SoSi1374,24.7586667,88.7138333
Z6812,sourcesink,SoSi1375,24.8159722,88.4406941
Z6812,sourcesink,SoSi1376,24.8595,88.4438052
Z6813,sourcesink,SoSi1377,24.4684993,88.3238882
Z6813,sourcesink,SoSi1378,20.834694100000004,88.57458270000001
Z6816,sourcesink,SoSi1379,24.6592222,88.1635833
Z6816,sourcesink,SoSi1380,24.6986386,88.16038890000002
Z6817,sourcesink,SoSi1381,24.7293327,88.4239993
Z6817,sourcesink,SoSi1382,24.8152778,88.3235549
Z6818,sourcesink,SoSi1383,24.6028333,88.25322220000001
Z6818,sourcesink,SoSi1384,24.6147222,88.286833
Z6819,sourcesink,SoSi1385,24.8340552,88.288083
Z6819,sourcesink,SoSi1386,24.7788604,88.25936109999999
Z6851,sourcesink,SoSi1387,24.5472497,88.646833
Z6851,sourcesink,SoSi1388,24.5934163,88.5792493
Z6852,sourcesink,SoSi1389,24.7757493,88.7019444
Z6852,sourcesink,SoSi1390,25.0215549,88.49686080000001
Z6853,sourcesink,SoSi1391,24.566083300000003,88.6518056
Z6853,sourcesink,SoSi1392,24.5757771,88.822416
Z6855,sourcesink,SoSi1393,24.464777800000004,88.5961108
Z6855,sourcesink,SoSi1394,24.4239993,88.4131111
Z6856,sourcesink,SoSi1395,24.75875,88.7138333
Z6856,sourcesink,SoSi1396,24.6118889,88.9744438
Z7001,sourcesink,SoSi1397,23.533166,89.72436040000001
Z7001,sourcesink,SoSi1398,23.2169438,89.71722159999999
Z7002,sourcesink,SoSi1399,23.316666,89.71252779999999
Z7002,sourcesink,SoSi1400,23.2966663,89.6892219
Z7004,sourcesink,SoSi1401,23.5843052,89.80202779999999
Z7004,sourcesink,SoSi1402,23.3041389,89.83824969999999
Z7006,sourcesink,SoSi1403,23.4371108,89.6651944
Z7006,sourcesink,SoSi1404,23.4112222,89.6088611
Z7007,sourcesink,SoSi1405,23.5200549,89.47022159999999
Z7007,sourcesink,SoSi1406,23.591888600000004,89.3944997
Z7008,sourcesink,SoSi1407,23.591944100000003,89.3944719
Z7008,sourcesink,SoSi1408,23.5348886,89.5094722
Z7011,sourcesink,SoSi1409,23.4854441,89.4122778
Z7011,sourcesink,SoSi1410,23.591944100000003,89.3944441
Z7012,sourcesink,SoSi1411,23.4907219,89.429916
Z7012,sourcesink,SoSi1412,23.4055833,89.60475
Z7021,sourcesink,SoSi1413,23.3787216,89.37227709999999
Z7021,sourcesink,SoSi1414,23.4085833,89.13513859999999
Z7023,sourcesink,SoSi1415,23.3891663,88.9430274
Z7023,sourcesink,SoSi1416,23.2568611,88.88588859999999
Z7024,sourcesink,SoSi1417,23.4898052,89.03713859999999
Z7024,sourcesink,SoSi1418,23.360805600000003,88.91969379999999
Z7030,sourcesink,SoSi1419,23.1655833,89.49552740000001
Z7030,sourcesink,SoSi1420,22.9763327,89.47194379999999
Z7031,sourcesink,SoSi1421,23.2181104,89.16541670000001
Z7031,sourcesink,SoSi1422,23.2658611,89.01602779999999
Z7040,sourcesink,SoSi1423,22.8832216,89.5172493
Z7040,sourcesink,SoSi1424,22.9396663,89.66669379999999
Z7041,sourcesink,SoSi1425,22.8001111,89.5884719
Z7041,sourcesink,SoSi1426,22.9394997,89.66855490000002
Z7042,sourcesink,SoSi1427,22.8316938,89.59052740000001
Z7042,sourcesink,SoSi1428,22.8209993,89.5710271
Z7043,sourcesink,SoSi1429,22.9743604,89.4745827
Z7043,sourcesink,SoSi1430,22.8080556,89.41716600000001
Z7045,sourcesink,SoSi1431,22.9395274,89.66855490000002
Z7045,sourcesink,SoSi1432,22.9301382,89.8080556
Z7047,sourcesink,SoSi1433,22.9396663,89.66855490000002
Z7047,sourcesink,SoSi1434,23.0380552,89.63255490000002
Z7050,sourcesink,SoSi1435,23.1849163,89.1870552
Z7050,sourcesink,SoSi1436,23.184833,89.17741600000001
Z7054,sourcesink,SoSi1437,22.7928608,89.876416
Z7054,sourcesink,SoSi1438,22.8768049,89.8998886
Z7057,sourcesink,SoSi1439,23.380916,89.1382497
Z7057,sourcesink,SoSi1440,23.2225271,89.3474997
Z7058,sourcesink,SoSi1441,23.110833300000003,89.24688859999999
Z7058,sourcesink,SoSi1442,23.092083,89.237583
Z7059,sourcesink,SoSi1443,23.093444100000003,89.25075
Z7059,sourcesink,SoSi1444,23.091888600000004,89.2389997
Z7102,sourcesink,SoSi1445,23.7494441,89.63666629999999
Z7102,sourcesink,SoSi1446,23.5430552,89.62722159999998
Z7105,sourcesink,SoSi1447,23.7631111,89.2971663
Z7105,sourcesink,SoSi1448,23.8688049,89.3377497
Z7106,sourcesink,SoSi1449,23.726666,89.7519444
Z7106,sourcesink,SoSi1450,23.8598056,89.40222220000001
