Vehicle_ID,Delay,Bridge_ID,Seed
Truck178561,136.6623252467381,1000010.0,2
Truck178565,122.70052488417932,1000010.0,2
Truck178560,137.80431799769335,1000010.0,2
Truck178569,110.4988395593668,1000010.0,2
Truck178573,134.22802900787516,1000010.0,2
Truck178571,152.3540712940531,1000010.0,2
Truck178577,121.81342379038163,1000010.0,2
Truck178572,132.7471673399182,1000010.0,2
Truck178574,159.94091443758836,1000010.0,2
Truck178575,133.54647154290322,1000010.0,2
Truck178581,154.76531269273357,1000010.0,2
Truck178585,138.3020737946233,1000010.0,2
Truck178583,153.8007649924339,1000010.0,2
Truck178589,154.96465192383508,1000010.0,2
Truck178593,148.84842516705964,1000010.0,2
Truck178590,148.54519921912663,1000010.0,2
Truck178597,159.00837897003598,1000010.0,2
Truck178601,114.3090886430735,1000010.0,2
Truck178605,111.42164293432664,1000010.0,2
Truck178600,84.7669386159509,1000010.0,2
Truck178609,122.37274725637712,1000010.0,2
Truck178604,161.53458221578535,1000010.0,2
Truck178606,76.54457373674315,1000010.0,2
Truck178613,148.75682441576808,1000010.0,2
Truck178608,149.08254576780473,1000010.0,2
Truck178617,135.16240573882175,1000010.0,2
Truck178612,162.39544098859642,1000010.0,2
Truck178621,66.73186359651115,1000010.0,2
Truck178618,117.7110442668494,1000010.0,2
Truck178619,137.1766541788065,1000010.0,2
Truck178625,140.84357749533046,1000010.0,2
Truck178622,91.76947319048764,1000010.0,2
Truck178623,146.16188787825538,1000010.0,2
Truck178629,155.1563736448961,1000010.0,2
Truck178633,99.41266561590317,1000010.0,2
Truck178630,146.91557482253896,1000010.0,2
Truck178631,161.77032728788188,1000010.0,2
Truck178637,145.10030523073914,1000010.0,2
Truck178641,102.93805151410778,1000010.0,2
Truck178645,147.80528867045211,1000010.0,2
Truck178642,112.64390103013622,1000010.0,2
Truck178643,127.59129208585402,1000010.0,2
Truck178649,135.3846893794112,1000010.0,2
Truck178646,94.65096890541072,1000010.0,2
Truck178647,148.4121737488028,1000010.0,2
Truck178653,111.00340729764989,1000010.0,2
Truck178650,134.9930178864492,1000010.0,2
Truck178657,130.82057328455818,1000010.0,2
Truck178652,148.72685778408513,1000010.0,2
Truck178655,128.44213455853333,1000010.0,2
Truck178661,134.32505967669394,1000010.0,2
Truck178656,74.50569387348038,1000010.0,2
