road,model_type,condition,name,lat,lon,length,chainage,road name2
N1,bridge,A,DIGIRPAR BOX CULVERT,21.9998888888888,92.0881666666666,6.2,303.237,
N1,bridge,A,ZADUNAGOR FILLING BOX CULVERT,21.9950833333333,92.0873611111111,3.0,303.782,
N1,bridge,A,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,21.995,92.0873888888888,12.4,303.793,
N1,bridge,A,KHASMOHAL ADUNAICR PC GIDER BRIDGE,21.9913055555555,92.0861666666666,58.8,304.217,
N1,bridge,A,ZADUNAGOR BUS STATION BOX CULVERT,21.9889722222222,92.0853333333333,14.2,304.449,
N1,bridge,A,Aadunagor bridge,21.9861944444444,92.0836666666666,24.2,304.857,
N1,bridge,A,HATIAR PULL PC GIDER BRIDGE,21.9812222222222,92.0802499999999,22.5,305.527,
N1,bridge,A,HATIAR PULL BOX CULVERT,21.9798888888888,92.0779444444444,18.7,305.794,
N1,bridge,A,SHIX DAR PARA BOX CULVERT,21.9789166666666,92.0747777777777,3.5,306.139,
N1,bridge,A,MUSKAMPANI PARA BOX CULVERT,21.9732499999999,92.0673333333333,2.5,307.229,
N1,bridge,A,AODU NAGOR (2) BOX CULVERT,21.9673611111111,92.0634722222222,1.5,307.981,
N1,bridge,A,RATAR KUL- SONTI BRIDGE,21.9620555555555,92.0634166666666,22.4,308.652,
N1,bridge,A,BONPUKR PARA BOX CULVERT,21.9591666666666,92.0653055555555,8.2,309.038,
N1,bridge,A,BON PUKUL PARA BOX CULVERT,21.9515277777777,92.0673888888888,3.0,309.355,
N1,bridge,A,SANTI RCC GIDER BRIDGE,21.9515277777777,92.0679722222222,22.4,309.971,
N1,bridge,A,SANTI BOX CULVERT,21.9451388888888,92.0670833333333,1.4,310.723,
N1,bridge,A,BRICK FIELD BOX CULVERT,21.9354444444444,92.0624166666666,4.5,311.886,
N1,bridge,A,BACK FILD BOX CULVERT,21.9334444444444,92.0615555555555,9.3,312.138,
N1,bridge,A,AZIZNAGOR FOREST BOX CULVERT,21.9311944444444,92.0601388888888,4.5,312.354,
N1,bridge,A,AZIZ NOGOR FOREST BOX CULVERT,21.9296666666666,92.0594166666666,4.7,312.609,
N1,bridge,A,AZIZNAGOR BOX CULVERT,21.9179444444444,92.0598333333333,2.0,313.947,
N1,bridge,A,AZIZ NOGAR BOX CULVERT,21.9162499999999,92.0601388888888,3.0,314.144,
N1,bridge,A,AZIZ NAGOR 1,21.9128333333333,92.0607222222222,4.0,314.502,
N1,bridge,A,AZIZ NAGOR 2,21.9128333333333,92.0607222222222,9.2,315.009,
N1,bridge,A,HARBHANG CHOR,21.8908333333333,92.0595833333333,13.64,317.001,
N1,bridge,A,GHOIL MARA BOX CULVERT,21.8809166666666,92.059,9.3,318.11,
N1,bridge,A,HARBANG,21.8748055555555,92.0590833333333,3.0,318.796,
N1,bridge,A,HARBANG,21.8625833333333,92.0594444444444,3.0,320.189,
N1,bridge,A,HARBANGCHORA,21.8598055555555,92.0603055555555,56.4,320.513,
N1,bridge,A,ALIPUR BOX CULVERT,21.8526666666666,92.0608611111111,14.3,321.305,
N1,bridge,A,HARBANG,21.8506111111111,92.0609722222222,2.1,321.536,
N1,bridge,A,HAR BAG BOX CULVERT,21.8426388888888,92.0638611111111,4.5,322.5,
N1,bridge,A,HAR BAG BOX CULVERT,21.8400555555555,92.0651111111111,3.0,322.823,
N1,bridge,A,ATKOTA,21.8337777777777,92.0685,15.8,323.619,
N1,bridge,A,AKOTA BAZAR BOX CULVERT,21.8280277777777,92.0713333333333,7.3,324.331,
N1,bridge,A,BODOI TOLA RCC GIDER BRIDGE,21.8256944444444,92.0723888888888,46.0,324.607,
N1,bridge,A,BODAITALI BOX CULVERT,21.8208888888888,92.0740833333333,12.4,325.153,
N1,bridge,A,BODOITOLI BOX CULVERT,21.818,92.0739444444444,14.0,325.49,
N1,bridge,A,BANIYAR CHORA,21.8031388888888,92.0773055555555,14.0,327.312,
N1,bridge,A,NOL BELA-1 BOX CULVERT,21.7872777777777,92.0789722222222,20.6,329.084,
N1,bridge,A,NOL BELA BOX CULVERT,21.7864444444444,92.0791111111111,21.0,329.181,
N1,bridge,B,NOLBELA BOX CULVERT,21.7836666666666,92.0793055555555,14.2,329.499,
N1,bridge,A,DIDDA BAZAR BOX CULVERT,21.7729166666666,92.0835833333333,15.7,330.931,
N1,bridge,C,MATHAMUHURI BRIDGE,21.7712222222222,92.0817777777777,300.0,331.259,
N1,bridge,B,BANDI BAZAR BOX CULVERT,21.7392222222222,92.0829166666666,9.3,335.192,
N1,bridge,A,KUMARIKOOL BOX CULVERT,21.7377222222222,92.0835833333333,14.0,335.38,
N1,bridge,A,PASIYAKALI BOX CULVERT,21.7315833333333,92.0838611111111,5.2,336.054,
N1,bridge,A,PASIYAKALI (2),21.7301388888888,92.0838611111111,38.8,336.237,
N1,bridge,A,HASIRUGIGI,21.7228888888888,92.0835277777777,12.6,337.019,
N1,bridge,A,CHOHAJANYA (1),21.7080555555555,92.0801111111111,12.8,338.859,
N1,bridge,A,CHOHAJANIYA (2),21.7014722222222,92.0785833333333,9.3,339.648,
N1,bridge,A,JASJARI BRIDGE,21.6743333333333,92.0767499999999,59.6,342.77,
N1,bridge,A,DULAHAJARA (SAFARI PARK),21.6701666666666,92.0759722222222,14.0,343.243,
N1,bridge,A,DULAHAJARA CULVERT,21.6618888888888,92.0750277777777,3.5,344.209,
N1,bridge,A,DULAHAJAR BRIDGE,21.6590277777777,92.0752222222222,54.4,344.531,
N1,bridge,C,BOYRAGIR KHIL,21.6496944444444,92.0733611111111,61.0,345.592,
N1,bridge,A,PAGOLARIBIL,21.6468055555555,92.0735277777777,4.5,345.911,
N1,bridge,B,KHUTAKHALI,21.6213333333333,92.0724722222222,1.45,349.092,
N1,bridge,B,khutakhali bazar,21.6170277777777,92.0678333333333,45.3,349.759,
N1,bridge,A,FULCHARI (NEWPARA),21.6101111111111,92.0638888888888,7.0,350.674,
N1,bridge,A,FULCHARI (NEWPARA),21.6065555555555,92.0621944444444,5.2,350.99,
N1,bridge,A,FULCHARI CULVERT,21.6016388888888,92.0619166666666,9.3,351.628,
N1,bridge,A,FULCHARI BAZAR,21.5976666666666,92.0618611111111,14.0,352.064,
N1,bridge,A,NAPITE KHALI CULVERT,21.5925833333333,92.0612777777777,1.4,352.641,
N1,bridge,C,NAPITE KHALI,21.5887222222222,92.0634166666666,4.5,353.162,
N1,bridge,A,EAST NAPITL KHAL BOX CULVERT,21.58475,92.0651111111111,2.5,353.694,
N1,bridge,A,NAEK KHALI BOX CULVERT,21.5769999999999,92.0695277777777,12.4,354.739,
N1,bridge,A,KHODIA BARI PRIMARY BOX CULVERT,21.5642777777777,92.0702777777777,9.5,356.261,
N1,bridge,A,ISLAMABAD KHODIABARI BOX CULVERT,21.5619722222222,92.0698055555555,4.8,356.517,
N1,bridge,A,ISLAMABAD KHODIA BARI BOX CULVERT,21.5610833333333,92.0693888888888,7.0,356.631,
N1,bridge,A,Eidgaon Bazar Bridge,21.617166,92.0679993,46.0,357.264,
N1,bridge,A,Goro Bazar Bridge,21.5470666065573,92.0668953754098,44.63,358.03,
N1,bridge,A,SHAT GOREA PARA BOX CULVERT,21.5284166666666,92.0651944444444,14.0,360.345,
N1,bridge,A,KALIRCHARA BOX CULVERT,21.5265,92.0655,8.0,360.551,
N1,bridge,A,KALIRCHARA BAZAR BOX CULVERT,21.5235833333333,92.0656111111111,15.4,360.89,
N1,bridge,A,KALIRCHAR,21.5221666666666,92.0659166666666,5.0,361.043,
N1,bridge,A,RASHIDNAGAR,21.5161944444444,92.0681944444444,3.0,361.751,
N1,bridge,A,ROSHIDNAGAR CULVERT,21.5128888888888,92.07,2.5,362.168,
N1,bridge,A,DOLERCHARA CULVERT,21.5085,92.07175,7.5,362.691,
N1,bridge,A,DOLERCHARA CULVERT,21.5070555555555,92.0729722222222,12.4,362.889,
N1,bridge,A,ROSHIDNAGAR (2),21.4976111111111,92.0765277777777,14.0,364.056,
N1,bridge,A,"ROSHIDNAGAR U,R CULVERT",21.4966944444444,92.0771666666666,14.1,364.184,
N1,bridge,A,JOARIANALA CULVERT,21.4798333333333,92.0937222222222,7.2,366.98,
N1,bridge,A,JOARIANALA,21.4768055555555,92.0957777777777,14.0,367.362,
N1,bridge,A,JORIANALA,21.4751666666666,92.0971388888888,3.0,367.6,
N1,bridge,A,Joarianala Bazar Bridge,21.470055530337,92.1006402232209,57.65,368.129,
N1,bridge,B,JOARIANALA CULVERT,21.4668611111111,92.1025555555555,14.0,368.703,
N1,bridge,A,MITA CHARI BOX CULVERT,21.4511944444444,92.0993888888888,9.2,370.799,
N1,bridge,A,RAMU HOSPITAL GATE,21.444,92.1013055555555,1.5,371.64,
N1,bridge,A,Mitacmari Ramu Bridge,21.4418389714285,92.1007083571428,58.6,371.848,
N1,bridge,A,MARULA (WEST),21.4375555555555,92.0985277777777,3.0,372.43,
N1,bridge,A,MARULA BOX CULVERT,21.4339722222222,92.0974444444444,2.5,372.782,
N1,bridge,A,RAMU BRAC OFFICE,21.4310555555555,92.0958888888888,7.2,373.192,
N1,bridge,A,RAMU BY PASS MORE,21.4290833333333,92.0954722222222,3.5,373.424,
N1,bridge,A,RAMU MOUR BOX CULVDERT,21.4283611111111,92.0953611111111,12.8,373.598,
N1,bridge,A,ROMA CALLAGE BOX CULVERT,21.4279444444444,92.0895833333333,18.8,374.081,
N1,bridge,A,ROMA TECHIPUL,21.4270555555555,92.0839166666666,8.2,374.655,
N1,bridge,A,SAMBAR PUL CULVERT,21.42675,92.0804166666666,7.4,375.035,
N1,bridge,A,CHAKMARKOOL,21.4263888888888,92.0766944444444,12.4,375.416,
N1,bridge,A,CHAKMAR KOOL BOX CULVERT,21.4273333333333,92.0703611111111,9.4,376.062,
N1,bridge,A,KHURUTIA BOX CULVERT,21.4270555555555,92.0632777777777,2.0,376.931,
N1,bridge,A,KHURULIA CULVERT,21.4273888888888,92.0607777777777,6.8,377.189,
N1,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4278333333333,92.0582222222222,16.6,377.519,
N1,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4280833333333,92.0553888888888,18.6,377.753,
N1,bridge,A,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4281666666666,92.0528611111111,7.2,378.02,
N1,bridge,A,SARKAR PARA BRIDGE,21.4276388888888,92.0484166666666,13.0,378.492,
N1,bridge,A,WEST DOVGE BOX CULVERT,21.4296666666666,92.0439722222222,10.9,379.004,
N1,bridge,A,MUKTAR KUL,21.4298055555555,92.0394722222222,9.2,379.504,
N1,bridge,A,BAKKHALI BRIDGE,21.4293888888888,92.0315833333333,148.5,380.346,
N1,bridge,A,MOHURI RARA BOX,21.4301944444444,92.0300833333333,3.5,380.615,
N1,bridge,A,RABAR DAM BOX,21.4299444444444,92.0279444444444,10.3,380.759,
N1,bridge,A,LINK ROAD CULVERT,21.4261666666666,92.0236666666666,9.0,381.374,
N1,bridge,C,BESIC AREA,21.4226388888888,92.0275833333333,4.5,381.985,
N1,bridge,C,BASIC ARIA (1),21.4221944444444,92.0279444444444,11.3,382.055,
N1,bridge,C,KAMBIR GONA,21.4192777777777,92.0323611111111,2.4,382.649,
N1,bridge,B,HAMBIR GONA (1),21.4163888888888,92.0353333333333,7.2,383.098,
N1,bridge,C,HAMBIR GONA-(2),21.4156666666666,92.03675,8.1,383.269,
N1,bridge,A,KANAR PARA,21.4136111111111,92.0393888888889,10.9,383.632,
N1,bridge,A,SHORAR COOL,21.4121388888888,92.0422777777777,8.3,384.001,
N1,bridge,B,SOUTH MITTA CHORI,21.4106111111111,92.0452222222222,8.3,384.358,
N1,bridge,B,SOUTH MITHACHARI,21.4102777777777,92.0340361111111,2.2,384.788,
N1,bridge,A,SOUTH MITHACHARI,21.4103611111111,92.05075,8.2,384.978,
N1,bridge,A,SOUTH MITTA CULVERT,22.4096388888888,92.0525555555555,1.9,385.237,
N1,bridge,A,SOUTH MITHACHARI,21.4079722222222,92.0560555555555,3.0,385.614,
N1,bridge,A,SOUTH MITHACHARI,22.4069444444444,92.0568888888888,2.8,385.78,
N1,bridge,D,SHAMMOTI PARA,21.4059722222222,92.0594444444444,10.0,386.07,
N1,bridge,A,CHALATOLI,21.4039444444444,92.0627222222222,1.6,386.494,
N1,bridge,A,CHALIYATOLI,21.4010277777777,92.066,3.6,386.968,
N1,bridge,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.3985277777777,92.0666388888888,8.0,387.23,
N1,bridge,C,CHALIYA TOLI -2 ARCH MASONRY,21.3977777777777,92.0669444444444,1.3,387.398,
N1,bridge,A,PANCHORI,21.3934166666666,92.0682499999999,8.3,387.843,
N1,bridge,C,PANCHORA STEEL BEAM AND RCC SLAB,21.389,92.0686944444444,22.0,388.328,
N1,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3874444444444,92.0697222222222,2.7,388.565,
N1,bridge,B,PANCHARA SLAB CULVERT,21.3858611111111,92.0702777777777,2.7,388.733,
N1,bridge,C,PANCHARA SLAB CULVERT,21.3851944444444,92.0704166666666,2.9,388.886,
N1,bridge,C,PANCHARA SLAB CULVERT,21.3845555555555,92.0705833333333,1.8,388.956,
N1,bridge,B,PANAR CHORA SLAB CULVERT,21.3825555555555,92.0713333333333,2.8,389.101,
N1,bridge,B,PANCHORI SLAB CULVERT,21.3814444444444,92.071,1.8,389.258,
N1,bridge,A,PANCHARA SLAB CULVERT,21.3812777777777,92.0711944444444,1.7,389.282,
N1,bridge,A,PANCHORI,21.3788611111111,92.0701944444444,0.8,389.538,
N1,bridge,B,DALA -2 SLAB CULVERT,21.3785277777777,92.0702777777777,1.5,389.684,
N1,bridge,A,DALA-2 SLAB CULVERT,21.3772222222222,92.0705833333333,1.5,389.724,
N1,bridge,C,DALA-3 SLAB CULVERT,21.3766111111111,92.0718055555555,2.2,389.899,
N1,bridge,A,DALA SLAB CULVERT,21.3753333333333,92.07275,1.5,390.047,
N1,bridge,A,DALA SLAB CULVERT,21.3748333333333,92.0735833333333,3.0,390.142,
N1,bridge,C,DHALLA SLAB CULVERT,21.3743333333333,92.0753888888888,2.4,390.356,
N1,bridge,A,PANAR CHORI SLAB CULVERT,21.3740555555555,92.0765277777777,1.3,390.506,
N1,bridge,A,PANAR HORA SLAB CULVERT,21.37325,92.0773055555555,1.3,390.595,
N1,bridge,C,PANCR CHAR SLAB CULVERT,21.3715277777777,92.0784166666666,1.3,390.814,
N1,bridge,C,TULA BAGAN SLAB CULVERT,21.3697222222222,92.0796666666666,1.3,391.031,
N1,bridge,A,TULA BAGAN BOX CULVERT,21.3678333333333,92.0802777777777,1.3,391.255,
N1,bridge,A,TELA BAGAN SLAB CULVERT,21.3675833333333,92.0806944444444,1.3,391.373,
N1,bridge,A,TULA BAGAN.,21.3656666666666,92.0813611111111,1.3,391.521,
N1,bridge,B,PARARHORA CULVERT,21.3643055555555,92.0814444444444,1.3,391.664,
N1,bridge,C,TULA BAGUN,21.3615833333333,92.0806666666666,7.1,391.997,
N1,bridge,B,TULA BAGAN,21.3614166666666,92.0801111111111,1.3,392.093,
N1,bridge,B,TOLA BAGAN,21.3585,92.0790833333333,1.6,392.422,
N1,bridge,A,TULA BAGAN,21.3573888888888,92.0791111111111,2.5,392.526,
N1,bridge,A,NORTH-CONIAPARA,21.3563055555555,92.0790555555555,1.3,392.619,
N1,bridge,C,NORTH CONIAPARA,21.3553611111111,92.0791944444444,2.2,392.742,
N1,bridge,A,NORTH CONIA PARA BOX CULVERT,21.3528611111111,92.0783888888888,4.0,393.038,
N1,bridge,C,Modomconiara,21.41025,92.0480552,21.5,393.764,
N1,bridge,C,CONIA PARA,21.3416944444444,92.079,11.3,394.307,
N1,bridge,A,KHONIA POLONG,21.3382777777777,92.0786944444444,14.1,394.681,
N1,bridge,B,KHONIA POLONG.,21.33125,92.0792777777777,2.3,395.328,
N1,bridge,C,DOA PATONG,21.3298333333333,92.0788333333333,24.1,395.64,
N1,bridge,C,JASOYA PALONG,21.3241111111111,92.0853611111111,45.6,396.596,
N1,bridge,C,JASOYA PALONG RCC GIDER BRIDGE,21.3206111111111,92.0900833333333,5.0,397.144,
N1,bridge,D,MORICHIA,21.318,92.0921111111111,11.2,397.591,
N1,bridge,B,Jasoya check post.,21.3175555555555,92.0929444444444,1.3,397.679,
N1,bridge,C,MARIECHA BAZAR,21.3125277777777,92.0962777777777,49.3,398.406,
N1,bridge,B,MORICHIA PALONG,21.3039444444444,92.09675,2.4,399.452,
N1,bridge,C,MORICHIA PALONG,21.2989166666666,92.0976666666666,2.3,400.027,
N1,bridge,D,SHAPUR STEEL BEAM AND RCC SLAB,21.2955,92.0994722222222,61.3,400.46,
N1,bridge,A,SHAPUR,21.2840555555555,92.1005833333333,14.1,401.752,
N1,bridge,B,COTBAZR MUSLIM HOS,21.2828333333333,92.1006944444444,11.0,401.89,
N1,bridge,A,COURT BAZAR,21.2791944444444,92.1020277777777,10.3,402.323,
N1,bridge,A,RATNAPALANG,21.2695277777777,92.1067499999999,14.0,403.495,
N1,bridge,A,CHADIRIKHANA,21.2696111111111,92.1067777777777,23.5,403.509,
N1,bridge,A,CHADIRIKHANA,21.268,92.1087222222222,23.5,403.79,
N1,bridge,C,EJILA,21.2646666666666,92.1134999999999,11.1,404.393,
N1,bridge,C,HIZOLIA BRIDGE,21.2645,92.1143055555555,50.6,404.487,
N1,bridge,C,MODDO RAJAPALONG,21.2623333333333,92.1161666666666,11.5,404.774,
N1,bridge,C,JADIMURA BRIDGE,21.2563888888888,92.1229444444444,6.6,405.728,
N1,bridge,A,JADI MORA (2) CULVERT,21.2551666666666,92.1241666666666,2.4,405.969,
N1,bridge,A,JADIMORA (3),21.2539722222222,92.1264444444444,17.0,406.218,
N1,bridge,A,JADIMORA (1),21.2518888888888,92.1292777777777,2.4,406.517,
N1,bridge,C,WEST OGALA,21.2506388888888,92.1308333333333,11.1,406.791,
N1,bridge,C,OKYIA STATION,21.2480555555555,92.1341944444444,8.5,407.239,
N1,bridge,C,UKLIA-SHAHABMARKAT,21.2451944444444,92.1383333333333,2.4,407.785,
N1,bridge,B,UKHIYA BAZAR,21.2421388888888,92.1415,20.7,408.235,
N1,bridge,A,P. F PARA SLAB,21.2261388888888,92.1611944444444,2.0,411.81,
N1,bridge,C,KUTUB PALONG,21.2241666666666,92.1612777777777,11.3,412.008,
N1,bridge,B,KUTU - PALONG MOSZID SLAB,21.2166111111111,92.16275,2.2,412.931,
N1,bridge,C,KOSHO - BINNA - BRIDGE,21.2147222222222,92.1645277777777,10.9,413.235,
N1,bridge,C,KASHO - BINNAI SLAB,21.2143333333333,92.1664444444444,2.1,413.43,
N1,bridge,A,KATU PALLANG SLAB,21.2126944444444,92.1678333333333,2.0,413.66,
N1,bridge,A,KUTUNG PALANG SLAB,21.2103611111111,92.1679166666666,1.8,413.901,
N1,bridge,A,KOSUKONA,21.20975,92.1684166666666,2.2,414.0,
N1,bridge,A,BALAKHALI TV CENTER,21.2011666666666,92.1704444444444,6.4,415.056,
N1,bridge,A,BALUKHALI-2 SLAB,21.1989722222222,92.1703333333333,2.2,415.296,
N1,bridge,A,BALUKHALI KASTOM,21.1964444444444,92.1706388888888,3.1,415.574,
N1,bridge,A,BALUKHALI OLD BUS STAND,21.1923333333333,92.1694444444444,39.3,416.057,
N1,bridge,A,BAKUHHALI KASHAMIA,21.1906666666666,92.16825,3.0,416.354,
N1,bridge,B,BALUKHALI,21.1866111111111,92.1638888888888,9.4,416.966,
N1,bridge,D,BALUKHAKI,21.1858888888888,92.1610277777777,15.4,417.29,
N1,bridge,A,GOGU GONA,21.1788888888888,92.1572777777777,1.2,418.231,
N1,bridge,C,THANGKHALI BOX CULVERT,21.1741388888888,92.1555555555555,3.1,418.76,
N1,bridge,B,THANG KHALI BOX CULVERT,21.1720555555555,92.1552777777777,3.1,419.036,
N1,bridge,C,THANG KHALI BRIDGE,21.16975,92.1545833333333,48.8,419.278,
N1,bridge,A,Changkhali Bridge,21.1724828063829,92.1552940329787,9.4,419.63,
N1,bridge,B,CHANG KHALI BRIDGE,21.1650277777777,92.1523055555555,31.1,419.88,
N1,bridge,B,JAM TOLI BRIDGE,21.1627222222222,92.1521388888889,9.4,420.093,
N1,bridge,A,JAM TOLI BOX CULVERT,21.1625555555555,92.1522777777777,3.0,420.18,
N1,bridge,B,DAIM PARA BRIDGE,21.1603055555555,92.1525,9.3,420.406,
N1,bridge,C,DAIM PARA CULVERT,21.1593055555555,92.1525833333333,3.0,420.537,
N1,bridge,A,DAIM PARA CULVERT,21.1585555555555,92.1525833333333,4.6,420.606,
N1,bridge,C,DAIM PARA CULVERT,21.1555833333333,92.1526666666666,1.25,420.952,
N1,bridge,A,DAIM PARA CULVERT,21.1538333333333,92.1527777777777,3.0,421.156,
N1,bridge,C,PALONG KHALI CULVERT,21.1521666666666,92.1535,3.0,421.358,
N1,bridge,C,PALONG KHALI BAZAR (1),21.1473333333333,92.1574444444444,9.4,422.081,
N1,bridge,C,Palong Khali Bazar Bridge,21.2152778,92.1649722,15.2,422.447,
N1,bridge,C,PALONG KHALI RCC GIDER BRIDGE,21.1415555555555,92.1598888888889,58.0,422.784,
N1,bridge,B,KARUN TOLI RCC GIDER BRIDGE,21.1381388888888,92.1648888888889,3.3,423.442,
N1,bridge,C,GIRA TALI RCC GIDER BRIDGE,21.1378055555555,92.1670833333333,15.4,423.67,
N1,bridge,A,GIVATOLI RCC GIDER BRIDGE,21.1376111111111,92.1682222222222,3.3,423.804,
N1,bridge,A,GIVA TOLI RCC GIDER BRIDGE,21.1372777777777,92.1706388888888,3.3,424.075,
N1,bridge,A,GIVA TOLI BOX CULVERT,21.1371111111111,92.1727222222222,1.2,424.271,
N1,bridge,C,GIVATOLI RCC GIDER BRIDGE,21.1369444444444,92.1737222222222,32.0,424.395,
N1,bridge,D,Kata Khali Bridge,21.1965552,92.1708604,12.3,424.577,
N1,bridge,C,ULI BANIA BOX CULVERT,21.1354444444444,92.1770833333333,1.2,424.783,
N1,bridge,B,KHARA KANDI RCC GIDER BRIDGE,21.0501666666666,92.18075,15.2,425.267,
N1,bridge,A,ULUBANIA RCC GIDER BRIDGE,21.1663888888888,92.1822777777777,4.8,425.455,
N1,bridge,C,ULIBANIA BOX CULVERT,21.1321388888888,92.1845555555555,1.3,425.715,
N1,bridge,A,DMONIR GONA RCC GIDER BRIDGE,21.131,92.1856944444444,3.3,425.882,
N1,bridge,B,BALUR KHALI -(1) RCC GIDER BRIDGE,21.1267777777777,92.1902777777777,4.7,426.555,
N1,bridge,C,BALU KHALI -2 BOX CULVERT,21.1242222222222,92.1918611111111,1.2,426.881,
N1,bridge,B,BALU KHALI-3 BOX CULVERT,21.1241944444444,92.1918888888889,7.9,426.915,
N1,bridge,A,W HIME KANG BOX CULVERT,21.1231388888888,92.1925277777777,1.2,427.041,
N1,bridge,A,WHIKE KANG BOX CULVERT,21.1221388888888,92.1931666666666,1.2,427.154,
N1,bridge,B,WHIKE KANG BOX CULVERT,21.1214166666666,92.1935555555555,1.2,427.231,
N1,bridge,A,wheke kang (1),21.1190555555555,92.196,6.4,427.622,
N1,bridge,A,WHIKE KANG BRIDGE,21.1175555555555,92.1965555555555,3.35,427.804,
N1,bridge,C,MOA EX-KANG-BAZAR,21.1166944444444,92.1968611111111,13.0,427.918,
N1,bridge,A,HOA EX KANG BAZAE,21.1161944444444,92.1969444444444,3.2,427.969,
N1,bridge,C,HOACX KANG BARAR,21.1158055555555,92.197,73.3,428.095,
N1,bridge,A,AMTULI BOX CULVERT,21.11175,92.20075,3.4,428.578,
N1,bridge,A,TASSI-PARA BAR,21.1101111111111,92.2032222222222,2.8,428.89,
N1,bridge,B,TAS SE BRIDGE HOANGK,21.1089444444444,92.2045555555555,12.8,429.081,
N1,bridge,A,LAMBA-BIL PORA,21.1063333333333,92.2070277777777,1.2,429.491,
N1,bridge,A,LAMBABIL MIDDLE PARA,21.1053333333333,92.2074166666666,1.2,429.615,
N1,bridge,A,LAMBABIL MIDDLE,21.1044722222222,92.2075,1.2,429.719,
N1,bridge,A,LAMBA - BIL - (1) BOX CULVERT,21.1026111111111,92.2077777777777,2.8,429.912,
N1,bridge,A,LAM BA BIL (2) BOX CULVERT,21.1013055555555,92.2079444444444,2.8,430.072,
N1,bridge,A,LAMBA BIL (3) BOX CULVERT,21.0995833333333,92.2091666666666,1.2,430.287,
N1,bridge,C,LAMBA BIL BOX,21.0972777777777,92.2106111111111,1.2,430.582,
N1,bridge,A,UNCHI - PRANG BRIDGE,21.0940277777777,92.2117777777777,34.2,430.978,
N1,bridge,A,ON SIFAPAING BOX CULVERT,21.0923611111111,92.2122777777777,3.0,431.167,
N1,bridge,A,UNCHING OPLONG CULVERT (1),21.0902222222222,92.2129722222222,1.2,431.398,
N1,bridge,A,KUTUB DIA PARA (1) CULVERT,21.0865277777777,92.2150555555555,2.7,431.877,
N1,bridge,A,KUTUB DIA PARA CULVERT,21.0861388888888,92.2153055555555,2.7,431.946,
N1,bridge,A,KUTUB - DIA PARA (3),21.0839166666666,92.2162777777777,4.2,432.19,
N1,bridge,A,KANGOR PARA,21.082,92.21675,2.7,432.411,
N1,bridge,A,KANGOR PARA MOZGID,21.0798055555555,92.2171388888889,1.2,432.62,
N1,bridge,A,KHAN GIOR PARA (1),21.0784444444444,92.2188333333333,2.8,432.865,
N1,bridge,A,KHANGOR PRAMARY (2),21.0778888888888,92.2190277777777,1.2,432.924,
N1,bridge,B,KHAN GOR PARA BRIDGE,21.0765555555555,92.221,14.0,433.178,
N1,bridge,A,RHANCHOR PARA BOX CULVERT,21.0745833333333,92.2220833333333,1.2,433.441,
N1,bridge,A,KHANCHOR PARA (2),21.0727777777777,92.2231666666666,1.0,433.665,
N1,bridge,A,KHANCHOR PARA- BOX CULVERT,21.0718611111111,92.2241944444444,1.0,433.826,
N1,bridge,A,NOYA PARA (1) BOX CULVERT,21.0692777777777,92.2246111111111,3.0,434.124,
N1,bridge,C,NOYA PARA (1) BRIDGE,21.0669166666666,92.2246666666666,6.1,434.37,
N1,bridge,A,NAYAPARA,21.0651666666666,92.2245833333333,5.8,434.573,
N1,bridge,A,NOYA PARA,21.0626944444444,92.2256944444444,1.3,434.831,
N1,bridge,B,GIMON KHALI BRIDGE,21.0621111111111,92.2265,5.8,435.013,
N1,bridge,C,Gim-mogari Bridge,21.0695363333333,92.2245687666666,7.5,435.22,
N1,bridge,A,NINA BAZAR BOX CULVERT,21.0550555555555,92.2265555555555,1.2,435.748,
N1,bridge,B,NOYA BAZAR BRIDGE,21.05125,92.2301388888888,30.9,436.388,
N1,bridge,C,NOYA BAZAR CULVERT,21.0514444444444,92.2325,1.2,436.6,
N1,bridge,B,NAYA BAZAR BRIDGE,21.0508888888888,92.2333333333333,9.4,436.789,
N1,bridge,C,Naya Bazar(3) Bridge,21.1165,92.1969163,11.8,437.063,
N1,bridge,C,KHARANG KHALI - BOX CUVERT (1),21.0445833333333,92.2358055555555,2.8,437.484,
N1,bridge,C,KHARANG KHAIL,21.0404166666666,92.2373333333333,1.2,437.961,
N1,bridge,C,MOULIVI BAZAR FISHARI BRIDGE,21.0358888888888,92.2398055555555,31.7,438.506,
N1,bridge,C,MOULOVI BAZAR BOX CULVERT (1),21.0320277777777,92.2412777777777,1.2,439.007,
N1,bridge,C,MOULOVI BAZAR BOX CULVERT,21.0300833333333,92.2411111111111,1.2,439.235,
N1,bridge,A,ALI AXBAR PARA BOX CULVERT,21.0262222222222,92.2418333333333,6.2,439.579,
N1,bridge,C,Nila-Hoab Rabg Bridge,21.097333,92.2106111,32.1,440.028,
N1,bridge,A,NILLA BOX CULVERT (1),21.0169444444444,92.2439722222222,4.4,440.724,
