road,model_type,condition,name,lat,lon,length,chainage,road name2
N2,bridge,A,CHAITANUE BOX CULVERT,24.0204444444444,90.8101388888888,11.0,51.976,
N2,bridge,A,KAMARTEK BOX CULVERT,24.0262777777777,90.81925,7.3,53.089,
N2,bridge,A,GABTALI BOX CULVERT,24.0288055555555,90.8230833333333,7.25,53.591,
N2,bridge,A,MARJAL BOX CULVERT,24.0326666666666,90.8295555555555,3.5,54.354,
N2,bridge,A,MARGAL BOX CULVERT,24.0365277777777,90.8356944444444,4.0,55.117,
N2,bridge,A,BARMANERTEK BOX CULVERT,24.0385833333333,90.8391388888888,4.0,55.547,
N2,bridge,A,Bitimargal Bridge,24.040083,90.8429163,18.9,55.967,
N2,bridge,A,BITIMARGAL BOX CULVERT,24.0415,90.8485833333333,3.5,56.559,
N2,bridge,A,SHIMELTALA BOX CULVERT,24.0418611111111,90.8502499999999,3.5,56.722,
N2,bridge,B,CHARABAG BOX CULVERT,24.0425833333333,90.8536666666666,3.5,57.111,
N2,bridge,C,Bridge Over Arial,24.0469163,90.8621389,241.61,58.035,
N2,bridge,C,Bridge Over Arial,24.0469163,90.8621389,141.61,58.112,
N2,bridge,B,Shibpur Bridge,24.0484163,90.8641111,40.6,58.369,
N2,bridge,A,BARAICHA CULVERT,24.0496111111111,90.8656111111111,4.0,58.574,
N2,bridge,A,Khamachor Bridge,24.0514722,90.874166,40.5,59.51,
N2,bridge,A,CURMARA CULVERT,24.0514722222222,90.8788055555555,7.3,59.982,
N2,bridge,A,DARIKANDI CULVERT,24.0518333333333,90.8861388888889,7.3,60.726,
N2,bridge,A,Noya Kandi Bridge,24.0529167,90.8988608,13.65,62.036,
N2,bridge,A,Patila Dua Bridge,24.0533056,90.9035556,13.1,62.515,
N2,bridge,A,NARAYERPUR CULVERT,24.0543333333333,90.9166111111111,4.0,63.836,
N2,bridge,A,Narayanpur Bridge,24.0545,90.9184716,,64.333,
N2,bridge,A,MUNDABAD BOX CULVERT,24.0560833333333,90.9396111111111,3.6,66.197,
N2,bridge,A,Mahmudabad Bridge,24.0565833,90.9459163,15.85,66.846,
N2,bridge,A,MANDABUS -3 BOX CULVERT,24.0568055555555,90.9489444444444,4.0,67.151,
N2,bridge,B,mundubus 5 boxculvert,24.0570277777777,90.9559444444444,7.3,67.87,
N2,bridge,C,OLD BRAMMAPULRA,24.0569722222222,90.9535,428.91,68.42,
N2,bridge,A,JAKANNATHPUR,24.0568333333333,90.9690277777777,4.0,69.212,
N2,bridge,B,RASHOMPUR,25.0568055555555,90.9695833333333,6.4,69.279,
N2,bridge,A,laxmipur brige,24.05675,90.9698055555555,25.5,69.285,
N2,bridge,A,LAXMEPUR CULVERT,24.0566944444444,90.9708888888889,4.0,69.416,
N2,bridge,C,KOMOLPUR CULVERT (1),24.0563055555555,90.9745555555555,6.0,69.766,
N2,bridge,A,KAMOLAPUR CULVERT,24.05625,90.9752222222222,6.0,69.855,
N2,bridge,A,NEAR BHAIRAB SLAB CULVERT,24.0508888888888,90.9900833333333,14.0,71.603,
N2,bridge,A,BHAIRAB BRIDGE,24.0489166666666,90.9916944444444,1194.5,71.834,
N2,bridge,A,BHAIROB SIDE CULVERT,24.0388611111111,91.0024722222222,3.0,73.429,
N2,bridge,A,BHAIRAB END SIDE CULVERT,24.0390277777777,91.0023611111111,3.0,73.439,
N2,bridge,B,SONARAMPUR,24.03775,91.0068333333333,3.1,73.94,
N2,bridge,A,SONARAMPUR,24.0373888888888,91.0070833333333,3.35,73.982,
N2,bridge,A,SONAROMPUR,24.0358888888888,91.0133055555555,6.1,74.642,
N2,bridge,C,SONARAMPUR CULVERT,24.0362777777777,91.0158888888889,3.1,74.915,
N2,bridge,C,SUNARAMPUR CULVERT,24.0367777777777,91.0185833333333,3.15,75.172,
N2,bridge,D,SUNARAMPUR BRIGE,24.0379166666666,90.0242777777777,79.75,75.778,
N2,bridge,A,SUNSRAMPUR CULVERT,24.0387777777777,91.0283333333333,3.15,76.203,
N2,bridge,A,SOHAGPUR 1,24.0401944444444,91.0356666666666,6.1,76.969,
N2,bridge,A,SOHAGPUR 2,24.0406666666666,91.0386111111111,12.5,77.239,
N2,bridge,A,KAMORA,24.0425277777777,91.04875,12.3,78.332,
N2,bridge,A,KHARIALA 2,24.04375,91.05825,3.1,79.33,
N2,bridge,A,KHARIALA -1 BOX CULVERT,24.0443888888888,91.0643055555555,12.57,79.928,
N2,bridge,A,DOLOPARA CULVERT,24.0447777777777,91.0675555555555,3.0,79.95,
N2,bridge,A,BATHTOLA-2 BOX CULVERT,24.0456111111111,91.0745,9.5,81.004,
N2,bridge,A,BETHTOLA BOX CULVERT,24.0461388888888,91.0784999999999,6.1,81.413,
N2,bridge,B,MALIHATA BOX CULVERT,24.0479444444444,91.0939166666666,4.5,82.991,
N2,bridge,A,MALIHATA BOX CULVERT,24.0485833333333,91.0983888888888,9.3,83.47,
N2,bridge,A,KUTTAPARCA CULVERT,24.0496388888888,91.1076388888888,3.6,84.419,
N2,intersection,,,24.0508333,91.1144444,,85.823,N1
N2,bridge,C,Kuttu para Bridge,24.0508333,91.1144444,22.96,86.364,
N2,bridge,A,GURAICHARI,24.0569722222222,91.1283611111111,3.0,87.365,
N2,bridge,C,Khalkata Bridge,24.0571667,91.1285271,22.95,88.342,
N2,bridge,A,ISLAMABAD BRIGE,24.055,91.1451666666666,23.0,89.1,
N2,bridge,C,Bari vara Bridge,24.0549722,91.1451941,43.88,89.64,
N2,bridge,B,BARIUSE BOX CULVERT,24.05325,91.1591666666666,4.1,90.552,
N2,bridge,C,Shabaj Pur Bridge,24.0541944,91.1508333,42.65,91.246,
N2,bridge,A,BARURA BOX CULVERT,24.0514444444444,91.1708611111111,12.0,91.756,
N2,bridge,A,SHAHA BAZAR BOX CULVERT,24.0514166666666,91.1709166666666,10.45,91.768,
N2,bridge,C,SHAHA BAZAR RCC GIDER BRIDGE,24.0462222222222,91.17725,203.75,92.673,
N2,bridge,A,Chatol Bridge,24.0444163,91.1772493,26.95,93.299,
N2,bridge,C,RAZABAZAR BOX CULVERT,24.0428611111111,91.19,4.0,94.284,
N2,bridge,A,BOE SHASY BOX CULVERT,24.0430833333333,91.1996388888889,10.4,95.285,
N2,bridge,A,DABISOR BOX CULVERT,24.0430277777777,91.2045277777777,10.4,95.774,
N2,bridge,C,Rampur Bridge,24.0429997,91.2045,64.61,96.192,
N2,bridge,B,Rampur Bridge-2,24.0429997,91.2045,35.01,96.853,
N2,bridge,C,Khilsima Bridge,24.0419719,91.2138333,27.03,97.263,
N2,bridge,A,KHALISHIMA BRIDGE,24.0444444444444,91.2215,26.0,97.668,
N2,bridge,A,CHANDURA BOX CULVERT,24.0444722222222,91.2217222222222,4.0,97.696,
N2,bridge,A,BUDUNTI P C GIRDER BRIDGE,24.0529444444444,91.2411388888888,65.3,100.04,
N2,bridge,A,BULUNTI 2 BOX CULVERT,24.0599444444444,91.2464166666666,4.0,101.004,
N2,bridge,A,BURUNDI (3) BOX CULVERT,24.0685,91.2560277777777,9.3,102.341,
N2,bridge,B,SHASHI BOX CULVERT,24.0717222222222,91.2593611111111,3.5,102.843,
N2,bridge,A,ISKMPUR BOX CULVERT,24.0750833333333,91.2631944444444,12.3,103.374,
N2,bridge,A,BILPASA CULVERT,24.0804722222222,91.26875,9.0,104.217,
N2,bridge,A,AMTOLI CULVERT,24.0822222222222,91.2796944444444,3.5,105.474,
N2,bridge,A,ARINAGAR CULVERT,24.0851111111111,91.2836666666666,4.0,105.983,
N2,bridge,A,KHATABARI CULVERT,24.0869444444444,91.2870555555555,10.3,106.396,
N2,bridge,C,Madhab pur Bridge,24.0850552,91.2836941,68.09,107.235,
N2,bridge,A,KODHMADAB PUR,24.0994444444444,91.29375,3.0,107.981,
N2,bridge,A,Madhabpur Bridge,24.0995274,91.2936386,19.5,109.038,
N2,bridge,C,MIRNAGAR R C C G BRIDGE,24.1121111111111,91.3047777777777,37.2,109.8,
N2,bridge,A,HARIA BOX CULVERT,24.12025,91.3131944444444,4.0,111.047,
N2,bridge,B,UNDHIURA P C G BRIDGE,24.1267222222222,91.3189166666666,30.0,111.979,
N2,bridge,A,Dokhin Bedhosa Bridge,24.1268049,91.3189438,25.0,113.087,
N2,bridge,A,Begura -2 Bridge,24.1356941,91.3234993,40.75,113.846,
N2,bridge,A,Begurga -1 Bridge,24.1416663,91.326916,23.0,114.909,
N2,bridge,B,WORLDKOAL CULVERT,24.1471666666666,91.3450555555555,2.0,115.81,
N2,bridge,A,JAGADISHPUR,24.1481111111111,91.3465833333333,2.0,116.018,
N2,bridge,A,JAGADISHPUR,24.1493888888888,91.3466666666666,10.6,116.219,
N2,intersection,,,24.1478608,91.3464441,,116.294,N204
N2,bridge,C,JAGADISPUR 3 BOX CULVERT,24.1522777777777,91.3486388888888,2.0,116.61,
N2,bridge,A,JAGADISHPUR 2 BOX CULVERT,24.1573611111111,91.3489166666666,4.25,117.086,
N2,bridge,A,JOGIDISH PUR CULVERT,24.1592222222222,91.3489999999999,10.6,117.284,
N2,bridge,A,BELGOR CULVERT,24.1615277777777,91.3490277777777,2.0,117.54,
N2,bridge,A,BELGOR BOX CULVERT,24.1635277777777,91.3491944444444,9.0,117.771,
N2,bridge,A,NARONPUR CULVERT,24.1656666666666,91.3491388888888,7.2,117.99,
N2,bridge,A,NARAONPUR CULVERT,24.1687222222222,91.3490277777777,8.2,118.335,
N2,bridge,B,NANAR KHOLA CULVERT,24.1700277777777,91.3490555555555,6.4,118.497,
N2,bridge,A,ITAKHOLA BOX CULVERT,24.1728611111111,91.3490833333333,3.1,118.798,
N2,bridge,A,ITAKHOLA CULVERT,24.1749166666666,91.3490833333333,4.2,119.035,
N2,bridge,A,BANGADOBA,24.1791944444444,91.3497777777777,1.6,119.505,
N2,bridge,A,BANGADOBA BOX CULVERT,24.1851388888888,91.3506666666666,17.12,120.199,
N2,bridge,A,KAROLA,24.1911944444444,91.3504444444444,5.32,120.851,
N2,bridge,A,PATONPUR,24.1941666666666,91.3505555555555,6.22,121.195,
N2,bridge,A,RATONPUR BOX CULVERT,24.1985555555555,91.3510833333333,3.5,121.686,
N2,bridge,A,NOWA PARA BOX CULVERT,24.2023055555555,91.3516111111111,7.8,122.114,
N2,bridge,A,NOWA PARA,24.2041944444444,91.3519999999999,2.0,122.326,
N2,bridge,A,NOWAPARA BOX CULVERT,24.2079444444444,91.3539722222222,4.3,122.788,
N2,bridge,A,NOWA PARA BOX CULVERT,24.2089444444444,91.3539166666666,2.15,122.934,
N2,bridge,A,SHAPUR,24.2107222222222,91.3560555555555,29.5,123.191,
N2,bridge,A,SAHAPUR BOX CULVERT,24.2146666666666,91.3590833333333,3.3,123.654,
N2,bridge,A,HORITOLA BOX CULVERT,24.2185833333333,91.3627777777777,6.3,124.304,
N2,bridge,A,HARITALA 2 BOX CULVERT,24.2197777777777,91.3636944444444,4.3,124.46,
N2,bridge,A,HORI TOLA BOX CULVERT,24.2211944444444,91.3644166666666,6.6,124.638,
N2,bridge,A,HORITALA BOX CULVERT,24.2231388888888,91.3648055555555,5.3,124.856,
N2,bridge,A,SHIBPUR BOX CULVERT,24.2256388888888,91.3655833333333,8.1,125.141,
N2,bridge,A,SHIBPUR BOX CULVERT,24.2295555555555,91.3665277777777,2.0,125.593,
N2,bridge,A,SHIBPUR BOX CULVERT,24.2298333333333,91.3666944444444,6.6,125.657,
N2,bridge,A,SHIBPUR BOX CULVERT,24.23125,91.3670833333333,4.3,125.78,
N2,bridge,A,SHIBPUR BOX CULVERT,24.235,91.3680555555555,2.0,126.21,
N2,bridge,A,SOUDURP 2,24.2359722222222,91.3681944444444,1.5,126.317,
N2,bridge,A,RIAZNAZAR BOX CULVERT,24.2398888888888,91.369,1.5,126.772,
N2,bridge,A,RIAZ NAGAR BOX CULVERT,24.2425,91.3697222222222,1.5,127.076,
N2,bridge,A,TAJPUR BOX CULVERT,24.2476666666666,91.3713888888888,6.6,127.691,
N2,bridge,A,JAJPUR BOX CULVERT,24.2505,91.3726944444444,1.5,128.04,
N2,bridge,A,TAJPUR BOX CULVERT,24.2532222222222,91.3742499999999,3.3,128.37,
N2,bridge,A,BAKHARNAGAR BOX CULVERT,24.2559722222222,91.3764444444444,3.3,128.753,
N2,bridge,A,CHARA BOX CULVERT,24.2586111111111,91.3781666666666,1.5,129.103,
N2,bridge,A,CHARA BOX CULVERT,24.2610277777777,91.3795555555555,4.3,129.405,
N2,bridge,A,CHARA BOX CULVERT,24.2620555555555,91.3800555555555,3.0,129.546,
N2,bridge,B,GORIPUR BOX CULVERT,24.2656388888888,91.3821666666666,4.2,129.985,
N2,bridge,B,GORIPUR BOX CULVERT,24.2675,91.3830833333333,2.6,130.23,
N2,bridge,A,OLIPUR BOX CULVERT,24.2710833333333,91.3847777777777,2.0,130.641,
N2,bridge,A,LEVEL CROSING BOX CULVERT,24.271,91.3923611111111,4.3,131.468,
N2,bridge,A,OLIPUR BOX CULVERT,24.2714444444444,91.3933611111111,1.7,131.547,
N2,bridge,A,SHARALDI BOX CULVERT,24.2723055555555,91.3948611111111,2.0,131.767,
N2,bridge,A,Shutan Bazar Bridge,24.2721938,91.3949441,83.3,132.792,
N2,bridge,A,SATANKONADI BRIDGE,24.2784166666666,91.4078611111111,2.6,133.252,
N2,bridge,A,SATANKANADI,24.2792499999999,91.4091666666666,2.6,133.439,
N2,bridge,A,NURPUR,24.2804166666666,91.41125,2.5,133.659,
N2,bridge,A,NURPUR CULVERT,24.2820277777777,91.4182777777777,2.6,134.422,
N2,bridge,A,N ASHUTPUR,24.2819166666666,91.4236666666666,4.2,134.957,
N2,bridge,A,BORCLAR CULVERT,24.2800555555555,91.4361388888888,12.5,136.247,
N2,bridge,A,BORCHAR,24.2759166666666,91.4445277777777,2.6,137.262,
N2,bridge,A,TALUGARAR,24.2723611111111,91.4479166666666,2.6,137.784,
N2,bridge,A,BISHOROAH BOX CULVERT,24.2690555555555,91.4510833333333,2.6,138.267,
N2,bridge,A,BISHOROAD CULVERT,24.2663888888888,91.4547222222222,2.1,138.769,
N2,bridge,A,WORLD ROAD CULVERT,24.2665555555555,91.4596666666666,2.1,139.271,
N2,bridge,A,BIRMACHAR CULVERT,24.2668611111111,91.4646666666666,2.1,139.773,
N2,bridge,A,BIRAM CHAR BOX CULVERT,24.2671111111111,91.4708055555555,1.6,140.402,
N2,bridge,A,SHAIS TAGONG CULVEERT,24.2671944444444,91.4745833333333,1.6,140.804,
N2,intersection,,,24.2676938,91.4768882,,141.309,N204
N2,bridge,C,Shaistaganj Bridge,24.2676938,91.4768882,217.25,141.382,
N2,bridge,A,Addipasha Bridge,24.2788063459787,91.4859254584218,27.0,142.912,
N2,bridge,C,BASHUINA BOX CULVERT,24.2861388888888,91.4980833333333,12.6,144.146,
N2,bridge,C,BASHINA BOX CULVERT,24.2873055555555,91.5003611111111,2.0,144.413,
N2,bridge,A,BAINA BOX CULVERT,24.2906666666666,91.5056666666666,2.0,145.077,
N2,intersection,,,24.2947219,91.5100833,,145.961,N207
N2,bridge,A,JOYPUR BOX CULVERT,24.2979166666666,91.5112222222222,1.5,146.094,
N2,bridge,A,MIRPUR BOX CULVERT,24.3004166666666,91.512,17.2,146.376,
N2,bridge,A,MIRPUR BOX CULVERT,24.30275,91.5133055555555,1.9,146.673,
N2,bridge,A,RUPSANKAR BOX CULVERT,24.3055,91.5169444444444,2.0,147.167,
N2,bridge,A,KHAMAR GOAN BOX CULVERT,24.3076111111111,91.5183055555555,1.5,147.428,
N2,bridge,A,CHARGUY BOX CULVEFRT,24.313,91.5225,6.3,148.175,
N2,bridge,A,DOWLOTPUR BOX CULVERT,24.3178055555555,91.5276666666666,8.0,148.983,
N2,bridge,A,DOWLOTPUR PC BRIDGE,24.3225277777777,91.5301944444444,41.0,149.509,
N2,bridge,A,TOLAMPUR BOX CULVERT,24.3269999999999,91.5323611111111,8.0,150.057,
N2,bridge,A,ISLAMPUR,24.1669444444444,91.5335555555555,6.4,150.812,
N2,bridge,A,JANJJALIA,24.3368611111111,91.53375,1.3,151.154,
N2,bridge,A,JANJJALIA,24.33775,91.5334722222222,1.3,151.287,
N2,bridge,A,JANNJALIA,24.3403611111111,91.5343611111111,4.2,151.559,
N2,bridge,A,KABIR PUR,24.3429166666666,91.5348611111111,10.6,151.86,
N2,bridge,A,ISLAMABAD,24.3458611111111,91.5351388888888,3.0,152.198,
N2,bridge,A,KABIR PUR CULVERT,24.3486111111111,91.5358055555555,2.5,152.501,
N2,bridge,B,CHALTA BAZAR BRIDGE,24.3535833333333,91.5380833333333,59.2,153.116,
N2,bridge,A,CHALTA BOX CULVERT,24.3551388888888,91.53975,3.0,153.38,
N2,bridge,A,CHALTA BAZAR BOX CULVERT,24.3630555555555,91.5422777777777,3.0,154.294,
N2,bridge,A,Mokkadi Bridge,24.3658315268722,91.5434295729075,15.85,154.93,
N2,bridge,A,ADITPUR,24.3732222222222,91.5471666666666,19.0,155.528,
N2,bridge,A,MOSHIDOLONG,24.3780277777777,91.5495,3.0,156.065,
N2,bridge,B,Moglie Bridge,24.3819716,91.5513889,13.7,156.615,
N2,bridge,A,DOVEREL,24.3901111111111,91.5571111111111,2.6,157.701,
N2,bridge,A,SHOURATUL,24.2096944444444,91.5587777777777,7.9,158.025,
N2,bridge,A,HASANABAD BOX CULVERT,24.3958333333333,91.5608888888888,5.2,158.437,
N2,bridge,A,HASANABAD,24.3975,91.5620833333333,5.4,158.639,
N2,bridge,A,MONDUL KAFON,24.3998611111111,91.5636388888888,3.0,158.959,
N2,bridge,A,PUTI JURRI,24.4034722222222,91.5645,2.0,159.377,
N2,bridge,A,Putajuri Bridge,24.4034167,91.5644444,19.5,159.669,
N2,bridge,C,PUTA JURI BOX CULVERT,24.4076944444444,91.565,1.5,159.851,
N2,bridge,A,PUTA JURI SCHOOL,24.4100277777777,91.5650833333333,2.6,160.123,
N2,bridge,A,KAZI MADAM,24.4168611111111,91.5661666666666,5.0,160.867,
N2,bridge,A,RASURAT BOX CULVERT 2,24.41775,91.5665555555555,6.2,160.982,
N2,bridge,A,RAJSURAT BOX CULVERT,24.4194722222222,91.5670555555555,10.6,161.178,
N2,bridge,A,SHUKCHAR,24.42075,91.5673333333333,4.0,161.333,
N2,bridge,A,SHUKCHAR,24.4221111111111,91.5676388888888,2.0,161.492,
N2,bridge,A,SHUKCHAR,24.4242638888888,91.5680555555555,3.8,161.748,
N2,bridge,B,SHUK GHAR RCC GRIDER,24.4261666666666,91.5682777777777,37.1,161.948,
N2,bridge,A,SUCK CHAR BOX CULVERT,24.4275277777777,91.5683611111111,1.5,162.123,
N2,bridge,A,COLTANPUR BOX CULVERT,24.4290277777777,91.5679166666666,1.5,162.266,
N2,bridge,A,COLYANPUR BOX CULVERT,24.4308888888888,91.5683333333333,1.5,162.479,
N2,bridge,A,SHAMREPUR BOX CULVERT,24.4339444444444,91.5686666666666,5.3,162.825,
N2,bridge,A,BROCHAR BOX CULVERT,24.4388333333333,91.5691944444444,6.2,163.37,
N2,bridge,A,BARO CLAR BRIDGE,24.4396388888888,91.56925,14.8,163.415,
N2,bridge,A,BARO CHAR BOX CULVERT,24.44225,91.5698055555555,3.0,163.759,
N2,bridge,B,Rokonpur Bridge,24.4449997,91.5705549,19.5,164.088,
N2,bridge,A,ROKAMPUR BOX CULVERT,24.4461944444444,91.5709722222222,2.0,164.225,
N2,bridge,A,RAKONPUR BOX CULVERT,24.4477222222222,91.5713611111111,4.3,164.39,
N2,bridge,B,BURIMA BOX CULVERT,24.4526111111111,91.5721388888888,4.5,164.956,
N2,bridge,A,BURIMA BOX CULVERT,24.4531666666666,91.5721944444444,4.5,165.008,
N2,bridge,C,BARIMA BOX CULVERT,24.4551388888888,91.5724444444444,4.5,165.246,
N2,bridge,A,VORGOU BOX CULVERT,24.4568333333333,91.5725833333333,2.06,165.414,
N2,bridge,A,VORGOU BOX CULVERT,24.4591666666666,91.5726388888888,6.12,165.679,
N2,bridge,A,VORGOU BOX CULVERT,24.4606666666666,91.5728611111111,3.5,165.837,
N2,bridge,A,BOROKADI BOX CULVERT,24.4636666666666,91.5734166666666,7.4,166.183,
N2,bridge,A,BOROKANSI BOX CULVERT,24.4644166666666,91.5735,3.5,166.28,
N2,bridge,A,PANIDUNDA PCGIRD BRIDGE,24.4693055555555,91.5736944444444,51.8,166.829,
N2,bridge,B,Paniunda Bridge,24.4732216,91.5743049,21.5,167.266,
N2,bridge,A,KORAGU BOX CULVERT,24.4755277777777,91.5753888888888,6.2,167.503,
N2,bridge,A,KURAGU BOX CULVERT,24.4798888888888,91.5761944444444,5.1,168.035,
N2,bridge,A,KURGGUB BOX CULVERT,24.4821388888888,91.5770833333333,2.0,168.311,
N2,bridge,A,SATAIHUL,24.4845,91.57775,1.5,168.546,
N2,bridge,A,SATAIHULL,24.4854166666666,91.5779444444444,2.6,168.664,
N2,bridge,A,SATAISUL,24.4864444444444,91.5782777777777,2.0,168.787,
N2,bridge,A,SATAIHUL BOX CULVERT,24.4870277777777,91.5786944444444,1.6,168.935,
N2,bridge,A,SATAIHUL,24.4878611111111,91.5787222222222,1.0,169.015,
N2,bridge,A,SATHAIL CULVERT,24.4892777777777,91.57925,1.5,169.132,
N2,bridge,B,Sathail Bridge,24.4913886,91.5799716,24.0,169.381,
N2,bridge,A,SATHIHAL B CULVERT,24.4928611111111,91.5804166666666,6.5,169.566,
N2,bridge,A,SATHAI HAT CULVERT,24.4934444444444,91.5805555555555,2.0,169.623,
N2,bridge,A,SATHAIHAL - 4 CULVERT,24.4940277777777,91.5806944444444,2.0,169.686,
N2,bridge,A,SATAIHUL,24.4945277777777,91.5809166666666,2.0,169.762,
N2,bridge,A,SATAIHUL BOX CULVERT,24.4951944444444,91.5809444444444,2.0,169.81,
N2,bridge,A,SATAIHAL BOX CULVERT,24.4963055555555,91.5809444444444,2.6,169.935,
N2,bridge,A,MARAURA,24.4972222222222,91.5814999999999,2.5,170.031,
N2,bridge,A,MURAURA BOX CULVERT,24.498,91.5826388888888,6.3,170.187,
N2,bridge,A,MURAURA CULVERT,24.4983333333333,91.5829166666666,2.6,170.231,
N2,bridge,A,MARAURA CULVERT,24.4986111111111,91.5830277777777,2.6,170.282,
N2,bridge,A,MURAURA CULVERT,24.49975,91.5834166666666,2.6,170.397,
N2,bridge,A,DEWPARA CUVERT,24.5021944444444,91.5840555555555,2.0,170.68,
N2,bridge,A,DEWPARA CULVERT,24.5055277777777,91.5848611111111,7.6,171.066,
N2,bridge,A,DEWPARA,24.5063055555555,91.5851666666666,2.0,171.144,
N2,bridge,A,DEWPARA BOX CULVERT,24.5063888888888,91.5851666666666,2.0,171.278,
N2,bridge,A,GARIPUR,24.5086944444444,91.5852222222222,6.3,171.414,
N2,bridge,B,MALAR BATAR,24.5117777777777,91.5854166666666,7.5,171.763,
N2,bridge,A,KANDIGOAN,24.5159444444444,91.5868888888888,9.6,172.26,
N2,bridge,A,KANDIGOAN,24.5194722222222,91.5891666666666,3.0,172.73,
N2,bridge,C,KANDIGOAN BRIDGE,24.5212222222222,91.5897222222222,14.0,172.941,
N2,bridge,A,AUGON BOX CULVERT,24.5235,91.5904166666666,4.0,173.193,
N2,bridge,A,ANGOAN BOX CULVERT,24.5252777777777,91.5919722222222,1.0,173.395,
N2,bridge,A,ANGOOM BOX CUL,24.5270277777777,91.5936388888888,1.0,173.704,
N2,bridge,A,DEVPARA BOXCULVERT,24.5279166666666,91.5955,2.5,174.007,
N2,bridge,A,DEVPARA BAZAR BOX CULVERT,24.5314166666666,91.5967222222222,4.3,174.253,
N2,bridge,A,NORTH VEVPUR,24.5333333333333,91.59825,1.8,174.574,
N2,bridge,A,NORT DEVPARA 3 CULVERT,24.5347222222222,91.5993055555555,3.2,174.753,
N2,bridge,A,NORTH DEVPARA 2 CULVER,24.5356111111111,91.6001388888888,1.5,174.889,
N2,bridge,A,NORTH DEVPARA,24.5363333333333,91.6007777777777,5.2,174.989,
N2,bridge,A,NOLSUZA 2 CULVERT,24.5372777777777,91.6015833333333,2.0,175.128,
N2,bridge,A,NALSUZA,24.5386666666666,91.6031111111111,1.5,175.347,
N2,bridge,A,SODORPUR NOTUNBAZAR,24.54,91.6038333333333,1.5,175.511,
N2,bridge,A,DHAKA SHAISTAGANG HALIGAN,24.5416666666666,91.6045833333333,1.5,175.724,
N2,bridge,A,SHADUGHAT,24.543,91.6046944444444,6.4,175.858,
N2,bridge,A,SHADARGHAT 1,24.5443611111111,91.6051111111111,7.0,176.024,
N2,bridge,C,KUROR PUR BRIDGE,24.5480277777777,91.6055555555555,44.3,176.411,
N2,bridge,A,BISRAPAR BRIDGE,24.5514444444444,91.6056388888888,140.0,176.818,
N2,bridge,A,VHARDEV CULVERT,24.5566944444444,91.6040555555555,1.5,177.43,
N2,bridge,A,DHAKA KHATENPASS BRIDGE,24.5587777777777,91.6034722222222,1.5,177.689,
N2,bridge,A,BANAODAB GUPLAR BRIDGE,24.5628611111111,91.60275,2.0,178.144,
N2,bridge,A,DHAKA KATPASS BRIDGE,24.5662222222222,91.6029166666666,22.0,178.526,
N2,bridge,A,RATUM PUR (3),24.5708055555555,91.6029444444444,14.0,179.044,
N2,bridge,A,RATUM PUR (2),24.5756666666666,91.6009166666666,2.0,179.631,
N2,bridge,A,RUSTOM PUR RCC GIRDER BRIDGE,24.5805555555555,91.5983388888888,35.5,180.265,
N2,bridge,A,batapur,24.5826388888888,91.5990555555555,3.0,180.527,
N2,bridge,A,Batapur Bridge,24.5848052,91.5996663,35.0,180.762,
N2,bridge,A,anukandi,24.5874444444444,91.6006388888888,2.0,181.082,
N2,bridge,A,ANUKANDI,24.5896388888888,91.6014166666666,6.03,181.333,
N2,bridge,A,AUSKANDI,24.5928611111111,91.6024444444444,2.0,181.705,
N2,bridge,A,AUSKANDI BOX CULVERT,24.59525,91.6048888888888,1.5,182.073,
N2,bridge,A,USUAL NAGER,24.5957777777777,91.6086388888888,1.5,182.48,
N2,bridge,A,USUF NAGAR,24.5961111111111,91.6115277777777,6.2,182.768,
N2,bridge,A,Minazpur Bridge,24.6011944,91.6156111,73.0,183.481,
N2,bridge,A,MIRAZPUR,24.6039166666666,91.6176666666666,3.0,183.883,
N2,bridge,A,MIRAZPUR 1,24.6048333333333,91.6185833333333,3.0,184.004,
N2,bridge,B,LALALPUR BOX CULVERT,24.6070277777777,91.6216388888888,7.2,184.404,
N2,bridge,A,JALALPUR,24.6113055555555,91.6278055555555,2.0,185.04,
N2,bridge,A,SYADPUR,24.6111666666666,91.6277499999999,7.2,185.178,
N2,bridge,A,SOYECDPUR,24.6123055555555,91.6294444444444,4.0,185.396,
N2,bridge,A,Umarpur Bridge,24.6133333333333,91.6348888888889,60.4,185.981,
N2,bridge,A,Chaar Nopul Bridge,24.6128889,91.644333,15.0,186.959,
N2,bridge,A,PATUA ADARSHAW BOX CULVERT,24.6142777777777,91.6513333333333,9.3,187.715,
N2,bridge,A,Aminnagar Bridge,24.6169438,91.66,30.0,188.64,
N2,bridge,A,Gram Sherpur Bridge,24.6238604,91.6702771,16.75,189.984,
N2,bridge,A,SHERPWR BOX CULVERT,24.6251388888888,91.6739166666666,4.0,190.384,
N2,intersection,,,24.6264993,91.6774993,,190.892,N207
N2,bridge,C,SHER PUR,24.6294166666666,91.6791944444444,282.35,191.19,
N2,bridge,C,SHALIPUR BRIDGE,24.6423333333333,91.6908888888888,160.7,193.092,
N2,bridge,A,Katen Bridge,24.6432219,91.6919997,25.5,194.173,
N2,bridge,A,BAGUMPUR,24.6572222222222,91.7080583333333,2.0,195.516,
N2,bridge,A,FIRUSPUR PC GIDER BRIDGE,24.6635277777777,91.7115,63.2,196.333,
N2,bridge,A,Onish Mill Bridge,24.6712216,91.7153611,22.0,197.284,
