road,model_type,condition,name,lat,lon,length,chainage,road name2,id
N1,bridge,A,,22.38877778,91.76058333,18,229.203,,1000422
N1,link,,,22.38127778,91.76538889,0.927,229.203,,1000423
N1,bridge,A,,22.38127778,91.76538889,3,230.13,,1000424
N1,link,,,22.37641667,91.77041667,0.791,230.13,,1000425
N1,bridge,A,,22.37641667,91.77041667,8.3,230.921,,1000426
N1,link,,,22.36947222,91.77727778,1.045,230.921,,1000427
N1,bridge,A,,22.36947222,91.77727778,3,231.966,,1000428
N1,link,,,22.36325,91.85141667,10.05,231.966,,1000429
N1,bridge,C,,22.36325,91.85141667,4.65,242.016,,1000430
N1,link,,,22.35226747,91.85262205,0.882,242.016,,1000431
N1,bridge,A,,22.35226747,91.85262205,15.8,242.898,,1000432
N1,link,,,22.33953935,91.85338716,1.469,242.898,,1000433
N1,bridge,C,,22.33953935,91.85338716,39.67,244.367,,1000434
N1,link,,,22.33576732,91.85385369,0.489,244.367,,1000435
N1,bridge,C,,22.33576732,91.85385369,40.38,244.856,,1000436
N1,link,,,22.33491534,91.8533979,0.119,244.856,,1000437
N1,bridge,C,,22.33491534,91.8533979,49.31,244.975,,1000438
N1,link,,,22.32664514,91.85275939,1.045,244.975,,1000439
N1,bridge,A,,22.32664514,91.85275939,954.5,246.02,,1000440
N1,link,,,22.31292651,91.85618192,1.617,246.02,,1000441
N1,bridge,A,,22.31292651,91.85618192,17.3,247.637,,1000442
N1,link,,,22.30841667,91.85891667,0.862,247.637,,1000443
N1,bridge,C,,22.30841667,91.85891667,15.2,248.499,,1000444
N1,link,,,22.30422222,91.86211111,0.541,248.499,,1000445
N1,bridge,A,,22.30422222,91.86211111,3,249.04,,1000446
N1,link,,,22.30208333,91.86405556,0.308,249.04,,1000447
N1,bridge,B,,22.30208333,91.86405556,5.7,249.348,,1000448
N1,link,,,22.29977778,91.86558333,0.326,249.348,,1000449
N1,bridge,A,,22.29977778,91.86558333,3,249.674,,1000450
N1,link,,,22.29505556,91.86730556,0.541,249.674,,1000451
N1,bridge,A,,22.29505556,91.86730556,1.5,250.215,,1000452
N1,link,,,22.29255556,91.86863889,0.304,250.215,,1000453
N1,bridge,A,,22.29255556,91.86863889,3,250.519,,1000454
N1,link,,,22.29175,91.87119444,0.322,250.519,,1000455
N1,bridge,A,,22.29175,91.87119444,3,250.841,,1000456
N1,link,,,22.29377778,91.87480556,0.44,250.841,,1000457
N1,bridge,A,,22.29377778,91.87480556,3,251.281,,1000458
N1,link,,,22.29483333,91.87716667,0.257,251.281,,1000459
N1,bridge,C,,22.29483333,91.87716667,116.5,251.538,,1000460
N1,link,,,22.29847222,91.8855,0.968,251.538,,1000461
N1,bridge,B,,22.29847222,91.8855,3,252.506,,1000462
N1,link,,,22.30161111,91.89744444,1.271,252.506,,1000463
N1,bridge,B,,22.30161111,91.89744444,3.1,253.777,,1000464
N1,link,,,22.30311111,91.90266667,0.556,253.777,,1000465
N1,bridge,A,,22.30311111,91.90266667,3,254.333,,1000466
N1,link,,,22.30705556,91.91277778,1.172,254.333,,1000467
N1,bridge,B,,22.30705556,91.91277778,10.8,255.505,,1000468
N1,link,,,22.31261111,91.91883333,0.873,255.505,,1000469
N1,bridge,A,,22.31261111,91.91883333,3,256.378,,1000470
N1,link,,,22.31597222,91.92255556,0.512,256.378,,1000471
N1,bridge,A,,22.31597222,91.92255556,3,256.89,,1000472
N1,link,,,22.31363889,91.93219444,1.05,256.89,,1000473
N1,bridge,A,,22.31363889,91.93219444,5.3,257.94,,1000474
N1,link,,,22.30991667,91.94775,1.855,257.94,,1000475
N1,bridge,A,,22.30991667,91.94775,3,259.795,,1000476
N1,link,,,22.30108333,91.96416667,2.321,259.795,,1000477
N1,bridge,C,,22.30108333,91.96416667,50.8,262.116,,1000478
N1,link,,,22.29208333,91.94905556,2.253,262.116,,1000479
N1,bridge,A,,22.29208333,91.94905556,12.4,264.369,,1000480
N1,link,,,22.3137778,91.9322216,1.114,264.369,,1000481
N1,bridge,B,,22.3137778,91.9322216,61,265.483,,1000482
N1,link,,,22.28208333,91.99872222,0.941,265.483,,1000483
N1,bridge,B,,22.28208333,91.99872222,14,266.424,,1000484
N1,link,,,22.27252778,92.00569444,1.394,266.424,,1000485
N1,bridge,A,,22.27252778,92.00569444,3,267.818,,1000486
N1,link,,,22.26156717,92.00727366,1.136,267.818,,1000487
N1,bridge,B,,22.26156717,92.00727366,15.2,268.954,,1000488
N1,link,,,22.26005556,92.00766667,0.245,268.954,,1000489
N1,bridge,C,,22.26005556,92.00766667,9.8,269.199,,1000490
N1,link,,,22.25580556,92.00941667,0.522,269.199,,1000491
N1,bridge,A,,22.25580556,92.00941667,9.2,269.721,,1000492
N1,link,,,22.25361111,92.01152778,0.269,269.721,,1000493
N1,bridge,A,,22.25361111,92.01152778,6,269.99,,1000494
N1,link,,,22.24947222,92.01522222,0.652,269.99,,1000495
N1,bridge,A,,22.24947222,92.01522222,9.4,270.642,,1000496
N1,link,,,22.24105556,92.02155556,1.248,270.642,,1000497
N1,bridge,A,,22.24105556,92.02155556,14,271.89,,1000498
N1,link,,,22.23725,92.02302778,0.466,271.89,,1000499
N1,bridge,A,,22.23725,92.02302778,14,272.356,,1000500
N1,link,,,22.286583,91.9911108,0.652,272.356,,1000501
N1,bridge,B,,22.286583,91.9911108,12.7,273.008,,1000502
N1,link,,,22.22783333,92.02613889,0.435,273.008,,1000503
N1,bridge,B,,22.22783333,92.02613889,9.4,273.443,,1000504
N1,link,,,22.22408333,92.02716667,0.435,273.443,,1000505
N1,bridge,A,,22.22408333,92.02716667,14,273.878,,1000506
N1,link,,,22.21713889,92.02822222,0.782,273.878,,1000507
N1,bridge,A,,22.21713889,92.02822222,9.2,274.66,,1000508
N1,link,,,22.2622222,92.0070556,1.283,274.66,,1000509
N1,bridge,D,,22.2622222,92.0070556,50.8,275.943,,1000510
N1,link,,,22.20608333,92.03702778,0.338,275.943,,1000511
N1,bridge,B,,22.20608333,92.03702778,9.2,276.281,,1000512
N1,link,,,22.17525,92.05286111,4.018,276.281,,1000513
N1,bridge,B,,22.17525,92.05286111,12.3,280.299,,1000514
N1,link,,,22.15986111,92.06744444,2.695,280.299,,1000515
N1,bridge,C,,22.15986111,92.06744444,211.3,282.994,,1000516
N1,link,,,22.15094444,92.06952778,1.14,282.994,,1000517
N1,bridge,A,,22.15094444,92.06952778,9.2,284.134,,1000518
N1,link,,,22.13797222,92.06972222,1.446,284.134,,1000519
N1,bridge,A,,22.13797222,92.06972222,12.4,285.58,,1000520
N1,link,,,22.13347222,92.07002778,0.5,285.58,,1000521
N1,bridge,A,,22.13347222,92.07002778,15.4,286.08,,1000522
N1,link,,,22.13066667,92.07047222,0.298,286.08,,1000523
N1,bridge,A,,22.13066667,92.07047222,34.6,286.378,,1000524
N1,link,,,22.12772222,92.07111111,0.253,286.378,,1000525
N1,bridge,A,,22.12772222,92.07111111,28,286.631,,1000526
N1,link,,,22.12386111,92.07172222,0.513,286.631,,1000527
N1,bridge,A,,22.12386111,92.07172222,15.4,287.144,,1000528
N1,link,,,22.12063889,92.072,0.343,287.144,,1000529
N1,bridge,A,,22.12063889,92.072,20.4,287.487,,1000530
N1,link,,,22.11319444,92.07272222,0.842,287.487,,1000531
N1,bridge,A,,22.11319444,92.07272222,5,288.329,,1000532
N1,link,,,22.09963889,92.07444444,1.56,288.329,,1000533
N1,bridge,A,,22.09963889,92.07444444,7.2,289.889,,1000534
N1,link,,,22.09391667,92.07958333,0.83,289.889,,1000535
N1,bridge,A,,22.09391667,92.07958333,11.2,290.719,,1000536
N1,link,,,22.0845,92.09255556,1.707,290.719,,1000537
N1,bridge,A,,22.0845,92.09255556,2,292.426,,1000538
N1,link,,,22.08113889,92.09852778,0.708,292.426,,1000539
N1,bridge,A,,22.08113889,92.09852778,12.6,293.134,,1000540
N1,link,,,22.07,92.10391667,1.4,293.134,,1000541
N1,bridge,A,,22.07,92.10391667,30.3,294.534,,1000542
N1,link,,,22.06852778,92.10563889,0.236,294.534,,1000543
N1,bridge,A,,22.06852778,92.10563889,2,294.77,,1000544
N1,link,,,22.06433333,92.10713889,0.525,294.77,,1000545
N1,bridge,A,,22.06433333,92.10713889,38.8,295.295,,1000546
N1,link,,,22.06125,92.10777778,0.33,295.295,,1000547
N1,bridge,A,,22.06125,92.10777778,2.5,295.625,,1000548
N1,link,,,22.05697222,92.10922222,0.51,295.625,,1000549
N1,bridge,A,,22.05697222,92.10922222,8.2,296.135,,1000550
N1,link,,,22.05225,92.10927778,0.512,296.135,,1000551
N1,bridge,A,,22.05225,92.10927778,12.6,296.647,,1000552
N1,link,,,22.04869444,92.10836111,0.387,296.647,,1000553
N1,bridge,A,,22.04869444,92.10836111,6,297.034,,1000554
N1,link,,,22.04422222,92.10744444,0.535,297.034,,1000555
N1,bridge,A,,22.04422222,92.10744444,13.64,297.569,,1000556
N1,link,,,22.04438889,92.10733333,0.836,297.569,,1000557
N1,bridge,A,,22.04438889,92.10733333,2.5,298.405,,1000558
N1,link,,,22.03172222,92.10402778,0.652,298.405,,1000559
N1,bridge,A,,22.03172222,92.10402778,2.5,299.057,,1000560
N1,link,,,22.02870136,92.10342933,0.377,299.057,,1000561
N1,bridge,A,,22.02870136,92.10342933,68.8,299.434,,1000562
N1,link,,,22.02630556,92.10261111,0.322,299.434,,1000563
N1,bridge,A,,22.02630556,92.10261111,2,299.756,,1000564
N1,link,,,22.02041667,92.10152778,0.65,299.756,,1000565
N1,bridge,A,,22.02041667,92.10152778,10,300.406,,1000566
N1,link,,,22.00761111,92.09266667,1.831,300.406,,1000567
N1,bridge,A,,22.00761111,92.09266667,3,302.237,,1000568
N1,link,,,22.00375,92.09025,0.492,302.237,,1000569
N1,bridge,A,,22.00375,92.09025,12.6,302.729,,1000570
N1,link,,,21.99988889,92.08816667,0.508,302.729,,1000571
N1,bridge,A,,21.99988889,92.08816667,6.2,303.237,,1000572
N1,link,,,21.99508333,92.08736111,0.545,303.237,,1000573
N1,bridge,A,,21.99508333,92.08736111,3,303.782,,1000574
N1,link,,,21.995,92.08738889,0.011,303.782,,1000575
N1,bridge,A,,21.995,92.08738889,12.4,303.793,,1000576
N1,link,,,21.99130556,92.08616667,0.424,303.793,,1000577
N1,bridge,A,,21.99130556,92.08616667,58.8,304.217,,1000578
N1,link,,,21.98897222,92.08533333,0.232,304.217,,1000579
N1,bridge,A,,21.98897222,92.08533333,14.2,304.449,,1000580
N1,link,,,21.98619444,92.08366667,0.408,304.449,,1000581
N1,bridge,A,,21.98619444,92.08366667,24.2,304.857,,1000582
N1,link,,,21.98122222,92.08025,0.67,304.857,,1000583
N1,bridge,A,,21.98122222,92.08025,22.5,305.527,,1000584
N1,link,,,21.97988889,92.07794444,0.267,305.527,,1000585
N1,bridge,A,,21.97988889,92.07794444,18.7,305.794,,1000586
N1,link,,,21.97891667,92.07477778,0.345,305.794,,1000587
N1,bridge,A,,21.97891667,92.07477778,3.5,306.139,,1000588
N1,link,,,21.97325,92.06733333,1.09,306.139,,1000589
N1,bridge,A,,21.97325,92.06733333,2.5,307.229,,1000590
N1,link,,,21.96736111,92.06347222,0.752,307.229,,1000591
N1,bridge,A,,21.96736111,92.06347222,1.5,307.981,,1000592
N1,link,,,21.96205556,92.06341667,0.671,307.981,,1000593
N1,bridge,A,,21.96205556,92.06341667,22.4,308.652,,1000594
N1,link,,,21.95916667,92.06530556,0.386,308.652,,1000595
N1,bridge,A,,21.95916667,92.06530556,8.2,309.038,,1000596
N1,link,,,21.95152778,92.06738889,0.317,309.038,,1000597
N1,bridge,A,,21.95152778,92.06738889,3,309.355,,1000598
N1,link,,,21.95152778,92.06797222,0.616,309.355,,1000599
N1,bridge,A,,21.95152778,92.06797222,22.4,309.971,,1000600
N1,link,,,21.94513889,92.06708333,0.752,309.971,,1000601
N1,bridge,A,,21.94513889,92.06708333,1.4,310.723,,1000602
N1,link,,,21.93544444,92.06241667,1.163,310.723,,1000603
N1,bridge,A,,21.93544444,92.06241667,4.5,311.886,,1000604
N1,link,,,21.93344444,92.06155556,0.252,311.886,,1000605
N1,bridge,A,,21.93344444,92.06155556,9.3,312.138,,1000606
N1,link,,,21.93119444,92.06013889,0.216,312.138,,1000607
N1,bridge,A,,21.93119444,92.06013889,4.5,312.354,,1000608
N1,link,,,21.92966667,92.05941667,0.255,312.354,,1000609
N1,bridge,A,,21.92966667,92.05941667,4.7,312.609,,1000610
N1,link,,,21.91794444,92.05983333,1.338,312.609,,1000611
N1,bridge,A,,21.91794444,92.05983333,2,313.947,,1000612
N1,link,,,21.91625,92.06013889,0.197,313.947,,1000613
N1,bridge,A,,21.91625,92.06013889,3,314.144,,1000614
N1,link,,,21.91283333,92.06072222,0.358,314.144,,1000615
N1,bridge,A,,21.91283333,92.06072222,4,314.502,,1000616
N1,link,,,21.91283333,92.06072222,0.507,314.502,,1000617
N1,bridge,A,,21.91283333,92.06072222,9.2,315.009,,1000618
N1,link,,,21.89083333,92.05958333,1.992,315.009,,1000619
N1,bridge,A,,21.89083333,92.05958333,13.64,317.001,,1000620
N1,link,,,21.88091667,92.059,1.109,317.001,,1000621
N1,bridge,A,,21.88091667,92.059,9.3,318.11,,1000622
N1,link,,,21.87480556,92.05908333,0.686,318.11,,1000623
N1,bridge,A,,21.87480556,92.05908333,3,318.796,,1000624
N1,link,,,21.86258333,92.05944444,1.393,318.796,,1000625
N1,bridge,A,,21.86258333,92.05944444,3,320.189,,1000626
N1,link,,,21.85980556,92.06030556,0.324,320.189,,1000627
N1,bridge,A,,21.85980556,92.06030556,56.4,320.513,,1000628
N1,link,,,21.85266667,92.06086111,0.792,320.513,,1000629
N1,bridge,A,,21.85266667,92.06086111,14.3,321.305,,1000630
N1,link,,,21.85061111,92.06097222,0.231,321.305,,1000631
N1,bridge,A,,21.85061111,92.06097222,2.1,321.536,,1000632
N1,link,,,21.84263889,92.06386111,0.964,321.536,,1000633
N1,bridge,A,,21.84263889,92.06386111,4.5,322.5,,1000634
N1,link,,,21.84005556,92.06511111,0.323,322.5,,1000635
N1,bridge,A,,21.84005556,92.06511111,3,322.823,,1000636
N1,link,,,21.83377778,92.0685,0.796,322.823,,1000637
N1,bridge,A,,21.83377778,92.0685,15.8,323.619,,1000638
N1,link,,,21.82802778,92.07133333,0.712,323.619,,1000639
N1,bridge,A,,21.82802778,92.07133333,7.3,324.331,,1000640
N1,link,,,21.82569444,92.07238889,0.276,324.331,,1000641
N1,bridge,A,,21.82569444,92.07238889,46,324.607,,1000642
N1,link,,,21.82088889,92.07408333,0.546,324.607,,1000643
N1,bridge,A,,21.82088889,92.07408333,12.4,325.153,,1000644
N1,link,,,21.818,92.07394444,0.337,325.153,,1000645
N1,bridge,A,,21.818,92.07394444,14,325.49,,1000646
N1,link,,,21.80313889,92.07730556,1.822,325.49,,1000647
N1,bridge,A,,21.80313889,92.07730556,14,327.312,,1000648
N1,link,,,21.78727778,92.07897222,1.772,327.312,,1000649
N1,bridge,A,,21.78727778,92.07897222,20.6,329.084,,1000650
N1,link,,,21.78644444,92.07911111,0.097,329.084,,1000651
N1,bridge,A,,21.78644444,92.07911111,21,329.181,,1000652
N1,link,,,21.78366667,92.07930556,0.318,329.181,,1000653
N1,bridge,B,,21.78366667,92.07930556,14.2,329.499,,1000654
N1,link,,,21.77291667,92.08358333,1.432,329.499,,1000655
N1,bridge,A,,21.77291667,92.08358333,15.7,330.931,,1000656
N1,link,,,21.77122222,92.08177778,0.328,330.931,,1000657
N1,bridge,C,,21.77122222,92.08177778,300,331.259,,1000658
N1,link,,,21.73922222,92.08291667,3.933,331.259,,1000659
N1,bridge,B,,21.73922222,92.08291667,9.3,335.192,,1000660
N1,link,,,21.73772222,92.08358333,0.188,335.192,,1000661
N1,bridge,A,,21.73772222,92.08358333,14,335.38,,1000662
N1,link,,,21.73158333,92.08386111,0.674,335.38,,1000663
N1,bridge,A,,21.73158333,92.08386111,5.2,336.054,,1000664
N1,link,,,21.73013889,92.08386111,0.183,336.054,,1000665
N1,bridge,A,,21.73013889,92.08386111,38.8,336.237,,1000666
N1,link,,,21.72288889,92.08352778,0.782,336.237,,1000667
N1,bridge,A,,21.72288889,92.08352778,12.6,337.019,,1000668
N1,link,,,21.70805556,92.08011111,1.84,337.019,,1000669
N1,bridge,A,,21.70805556,92.08011111,12.8,338.859,,1000670
N1,link,,,21.70147222,92.07858333,0.789,338.859,,1000671
N1,bridge,A,,21.70147222,92.07858333,9.3,339.648,,1000672
N1,link,,,21.67433333,92.07675,3.122,339.648,,1000673
N1,bridge,A,,21.67433333,92.07675,59.6,342.77,,1000674
N1,link,,,21.67016667,92.07597222,0.473,342.77,,1000675
N1,bridge,A,,21.67016667,92.07597222,14,343.243,,1000676
N1,link,,,21.66188889,92.07502778,0.966,343.243,,1000677
N1,bridge,A,,21.66188889,92.07502778,3.5,344.209,,1000678
N1,link,,,21.65902778,92.07522222,0.322,344.209,,1000679
N1,bridge,A,,21.65902778,92.07522222,54.4,344.531,,1000680
N1,link,,,21.64969444,92.07336111,1.061,344.531,,1000681
N1,bridge,C,,21.64969444,92.07336111,61,345.592,,1000682
N1,link,,,21.64680556,92.07352778,0.319,345.592,,1000683
N1,bridge,A,,21.64680556,92.07352778,4.5,345.911,,1000684
N1,link,,,21.62133333,92.07247222,3.181,345.911,,1000685
N1,bridge,B,,21.62133333,92.07247222,1.45,349.092,,1000686
N1,link,,,21.61702778,92.06783333,0.667,349.092,,1000687
N1,bridge,B,,21.61702778,92.06783333,45.3,349.759,,1000688
N1,link,,,21.61011111,92.06388889,0.915,349.759,,1000689
N1,bridge,A,,21.61011111,92.06388889,7,350.674,,1000690
N1,link,,,21.60655556,92.06219444,0.316,350.674,,1000691
N1,bridge,A,,21.60655556,92.06219444,5.2,350.99,,1000692
N1,link,,,21.60163889,92.06191667,0.638,350.99,,1000693
N1,bridge,A,,21.60163889,92.06191667,9.3,351.628,,1000694
N1,link,,,21.59766667,92.06186111,0.436,351.628,,1000695
N1,bridge,A,,21.59766667,92.06186111,14,352.064,,1000696
N1,link,,,21.59258333,92.06127778,0.577,352.064,,1000697
N1,bridge,A,,21.59258333,92.06127778,1.4,352.641,,1000698
N1,link,,,21.58872222,92.06341667,0.521,352.641,,1000699
N1,bridge,C,,21.58872222,92.06341667,4.5,353.162,,1000700
N1,link,,,21.58475,92.06511111,0.532,353.162,,1000701
N1,bridge,A,,21.58475,92.06511111,2.5,353.694,,1000702
N1,link,,,21.577,92.06952778,1.045,353.694,,1000703
N1,bridge,A,,21.577,92.06952778,12.4,354.739,,1000704
N1,link,,,21.56427778,92.07027778,1.522,354.739,,1000705
N1,bridge,A,,21.56427778,92.07027778,9.5,356.261,,1000706
N1,link,,,21.56197222,92.06980556,0.256,356.261,,1000707
N1,bridge,A,,21.56197222,92.06980556,4.8,356.517,,1000708
N1,link,,,21.56108333,92.06938889,0.114,356.517,,1000709
N1,bridge,A,,21.56108333,92.06938889,7,356.631,,1000710
N1,link,,,21.617166,92.0679993,0.633,356.631,,1000711
N1,bridge,A,,21.617166,92.0679993,46,357.264,,1000712
N1,link,,,21.54706661,92.06689538,0.766,357.264,,1000713
N1,bridge,A,,21.54706661,92.06689538,44.63,358.03,,1000714
N1,link,,,21.52841667,92.06519444,2.315,358.03,,1000715
N1,bridge,A,,21.52841667,92.06519444,14,360.345,,1000716
N1,link,,,21.5265,92.0655,0.206,360.345,,1000717
N1,bridge,A,,21.5265,92.0655,8,360.551,,1000718
N1,link,,,21.52358333,92.06561111,0.339,360.551,,1000719
N1,bridge,A,,21.52358333,92.06561111,15.4,360.89,,1000720
N1,link,,,21.52216667,92.06591667,0.153,360.89,,1000721
N1,bridge,A,,21.52216667,92.06591667,5,361.043,,1000722
N1,link,,,21.51619444,92.06819444,0.708,361.043,,1000723
N1,bridge,A,,21.51619444,92.06819444,3,361.751,,1000724
N1,link,,,21.51288889,92.07,0.417,361.751,,1000725
N1,bridge,A,,21.51288889,92.07,2.5,362.168,,1000726
N1,link,,,21.5085,92.07175,0.523,362.168,,1000727
N1,bridge,A,,21.5085,92.07175,7.5,362.691,,1000728
N1,link,,,21.50705556,92.07297222,0.198,362.691,,1000729
N1,bridge,A,,21.50705556,92.07297222,12.4,362.889,,1000730
N1,link,,,21.49761111,92.07652778,1.167,362.889,,1000731
N1,bridge,A,,21.49761111,92.07652778,14,364.056,,1000732
N1,link,,,21.49669444,92.07716667,0.128,364.056,,1000733
N1,bridge,A,,21.49669444,92.07716667,14.1,364.184,,1000734
N1,link,,,21.47983333,92.09372222,2.796,364.184,,1000735
N1,bridge,A,,21.47983333,92.09372222,7.2,366.98,,1000736
N1,link,,,21.47680556,92.09577778,0.382,366.98,,1000737
N1,bridge,A,,21.47680556,92.09577778,14,367.362,,1000738
N1,link,,,21.47516667,92.09713889,0.238,367.362,,1000739
N1,bridge,A,,21.47516667,92.09713889,3,367.6,,1000740
N1,link,,,21.47005553,92.10064022,0.529,367.6,,1000741
N1,bridge,A,,21.47005553,92.10064022,57.65,368.129,,1000742
N1,link,,,21.46686111,92.10255556,0.574,368.129,,1000743
N1,bridge,B,,21.46686111,92.10255556,14,368.703,,1000744
N1,link,,,21.45119444,92.09938889,2.096,368.703,,1000745
N1,bridge,A,,21.45119444,92.09938889,9.2,370.799,,1000746
N1,link,,,21.444,92.10130556,0.841,370.799,,1000747
N1,bridge,A,,21.444,92.10130556,1.5,371.64,,1000748
N1,link,,,21.44183897,92.10070836,0.208,371.64,,1000749
N1,bridge,A,,21.44183897,92.10070836,58.6,371.848,,1000750
N1,link,,,21.43755556,92.09852778,0.582,371.848,,1000751
N1,bridge,A,,21.43755556,92.09852778,3,372.43,,1000752
N1,link,,,21.43397222,92.09744444,0.352,372.43,,1000753
N1,bridge,A,,21.43397222,92.09744444,2.5,372.782,,1000754
N1,link,,,21.43105556,92.09588889,0.41,372.782,,1000755
N1,bridge,A,,21.43105556,92.09588889,7.2,373.192,,1000756
N1,link,,,21.42908333,92.09547222,0.232,373.192,,1000757
N1,bridge,A,,21.42908333,92.09547222,3.5,373.424,,1000758
N1,link,,,21.42836111,92.09536111,0.174,373.424,,1000759
N1,bridge,A,,21.42836111,92.09536111,12.8,373.598,,1000760
N1,link,,,21.42794444,92.08958333,0.483,373.598,,1000761
N1,bridge,A,,21.42794444,92.08958333,18.8,374.081,,1000762
N1,link,,,21.42705556,92.08391667,0.574,374.081,,1000763
N1,bridge,A,,21.42705556,92.08391667,8.2,374.655,,1000764
N1,link,,,21.42675,92.08041667,0.38,374.655,,1000765
N1,bridge,A,,21.42675,92.08041667,7.4,375.035,,1000766
N1,link,,,21.42638889,92.07669444,0.381,375.035,,1000767
N1,bridge,A,,21.42638889,92.07669444,12.4,375.416,,1000768
N1,link,,,21.42733333,92.07036111,0.646,375.416,,1000769
N1,bridge,A,,21.42733333,92.07036111,9.4,376.062,,1000770
N1,link,,,21.42705556,92.06327778,0.869,376.062,,1000771
N1,bridge,A,,21.42705556,92.06327778,2,376.931,,1000772
N1,link,,,21.42738889,92.06077778,0.258,376.931,,1000773
N1,bridge,A,,21.42738889,92.06077778,6.8,377.189,,1000774
N1,link,,,21.42783333,92.05822222,0.33,377.189,,1000775
N1,bridge,A,,21.42783333,92.05822222,16.6,377.519,,1000776
N1,link,,,21.42808333,92.05538889,0.234,377.519,,1000777
N1,bridge,A,,21.42808333,92.05538889,18.6,377.753,,1000778
N1,link,,,21.42816667,92.05286111,0.267,377.753,,1000779
N1,bridge,A,,21.42816667,92.05286111,7.2,378.02,,1000780
N1,link,,,21.42763889,92.04841667,0.472,378.02,,1000781
N1,bridge,A,,21.42763889,92.04841667,13,378.492,,1000782
N1,link,,,21.42966667,92.04397222,0.512,378.492,,1000783
N1,bridge,A,,21.42966667,92.04397222,10.9,379.004,,1000784
N1,link,,,21.42980556,92.03947222,0.5,379.004,,1000785
N1,bridge,A,,21.42980556,92.03947222,9.2,379.504,,1000786
N1,link,,,21.42938889,92.03158333,0.842,379.504,,1000787
N1,bridge,A,,21.42938889,92.03158333,148.5,380.346,,1000788
N1,link,,,21.43019444,92.03008333,0.269,380.346,,1000789
N1,bridge,A,,21.43019444,92.03008333,3.5,380.615,,1000790
N1,link,,,21.42994444,92.02794444,0.144,380.615,,1000791
N1,bridge,A,,21.42994444,92.02794444,10.3,380.759,,1000792
N1,link,,,21.42616667,92.02366667,0.615,380.759,,1000793
N1,bridge,A,,21.42616667,92.02366667,9,381.374,,1000794
N1,link,,,21.42263889,92.02758333,0.611,381.374,,1000795
N1,bridge,C,,21.42263889,92.02758333,4.5,381.985,,1000796
N1,link,,,21.42219444,92.02794444,0.07,381.985,,1000797
N1,bridge,C,,21.42219444,92.02794444,11.3,382.055,,1000798
N1,link,,,21.41927778,92.03236111,0.594,382.055,,1000799
N1,bridge,C,,21.41927778,92.03236111,2.4,382.649,,1000800
N1,link,,,21.41638889,92.03533333,0.449,382.649,,1000801
N1,bridge,B,,21.41638889,92.03533333,7.2,383.098,,1000802
N1,link,,,21.41566667,92.03675,0.171,383.098,,1000803
N1,bridge,C,,21.41566667,92.03675,8.1,383.269,,1000804
N1,link,,,21.41361111,92.03938889,0.363,383.269,,1000805
N1,bridge,A,,21.41361111,92.03938889,10.9,383.632,,1000806
N1,link,,,21.41213889,92.04227778,0.369,383.632,,1000807
N1,bridge,A,,21.41213889,92.04227778,8.3,384.001,,1000808
N1,link,,,21.41061111,92.04522222,0.357,384.001,,1000809
N1,bridge,B,,21.41061111,92.04522222,8.3,384.358,,1000810
N1,link,,,21.41027778,92.03403611,0.43,384.358,,1000811
N1,bridge,B,,21.41027778,92.03403611,2.2,384.788,,1000812
N1,link,,,21.41036111,92.05075,0.19,384.788,,1000813
N1,bridge,A,,21.41036111,92.05075,8.2,384.978,,1000814
N1,link,,,22.40963889,92.05255556,0.259,384.978,,1000815
N1,bridge,A,,22.40963889,92.05255556,1.9,385.237,,1000816
N1,link,,,21.40797222,92.05605556,0.377,385.237,,1000817
N1,bridge,A,,21.40797222,92.05605556,3,385.614,,1000818
N1,link,,,22.40694444,92.05688889,0.166,385.614,,1000819
N1,bridge,A,,22.40694444,92.05688889,2.8,385.78,,1000820
N1,link,,,21.40597222,92.05944444,0.29,385.78,,1000821
N1,bridge,D,,21.40597222,92.05944444,10,386.07,,1000822
N1,link,,,21.40394444,92.06272222,0.424,386.07,,1000823
N1,bridge,A,,21.40394444,92.06272222,1.6,386.494,,1000824
N1,link,,,21.40102778,92.066,0.474,386.494,,1000825
N1,bridge,A,,21.40102778,92.066,3.6,386.968,,1000826
N1,link,,,21.39852778,92.06663889,0.262,386.968,,1000827
N1,bridge,C,,21.39852778,92.06663889,8,387.23,,1000828
N1,link,,,21.39777778,92.06694444,0.168,387.23,,1000829
N1,bridge,C,,21.39777778,92.06694444,1.3,387.398,,1000830
N1,link,,,21.39341667,92.06825,0.445,387.398,,1000831
N1,bridge,A,,21.39341667,92.06825,8.3,387.843,,1000832
N1,link,,,21.389,92.06869444,0.485,387.843,,1000833
N1,bridge,C,,21.389,92.06869444,22,388.328,,1000834
N1,link,,,21.38744444,92.06972222,0.237,388.328,,1000835
N1,bridge,C,,21.38744444,92.06972222,2.7,388.565,,1000836
N1,link,,,21.38586111,92.07027778,0.168,388.565,,1000837
N1,bridge,B,,21.38586111,92.07027778,2.7,388.733,,1000838
N1,link,,,21.38519444,92.07041667,0.153,388.733,,1000839
N1,bridge,C,,21.38519444,92.07041667,2.9,388.886,,1000840
N1,link,,,21.38455556,92.07058333,0.07,388.886,,1000841
N1,bridge,C,,21.38455556,92.07058333,1.8,388.956,,1000842
N1,link,,,21.38255556,92.07133333,0.145,388.956,,1000843
N1,bridge,B,,21.38255556,92.07133333,2.8,389.101,,1000844
