road,model_type,condition,name,lat,lon,length,chainage,road name2,id
N1,bridge,A,,23.32419444,91.27908333,9.2,108.125,,1000156
N1,link,,,23.31502778,91.28447222,1.164,108.125,,1000157
N1,bridge,B,,23.31502778,91.28447222,19.2,109.289,,1000158
N1,link,,,23.31041667,91.28611111,0.608,109.289,,1000159
N1,bridge,B,,23.31041667,91.28611111,2.6,109.897,,1000160
N1,link,,,23.30391667,91.28877778,0.654,109.897,,1000161
N1,bridge,A,,23.30391667,91.28877778,3.2,110.551,,1000162
N1,link,,,23.29602778,91.2915,0.958,110.551,,1000163
N1,bridge,A,,23.29602778,91.2915,13.4,111.509,,1000164
N1,link,,,23.28775,91.29361111,0.96,111.509,,1000165
N1,bridge,B,,23.28775,91.29361111,4.6,112.469,,1000166
N1,link,,,23.27883333,91.30030556,1.248,112.469,,1000167
N1,bridge,B,,23.27883333,91.30030556,6.3,113.717,,1000168
N1,link,,,23.26777778,91.30547222,1.335,113.717,,1000169
N1,bridge,B,,23.26777778,91.30547222,3,115.052,,1000170
N1,link,,,23.26552778,91.30644444,0.274,115.052,,1000171
N1,bridge,B,,23.26552778,91.30644444,3,115.326,,1000172
N1,link,,,23.26375,91.30672222,0.199,115.326,,1000173
N1,bridge,B,,23.26375,91.30672222,3.6,115.525,,1000174
N1,link,,,23.25886111,91.30741667,0.549,115.525,,1000175
N1,bridge,B,,23.25886111,91.30741667,4.5,116.074,,1000176
N1,link,,,23.24994444,91.30916667,1.013,116.074,,1000177
N1,bridge,B,,23.24994444,91.30916667,2.5,117.087,,1000178
N1,link,,,23.24838889,91.30986111,0.182,117.087,,1000179
N1,bridge,B,,23.24838889,91.30986111,19.2,117.269,,1000180
N1,link,,,23.24536111,91.31105556,0.358,117.269,,1000181
N1,bridge,A,,23.24536111,91.31105556,2.6,117.627,,1000182
N1,link,,,23.24177778,91.31238889,0.422,117.627,,1000183
N1,bridge,A,,23.24177778,91.31238889,2.5,118.049,,1000184
N1,link,,,23.23455556,91.31313889,0.807,118.049,,1000185
N1,bridge,B,,23.23455556,91.31313889,3.1,118.856,,1000186
N1,link,,,23.23152778,91.31316667,0.334,118.856,,1000187
N1,bridge,B,,23.23152778,91.31316667,2.6,119.19,,1000188
N1,link,,,23.22758333,91.31336111,0.438,119.19,,1000189
N1,bridge,A,,23.22758333,91.31336111,6,119.628,,1000190
N1,link,,,23.21858333,91.31433333,1.006,119.628,,1000191
N1,bridge,B,,23.21858333,91.31433333,14.3,120.634,,1000192
N1,link,,,23.21038889,91.31569444,0.933,120.634,,1000193
N1,bridge,A,,23.21038889,91.31569444,6.1,121.567,,1000194
N1,link,,,23.20108333,91.31675,1.036,121.567,,1000195
N1,bridge,A,,23.20108333,91.31675,6.1,122.603,,1000196
N1,link,,,23.19211111,91.3185,1.078,122.603,,1000197
N1,bridge,C,,23.19211111,91.3185,6.1,123.681,,1000198
N1,link,,,23.18669444,91.32119444,0.665,123.681,,1000199
N1,bridge,B,,23.18669444,91.32119444,9.5,124.346,,1000200
N1,link,,,23.17741667,91.31972222,1.064,124.346,,1000201
N1,bridge,B,,23.17741667,91.31972222,3.1,125.41,,1000202
N1,link,,,23.16819444,91.32141667,1.038,125.41,,1000203
N1,bridge,A,,23.16819444,91.32141667,9.5,126.448,,1000204
N1,link,,,23.15725,91.32247222,1.225,126.448,,1000205
N1,bridge,B,,23.15725,91.32247222,6.3,127.673,,1000206
N1,link,,,23.14813889,91.32641667,1.094,127.673,,1000207
N1,bridge,B,,23.14813889,91.32641667,3.5,128.767,,1000208
N1,link,,,23.14344444,91.32666667,0.524,128.767,,1000209
N1,bridge,B,,23.14344444,91.32666667,6.1,129.291,,1000210
N1,link,,,23.13744444,91.32644444,0.664,129.291,,1000211
N1,bridge,B,,23.13744444,91.32644444,3,129.955,,1000212
N1,link,,,23.12911111,91.32866667,0.957,129.955,,1000213
N1,bridge,A,,23.12911111,91.32866667,6.5,130.912,,1000214
N1,link,,,23.12352778,91.33111111,0.665,130.912,,1000215
N1,bridge,B,,23.12352778,91.33111111,4.5,131.577,,1000216
N1,link,,,23.11933333,91.33302778,0.502,131.577,,1000217
N1,bridge,B,,23.11933333,91.33302778,5.3,132.079,,1000218
N1,link,,,23.11083333,91.33819444,1.076,132.079,,1000219
N1,bridge,A,,23.11083333,91.33819444,6.1,133.155,,1000220
N1,link,,,23.10452778,91.34141667,0.718,133.155,,1000221
N1,bridge,B,,23.10452778,91.34141667,3.1,133.873,,1000222
N1,link,,,23.10066667,91.34369444,0.553,133.873,,1000223
N1,bridge,B,,23.10066667,91.34369444,9.5,134.426,,1000224
N1,link,,,23.09627778,91.34611111,0.548,134.426,,1000225
N1,bridge,A,,23.09627778,91.34611111,3.1,134.974,,1000226
N1,link,,,23.09016667,91.34941667,0.749,134.974,,1000227
N1,bridge,B,,23.09016667,91.34941667,9.25,135.723,,1000228
N1,link,,,23.08505556,91.35241667,0.652,135.723,,1000229
N1,bridge,A,,23.08505556,91.35241667,3.5,136.375,,1000230
N1,link,,,23.08091667,91.35486111,0.524,136.375,,1000231
N1,bridge,B,,23.08091667,91.35486111,14.2,136.899,,1000232
N1,link,,,23.07336111,91.35938889,0.957,136.899,,1000233
N1,bridge,B,,23.07336111,91.35938889,6.1,137.856,,1000234
N1,link,,,23.06380556,91.36161111,1.097,137.856,,1000235
N1,bridge,B,,23.06380556,91.36161111,4,138.953,,1000236
N1,link,,,23.04233333,91.36544444,2.578,138.953,,1000237
N1,bridge,A,,23.04233333,91.36544444,10.8,141.531,,1000238
N1,link,,,23.02955556,91.36558333,1.262,141.531,,1000239
N1,bridge,A,,23.02955556,91.36558333,1.6,142.793,,1000240
N1,link,,,23.01425,91.37597222,2.146,142.793,,1000241
N1,bridge,A,,23.01425,91.37597222,3.4,144.939,,1000242
N1,link,,,23.0095556,91.3813604,0.47,144.939,,1000243
N1,intersection,,,23.0095556,91.3813604,0.1,145.409,N104,1000244
N1,link,,,23.003,91.38808333,1.887,145.409,,1000245
N1,bridge,A,,23.003,91.38808333,1.5,147.296,,1000246
N1,link,,,22.99616667,91.40041667,0.855,147.296,,1000247
N1,bridge,A,,22.99616667,91.40041667,23.4,148.151,,1000248
N1,link,,,22.99459361,91.40245391,0.023,148.151,,1000249
N1,bridge,A,,22.99459361,91.40245391,22.15,148.174,,1000250
N1,link,,,22.98069444,91.41716667,0.321,148.174,,1000251
N1,bridge,A,,22.98069444,91.41716667,1.9,148.495,,1000252
N1,link,,,22.9625,91.44166667,5.348,148.495,,1000253
N1,bridge,C,,22.9625,91.44166667,98.87,153.843,,1000254
N1,link,,,22.94844444,91.47813889,4.188,153.843,,1000255
N1,bridge,A,,22.94844444,91.47813889,1.5,158.031,,1000256
N1,link,,,22.94972222,91.50083333,2.348,158.031,,1000257
N1,bridge,B,,22.94972222,91.50083333,193.22,160.379,,1000258
N1,link,,,22.91555556,91.52527778,4.804,160.379,,1000259
N1,bridge,A,,22.91555556,91.52527778,222.43,165.183,,1000260
N1,link,,,22.91036111,91.52855556,0.642,165.183,,1000261
N1,bridge,A,,22.91036111,91.52855556,6.1,165.825,,1000262
N1,link,,,22.90502778,91.53122222,0.654,165.825,,1000263
N1,bridge,A,,22.90502778,91.53122222,3,166.479,,1000264
N1,link,,,22.89227778,91.53530556,1.484,166.479,,1000265
N1,bridge,A,,22.89227778,91.53530556,3,167.963,,1000266
N1,link,,,22.87519444,91.54066667,1.97,167.963,,1000267
N1,bridge,A,,22.87519444,91.54066667,4.3,169.933,,1000268
N1,link,,,22.87316667,91.54141667,0.241,169.933,,1000269
N1,bridge,A,,22.87316667,91.54141667,2,170.174,,1000270
N1,link,,,22.86841667,91.54311111,0.551,170.174,,1000271
N1,bridge,A,,22.86841667,91.54311111,1.5,170.725,,1000272
N1,link,,,22.86125,91.54530556,0.829,170.725,,1000273
N1,bridge,A,,22.86125,91.54530556,4.3,171.554,,1000274
N1,link,,,22.85963889,91.54297222,0.174,171.554,,1000275
N1,bridge,A,,22.85963889,91.54297222,2,171.728,,1000276
N1,link,,,22.85616667,91.54569444,0.394,171.728,,1000277
N1,bridge,A,,22.85616667,91.54569444,1.5,172.122,,1000278
N1,link,,,22.85513889,91.54575,0.108,172.122,,1000279
N1,bridge,A,,22.85513889,91.54575,1.5,172.23,,1000280
N1,link,,,22.84855556,91.54633333,0.739,172.23,,1000281
N1,bridge,A,,22.84855556,91.54633333,8.5,172.969,,1000282
N1,link,,,22.84525,91.54747222,0.381,172.969,,1000283
N1,bridge,A,,22.84525,91.54747222,3,173.35,,1000284
N1,link,,,22.84327778,91.54816667,0.235,173.35,,1000285
N1,bridge,A,,22.84327778,91.54816667,1.5,173.585,,1000286
N1,link,,,22.84091667,91.54888889,0.274,173.585,,1000287
N1,bridge,A,,22.84091667,91.54888889,3,173.859,,1000288
N1,link,,,22.84075,91.55013889,0.945,173.859,,1000289
N1,bridge,A,,22.84075,91.55013889,3,174.804,,1000290
N1,link,,,22.83041667,91.55061111,0.209,174.804,,1000291
N1,bridge,A,,22.83041667,91.55061111,4.5,175.013,,1000292
N1,link,,,22.82397222,91.55275,0.772,175.013,,1000293
N1,bridge,C,,22.82397222,91.55275,12.4,175.785,,1000294
N1,link,,,22.81125,91.55622222,1.462,175.785,,1000295
N1,bridge,B,,22.81125,91.55622222,9.5,177.247,,1000296
N1,link,,,22.79344444,91.56322222,2.116,177.247,,1000297
N1,bridge,A,,22.79344444,91.56322222,4.5,179.363,,1000298
N1,link,,,22.78136111,91.5695,1.487,179.363,,1000299
N1,bridge,B,,22.78136111,91.5695,23.2,180.85,,1000300
N1,link,,,22.77330556,91.57330556,0.975,180.85,,1000301
N1,bridge,A,,22.77330556,91.57330556,6,181.825,,1000302
N1,link,,,22.76938889,91.57552778,0.493,181.825,,1000303
N1,bridge,A,,22.76938889,91.57552778,9.7,182.318,,1000304
N1,link,,,22.76222222,91.58105556,0.978,182.318,,1000305
N1,bridge,A,,22.76222222,91.58105556,4,183.296,,1000306
N1,link,,,22.75266667,91.58927778,1.358,183.296,,1000307
N1,bridge,A,,22.75266667,91.58927778,12.9,184.654,,1000308
N1,link,,,22.74969444,91.59155556,0.404,184.654,,1000309
N1,bridge,A,,22.74969444,91.59155556,3,185.058,,1000310
N1,link,,,22.74330556,91.59497222,0.784,185.058,,1000311
N1,bridge,B,,22.74330556,91.59497222,8.1,185.842,,1000312
N1,link,,,22.72211111,91.603,2.508,185.842,,1000313
N1,bridge,A,,22.72211111,91.603,3,188.35,,1000314
N1,link,,,22.71652778,91.60644444,0.708,188.35,,1000315
N1,bridge,A,,22.71652778,91.60644444,3,189.058,,1000316
N1,link,,,22.716,91.60691667,0.072,189.058,,1000317
N1,bridge,A,,22.716,91.60691667,3,189.13,,1000318
N1,link,,,22.71238889,91.60902778,0.45,189.13,,1000319
N1,bridge,C,,22.71238889,91.60902778,19.2,189.58,,1000320
N1,link,,,22.70019444,91.61541667,1.527,189.58,,1000321
N1,bridge,A,,22.70019444,91.61541667,19.2,191.107,,1000322
N1,link,,,22.68955556,91.62080556,1.301,191.107,,1000323
N1,bridge,A,,22.68955556,91.62080556,4.2,192.408,,1000324
N1,link,,,22.68508333,91.62280556,0.542,192.408,,1000325
N1,bridge,A,,22.68508333,91.62280556,3.2,192.95,,1000326
N1,link,,,22.67516667,91.62741667,1.199,192.95,,1000327
N1,bridge,A,,22.67516667,91.62741667,6,194.149,,1000328
N1,link,,,22.66791667,91.63005556,0.849,194.149,,1000329
N1,bridge,A,,22.66791667,91.63005556,3,194.998,,1000330
N1,link,,,22.66372222,91.63208333,0.503,194.998,,1000331
N1,bridge,A,,22.66372222,91.63208333,3,195.501,,1000332
N1,link,,,22.65977778,91.63494444,0.537,195.501,,1000333
N1,bridge,A,,22.65977778,91.63494444,3,196.038,,1000334
N1,link,,,22.65277778,91.63905556,0.887,196.038,,1000335
N1,bridge,A,,22.65277778,91.63905556,3.1,196.925,,1000336
N1,link,,,22.64897222,91.641,0.465,196.925,,1000337
N1,bridge,A,,22.64897222,91.641,4.6,197.39,,1000338
N1,link,,,22.64533333,91.64297222,0.456,197.39,,1000339
N1,bridge,A,,22.64533333,91.64297222,12.4,197.846,,1000340
N1,link,,,22.63388889,91.64936111,1.433,197.846,,1000341
N1,bridge,A,,22.63388889,91.64936111,3,199.279,,1000342
N1,link,,,22.63202778,91.65027778,0.223,199.279,,1000343
N1,bridge,A,,22.63202778,91.65027778,3,199.502,,1000344
N1,link,,,22.62591667,91.654,0.775,199.502,,1000345
N1,bridge,A,,22.62591667,91.654,3,200.277,,1000346
N1,link,,,22.6235,91.65538889,0.298,200.277,,1000347
N1,bridge,B,,22.6235,91.65538889,6.1,200.575,,1000348
N1,link,,,22.62086111,91.65697222,0.343,200.575,,1000349
N1,bridge,A,,22.62086111,91.65697222,3,200.918,,1000350
N1,link,,,22.61619444,91.65997222,0.602,200.918,,1000351
N1,bridge,A,,22.61619444,91.65997222,3,201.52,,1000352
N1,link,,,22.61236111,91.66208333,0.479,201.52,,1000353
N1,bridge,A,,22.61236111,91.66208333,4.6,201.999,,1000354
N1,link,,,22.60883333,91.66405556,0.436,201.999,,1000355
N1,bridge,A,,22.60883333,91.66405556,3,202.435,,1000356
N1,link,,,22.60094444,91.66930556,1.022,202.435,,1000357
N1,bridge,A,,22.60094444,91.66930556,2.95,203.457,,1000358
N1,link,,,22.5995,91.67025,0.194,203.457,,1000359
N1,bridge,B,,22.5995,91.67025,4.5,203.651,,1000360
N1,link,,,22.59417778,91.67373333,0.691,203.651,,1000361
N1,bridge,B,,22.59417778,91.67373333,9.3,204.342,,1000362
N1,link,,,22.59055556,91.67541667,0.423,204.342,,1000363
N1,bridge,A,,22.59055556,91.67541667,4.5,204.765,,1000364
N1,link,,,22.58363889,91.67844444,0.85,204.765,,1000365
N1,bridge,C,,22.58363889,91.67844444,22.25,205.615,,1000366
N1,link,,,22.57797222,91.68108333,0.685,205.615,,1000367
N1,bridge,A,,22.57797222,91.68108333,2.5,206.3,,1000368
N1,link,,,22.57319444,91.68305556,0.566,206.3,,1000369
N1,bridge,A,,22.57319444,91.68305556,10.2,206.866,,1000370
N1,link,,,22.56677778,91.68513889,0.774,206.866,,1000371
N1,bridge,A,,22.56677778,91.68513889,3,207.64,,1000372
N1,link,,,22.56408333,91.68586111,0.273,207.64,,1000373
N1,bridge,A,,22.56408333,91.68586111,8.2,207.913,,1000374
N1,link,,,22.56247222,91.68630556,0.187,207.913,,1000375
N1,bridge,A,,22.56247222,91.68630556,4.5,208.1,,1000376
N1,link,,,22.55405556,91.68844444,0.924,208.1,,1000377
N1,bridge,A,,22.55405556,91.68844444,4.1,209.024,,1000378
N1,link,,,23.55033333,91.69022222,0.49,209.024,,1000379
N1,bridge,B,,23.55033333,91.69022222,21.6,209.514,,1000380
N1,link,,,22.54311111,91.69475,0.962,209.514,,1000381
N1,bridge,A,,22.54311111,91.69475,3,210.476,,1000382
N1,link,,,22.53991667,91.69605556,0.3,210.476,,1000383
N1,bridge,A,,22.53991667,91.69605556,5.2,210.776,,1000384
N1,link,,,22.53477778,91.69827778,0.657,210.776,,1000385
N1,bridge,A,,22.53477778,91.69827778,8.2,211.433,,1000386
N1,link,,,22.52613889,91.70247222,1.05,211.433,,1000387
N1,bridge,A,,22.52613889,91.70247222,3,212.483,,1000388
N1,link,,,22.52072222,91.70813889,0.903,212.483,,1000389
N1,bridge,B,,22.52072222,91.70813889,16.3,213.386,,1000390
N1,link,,,22.5165556,91.7065833,1.421,213.386,,1000391
N1,bridge,A,,22.5165556,91.7065833,41.11,214.807,,1000392
N1,link,,,22.50308333,91.71322222,0.66,214.807,,1000393
N1,bridge,A,,22.50308333,91.71322222,4.5,215.467,,1000394
N1,link,,,22.49613889,91.71594444,0.729,215.467,,1000395
N1,bridge,A,,22.49613889,91.71594444,17.6,216.196,,1000396
N1,link,,,22.48691667,91.71927778,1.181,216.196,,1000397
N1,bridge,B,,22.48691667,91.71927778,3,217.377,,1000398
N1,link,,,22.48194444,91.72019444,0.565,217.377,,1000399
N1,bridge,A,,22.48194444,91.72019444,4.5,217.942,,1000400
N1,link,,,22.46908915,91.72049996,0.499,217.942,,1000401
N1,bridge,D,,22.46908915,91.72049996,24.33,218.441,,1000402
N1,link,,,22.46938889,91.72505556,0.986,218.441,,1000403
N1,bridge,A,,22.46938889,91.72505556,6,219.427,,1000404
N1,link,,,22.46243864,91.7285307,1.298,219.427,,1000405
N1,bridge,D,,22.46243864,91.7285307,24.32,220.725,,1000406
N1,link,,,22.44508333,91.73602778,1.632,220.725,,1000407
N1,bridge,A,,22.44508333,91.73602778,3,222.357,,1000408
N1,link,,,22.44205556,91.73688889,0.33,222.357,,1000409
N1,bridge,C,,22.44205556,91.73688889,26.3,222.687,,1000410
N1,link,,,22.43330556,91.74030556,1.056,222.687,,1000411
N1,bridge,A,,22.43330556,91.74030556,3,223.743,,1000412
N1,link,,,22.43072222,91.74147222,0.31,223.743,,1000413
N1,bridge,A,,22.43072222,91.74147222,40,224.053,,1000414
N1,link,,,22.41855556,91.75044444,1.649,224.053,,1000415
N1,bridge,B,,22.41855556,91.75044444,35.1,225.702,,1000416
N1,link,,,22.39783333,91.75766667,2.327,225.702,,1000417
N1,bridge,A,,22.39783333,91.75766667,5,228.029,,1000418
N1,link,,,22.39208333,91.75922222,0.768,228.029,,1000419
N1,bridge,A,,22.39208333,91.75922222,3,228.797,,1000420
N1,link,,,22.38877778,91.76058333,0.406,228.797,,1000421
