road,model_type,condition,name,lat,lon,length,chainage,road name2,id
N1,bridge,A,KHURULIA CULVERT,21.42738889,92.06077778,206,377.189,,1000774
N1,link,,link_388,21.42783333,92.05822222,599,377.189,,1000775
N1,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.42783333,92.05822222,1456,377.519,,1000776
N1,link,,link_389,21.42808333,92.05538889,1528,377.519,,1000777
N1,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.42808333,92.05538889,251,377.753,,1000778
N1,link,,link_390,21.42816667,92.05286111,815,377.753,,1000779
N1,bridge,A,KHURULIA CHAIRMAN PARA BOX CULVERT,21.42816667,92.05286111,234,378.02,,1000780
N1,link,,link_391,21.42763889,92.04841667,430,378.02,,1000781
N1,bridge,A,SARKAR PARA BRIDGE,21.42763889,92.04841667,1060,378.492,,1000782
N1,link,,link_392,21.42966667,92.04397222,828,378.492,,1000783
N1,bridge,A,WEST DOVGE BOX CULVERT,21.42966667,92.04397222,569,379.004,,1000784
N1,link,,link_393,21.42980556,92.03947222,2136,379.004,,1000785
N1,bridge,A,MUKTAR KUL,21.42980556,92.03947222,443,379.504,,1000786
N1,link,,link_394,21.42938889,92.03158333,485,379.504,,1000787
N1,bridge,A,BAKKHALI BRIDGE,21.42938889,92.03158333,760,380.346,,1000788
N1,link,,link_395,21.43019444,92.03008333,366,380.346,,1000789
N1,bridge,A,MOHURI RARA BOX,21.43019444,92.03008333,365,380.615,,1000790
N1,link,,link_396,21.42994444,92.02794444,752,380.615,,1000791
N1,bridge,A,RABAR DAM BOX,21.42994444,92.02794444,622,380.759,,1000792
N1,link,,link_397,21.42616667,92.02366667,1122,380.759,,1000793
N1,bridge,A,LINK ROAD CULVERT,21.42616667,92.02366667,329,381.374,,1000794
N1,link,,link_398,21.42263889,92.02758333,237,381.374,,1000795
N1,bridge,C,BESIC AREA,21.42263889,92.02758333,416,381.985,,1000796
N1,link,,link_399,21.42219444,92.02794444,2164,381.985,,1000797
N1,bridge,C,BASIC ARIA (1),21.42219444,92.02794444,76,382.055,,1000798
N1,link,,link_400,21.41927778,92.03236111,370,382.055,,1000799
N1,bridge,C,KAMBIR GONA,21.41927778,92.03236111,617,382.649,,1000800
N1,link,,link_401,21.41638889,92.03533333,700,382.649,,1000801
N1,bridge,B,HAMBIR GONA (1),21.41638889,92.03533333,1599,383.098,,1000802
N1,link,,link_402,21.41566667,92.03675,533,383.098,,1000803
N1,bridge,C,HAMBIR GONA-(2),21.41566667,92.03675,437,383.269,,1000804
N1,link,,link_403,21.41361111,92.03938889,282,383.269,,1000805
N1,bridge,A,KANAR PARA,21.41361111,92.03938889,344,383.632,,1000806
N1,link,,link_404,21.41213889,92.04227778,622,383.632,,1000807
N1,bridge,A,SHORAR COOL,21.41213889,92.04227778,297,384.001,,1000808
N1,link,,link_405,21.41061111,92.04522222,401,384.001,,1000809
N1,bridge,B,SOUTH MITTA CHORI,21.41061111,92.04522222,694,384.358,,1000810
N1,link,,link_406,21.41027778,92.03403611,588,384.358,,1000811
N1,bridge,B,SOUTH MITHACHARI,21.41027778,92.03403611,6552,384.788,,1000812
N1,link,,link_407,21.41036111,92.05075,1411,384.788,,1000813
N1,bridge,A,SOUTH MITHACHARI,21.41036111,92.05075,9953,384.978,,1000814
N1,link,,link_408,22.40963889,92.05255556,18,384.978,,1000815
N1,bridge,A,SOUTH MITTA CULVERT,22.40963889,92.05255556,698,385.237,,1000816
N1,link,,link_409,21.40797222,92.05605556,1186,385.237,,1000817
N1,bridge,A,SOUTH MITHACHARI,21.40797222,92.05605556,967,385.614,,1000818
N1,link,,link_410,22.40694444,92.05688889,1344,385.614,,1000819
N1,bridge,A,SOUTH MITHACHARI,22.40694444,92.05688889,513,385.78,,1000820
N1,link,,link_411,21.40597222,92.05944444,948,385.78,,1000821
N1,bridge,D,SHAMMOTI PARA,21.40597222,92.05944444,828,386.07,,1000822
N1,link,,link_412,21.40394444,92.06272222,978,386.07,,1000823
N1,bridge,A,CHALATOLI,21.40394444,92.06272222,951,386.494,,1000824
N1,link,,link_413,21.40102778,92.066,619,386.494,,1000825
N1,bridge,A,CHALIYATOLI,21.40102778,92.066,654,386.968,,1000826
N1,link,,link_414,21.39852778,92.06663889,976,386.968,,1000827
N1,bridge,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.39852778,92.06663889,1412,387.23,,1000828
N1,link,,link_415,21.39777778,92.06694444,644,387.23,,1000829
N1,bridge,C,CHALIYA TOLI -2 ARCH MASONRY,21.39777778,92.06694444,508,387.398,,1000830
N1,link,,link_416,21.39341667,92.06825,399,387.398,,1000831
N1,bridge,A,PANCHORI,21.39341667,92.06825,3335,387.843,,1000832
N1,link,,link_417,21.389,92.06869444,501,387.843,,1000833
N1,bridge,C,PANCHORA STEEL BEAM AND RCC SLAB,21.389,92.06869444,1571,388.328,,1000834
N1,link,,link_418,21.38744444,92.06972222,512,388.328,,1000835
N1,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.38744444,92.06972222,253,388.565,,1000836
N1,link,,link_419,21.38586111,92.07027778,1690,388.565,,1000837
N1,bridge,B,PANCHARA SLAB CULVERT,21.38586111,92.07027778,2236,388.733,,1000838
N1,link,,link_420,21.38519444,92.07041667,360,388.733,,1000839
N1,bridge,C,PANCHARA SLAB CULVERT,21.38519444,92.07041667,923,388.886,,1000840
N1,link,,link_421,21.38455556,92.07058333,534,388.886,,1000841
N1,bridge,C,PANCHARA SLAB CULVERT,21.38455556,92.07058333,588,388.956,,1000842
N1,link,,link_422,21.38255556,92.07133333,405,388.956,,1000843
N1,bridge,B,PANAR CHORA SLAB CULVERT,21.38255556,92.07133333,333,389.101,,1000844
N1,link,,link_423,21.38144444,92.071,893,389.101,,1000845
N1,bridge,B,PANCHORI SLAB CULVERT,21.38144444,92.071,348,389.258,,1000846
N1,link,,link_424,21.38127778,92.07119444,525,389.258,,1000847
N1,bridge,A,PANCHARA SLAB CULVERT,21.38127778,92.07119444,450,389.282,,1000848
N1,link,,link_425,21.37886111,92.07019444,255,389.282,,1000849
N1,bridge,A,PANCHORI,21.37886111,92.07019444,556,389.538,,1000850
N1,link,,link_426,21.37852778,92.07027778,359,389.538,,1000851
N1,bridge,B,DALA -2 SLAB CULVERT,21.37852778,92.07027778,419,389.684,,1000852
N1,link,,link_427,21.37722222,92.07058333,357,389.684,,1000853
N1,bridge,A,DALA-2 SLAB CULVERT,21.37722222,92.07058333,488,389.724,,1000854
N1,link,,link_428,21.37661111,92.07180556,525,389.724,,1000855
N1,bridge,C,DALA-3 SLAB CULVERT,21.37661111,92.07180556,751,389.899,,1000856
N1,link,,link_429,21.37533333,92.07275,877,389.899,,1000857
N1,bridge,A,DALA SLAB CULVERT,21.37533333,92.07275,780,390.047,,1000858
N1,link,,link_430,21.37483333,92.07358333,399,390.047,,1000859
N1,bridge,A,DALA SLAB CULVERT,21.37483333,92.07358333,181,390.142,,1000860
N1,link,,link_431,21.37433333,92.07538889,254,390.142,,1000861
N1,bridge,C,DHALLA SLAB CULVERT,21.37433333,92.07538889,619,390.356,,1000862
N1,link,,link_432,21.37405556,92.07652778,880,390.356,,1000863
N1,bridge,A,PANAR CHORI SLAB CULVERT,21.37405556,92.07652778,1071,390.506,,1000864
N1,link,,link_433,21.37325,92.07730556,420,390.506,,1000865
N1,bridge,A,PANAR HORA SLAB CULVERT,21.37325,92.07730556,1485,390.595,,1000866
N1,link,,link_434,21.37152778,92.07841667,736,390.595,,1000867
N1,bridge,C,PANCR CHAR SLAB CULVERT,21.37152778,92.07841667,1113,390.814,,1000868
N1,link,,link_435,21.36972222,92.07966667,502,390.814,,1000869
N1,bridge,C,TULA BAGAN SLAB CULVERT,21.36972222,92.07966667,763,391.031,,1000870
N1,link,,link_436,21.36783333,92.08027778,763,391.031,,1000871
N1,bridge,A,TULA BAGAN BOX CULVERT,21.36783333,92.08027778,430,391.255,,1000872
N1,link,,link_437,21.36758333,92.08069444,420,391.255,,1000873
N1,bridge,A,TELA BAGAN SLAB CULVERT,21.36758333,92.08069444,592,391.373,,1000874
N1,link,,link_438,21.36566667,92.08136111,163,391.373,,1000875
N1,bridge,A,TULA BAGAN.,21.36566667,92.08136111,389,391.521,,1000876
N1,link,,link_439,21.36430556,92.08144444,924,391.521,,1000877
N1,bridge,B,PARARHORA CULVERT,21.36430556,92.08144444,77,391.664,,1000878
N1,link,,link_440,21.36158333,92.08066667,257,391.664,,1000879
N1,bridge,C,TULA BAGUN,21.36158333,92.08066667,205,391.997,,1000880
N1,link,,link_441,21.36141667,92.08011111,936,391.997,,1000881
N1,bridge,B,TULA BAGAN,21.36141667,92.08011111,472,392.093,,1000882
N1,link,,link_442,21.3585,92.07908333,744,392.093,,1000883
N1,bridge,B,TOLA BAGAN,21.3585,92.07908333,1310,392.422,,1000884
N1,link,,link_443,21.35738889,92.07911111,479,392.422,,1000885
N1,bridge,A,TULA BAGAN,21.35738889,92.07911111,1321,392.526,,1000886
N1,link,,link_444,21.35630556,92.07905556,497,392.526,,1000887
N1,bridge,A,NORTH-CONIAPARA,21.35630556,92.07905556,1864,392.619,,1000888
N1,link,,link_445,21.35536111,92.07919444,649,392.619,,1000889
N1,bridge,C,NORTH CONIAPARA,21.35536111,92.07919444,305,392.742,,1000890
N1,link,,link_446,21.35286111,92.07838889,719,392.742,,1000891
N1,bridge,A,NORTH CONIA PARA BOX CULVERT,21.35286111,92.07838889,550,393.038,,1000892
N1,link,,link_447,21.41025,92.0480552,792,393.038,,1000893
N1,bridge,C,Modomconiara,21.41025,92.0480552,67,393.764,,1000894
N1,link,,link_448,21.34169444,92.079,6,393.764,,1000895
N1,bridge,C,CONIA PARA,21.34169444,92.079,131,394.307,,1000896
N1,link,,link_449,21.33827778,92.07869444,350,394.307,,1000897
N1,bridge,A,KHONIA POLONG,21.33827778,92.07869444,89,394.681,,1000898
N1,link,,link_450,21.33125,92.07927778,1748,394.681,,1000899
N1,bridge,B,KHONIA POLONG.,21.33125,92.07927778,231,395.328,,1000900
N1,link,,link_451,21.32983333,92.07883333,1595,395.328,,1000901
N1,bridge,C,DOA PATONG,21.32983333,92.07883333,10,395.64,,1000902
N1,link,,link_452,21.32411111,92.08536111,501,395.64,,1000903
N1,bridge,C,JASOYA PALONG,21.32411111,92.08536111,42,396.596,,1000904
N1,link,,link_453,21.32061111,92.09008333,660,396.596,,1000905
N1,bridge,C,JASOYA PALONG RCC GIDER BRIDGE,21.32061111,92.09008333,273,397.144,,1000906
N1,link,,link_454,21.318,92.09211111,257,397.144,,1000907
N1,bridge,D,MORICHIA,21.318,92.09211111,606,397.591,,1000908
N1,link,,link_455,21.31755556,92.09294444,425,397.591,,1000909
N1,bridge,B,Jasoya check post.,21.31755556,92.09294444,766,397.679,,1000910
N1,link,,link_456,21.31252778,92.09627778,270,397.679,,1000911
N1,bridge,C,MARIECHA BAZAR,21.31252778,92.09627778,1093,398.406,,1000912
N1,link,,link_457,21.30394444,92.09675,998,398.406,,1000913
N1,bridge,B,MORICHIA PALONG,21.30394444,92.09675,598,399.452,,1000914
N1,link,,link_458,21.29891667,92.09766667,22,399.452,,1000915
N1,bridge,C,MORICHIA PALONG,21.29891667,92.09766667,1054,400.027,,1000916
N1,link,,link_459,21.2955,92.09947222,409,400.027,,1000917
N1,bridge,D,SHAPUR STEEL BEAM AND RCC SLAB,21.2955,92.09947222,1578,400.46,,1000918
N1,link,,link_460,21.28405556,92.10058333,479,400.46,,1000919
N1,bridge,A,SHAPUR,21.28405556,92.10058333,949,401.752,,1000920
N1,link,,link_461,21.28283333,92.10069444,1404,401.752,,1000921
N1,bridge,B,COTBAZR MUSLIM HOS,21.28283333,92.10069444,541,401.89,,1000922
N1,link,,link_462,21.27919444,92.10202778,1001,401.89,,1000923
N1,bridge,A,COURT BAZAR,21.27919444,92.10202778,977,402.323,,1000924
N1,link,,link_463,21.26952778,92.10675,758,402.323,,1000925
N1,bridge,A,RATNAPALANG,21.26952778,92.10675,540,403.495,,1000926
N1,link,,link_464,21.26961111,92.10677778,912,403.495,,1000927
N1,bridge,A,CHADIRIKHANA,21.26961111,92.10677778,694,403.509,,1000928
N1,link,,link_465,21.268,92.10872222,510,403.509,,1000929
N1,bridge,A,CHADIRIKHANA,21.268,92.10872222,12,403.79,,1000930
N1,link,,link_466,21.26466667,92.1135,905,403.79,,1000931
N1,bridge,C,EJILA,21.26466667,92.1135,626,404.393,,1000932
N1,link,,link_467,21.2645,92.11430556,985,404.393,,1000933
N1,bridge,C,HIZOLIA BRIDGE,21.2645,92.11430556,1001,404.487,,1000934
N1,link,,link_468,21.26233333,92.11616667,489,404.487,,1000935
N1,bridge,C,MODDO RAJAPALONG,21.26233333,92.11616667,418,404.774,,1000936
N1,link,,link_469,21.25638889,92.12294444,661,404.774,,1000937
N1,bridge,C,JADIMURA BRIDGE,21.25638889,92.12294444,410,405.728,,1000938
N1,link,,link_470,21.25516667,92.12416667,405,405.728,,1000939
N1,bridge,A,JADI MORA (2) CULVERT,21.25516667,92.12416667,28,405.969,,1000940
N1,link,,link_471,21.25397222,92.12644444,2344,405.969,,1000941
N1,bridge,A,JADIMORA (3),21.25397222,92.12644444,964,406.218,,1000942
N1,link,,link_472,21.25188889,92.12927778,1337,406.218,,1000943
N1,bridge,A,JADIMORA (1),21.25188889,92.12927778,502,406.517,,1000944
N1,link,,link_473,21.25063889,92.13083333,531,406.517,,1000945
N1,bridge,C,WEST OGALA,21.25063889,92.13083333,843,406.791,,1000946
N1,link,,link_474,21.24805556,92.13419444,1257,406.791,,1000947
N1,bridge,C,OKYIA STATION,21.24805556,92.13419444,509,407.239,,1000948
N1,link,,link_475,21.24519444,92.13833333,413,407.239,,1000949
N1,bridge,C,UKLIA-SHAHABMARKAT,21.24519444,92.13833333,839,407.785,,1000950
N1,link,,link_476,21.24213889,92.1415,746,407.785,,1000951
N1,bridge,B,UKHIYA BAZAR,21.24213889,92.1415,1057,408.235,,1000952
N1,link,,link_477,21.22613889,92.16119444,762,408.235,,1000953
N1,bridge,A,P. F PARA SLAB,21.22613889,92.16119444,1247,411.81,,1000954
N1,link,,link_478,21.22416667,92.16127778,932,411.81,,1000955
N1,bridge,C,KUTUB PALONG,21.22416667,92.16127778,1108,412.008,,1000956
N1,link,,link_479,21.21661111,92.16275,759,412.008,,1000957
N1,bridge,B,KUTU - PALONG MOSZID SLAB,21.21661111,92.16275,1063,412.931,,1000958
N1,link,,link_480,21.21472222,92.16452778,901,412.931,,1000959
N1,bridge,C,KOSHO - BINNA - BRIDGE,21.21472222,92.16452778,208,413.235,,1000960
N1,link,,link_481,21.21433333,92.16644444,201,413.235,,1000961
N1,bridge,C,KASHO - BINNAI SLAB,21.21433333,92.16644444,75,413.43,,1000962
N1,link,,link_482,21.21269444,92.16783333,316,413.43,,1000963
N1,bridge,A,KATU PALLANG SLAB,21.21269444,92.16783333,476,413.66,,1000964
N1,link,,link_483,21.21036111,92.16791667,198,413.66,,1000965
N1,bridge,A,KUTUNG PALANG SLAB,21.21036111,92.16791667,256,413.901,,1000966
N1,link,,link_484,21.20975,92.16841667,231,413.901,,1000967
N1,bridge,A,KOSUKONA,21.20975,92.16841667,219,414,,1000968
N1,link,,link_485,21.20116667,92.17044444,345,414,,1000969
N1,bridge,A,BALAKHALI TV CENTER,21.20116667,92.17044444,162,415.056,,1000970
N1,link,,link_486,21.19897222,92.17033333,301,415.056,,1000971
N1,bridge,A,BALUKHALI-2 SLAB,21.19897222,92.17033333,237,415.296,,1000972
N1,link,,link_487,21.19644444,92.17063889,470,415.296,,1000973
N1,bridge,A,BALUKHALI KASTOM,21.19644444,92.17063889,694,415.574,,1000974
N1,link,,link_488,21.19233333,92.16944444,652,415.574,,1000975
N1,bridge,A,BALUKHALI OLD BUS STAND,21.19233333,92.16944444,344,416.057,,1000976
N1,link,,link_489,21.19066667,92.16825,491,416.057,,1000977
N1,bridge,A,BAKUHHALI KASHAMIA,21.19066667,92.16825,428,416.354,,1000978
N1,link,,link_490,21.18661111,92.16388889,212,416.354,,1000979
N1,bridge,B,BALUKHALI,21.18661111,92.16388889,462,416.966,,1000980
N1,link,,link_491,21.18588889,92.16102778,146,416.966,,1000981
N1,bridge,D,BALUKHAKI,21.18588889,92.16102778,257,417.29,,1000982
N1,link,,link_492,21.17888889,92.15727778,463,417.29,,1000983
N1,bridge,A,GOGU GONA,21.17888889,92.15727778,650,418.231,,1000984
N1,link,,link_493,21.17413889,92.15555556,156,418.231,,1000985
N1,bridge,C,THANGKHALI BOX CULVERT,21.17413889,92.15555556,178,418.76,,1000986
N1,link,,link_494,21.17205556,92.15527778,218,418.76,,1000987
N1,bridge,B,THANG KHALI BOX CULVERT,21.17205556,92.15527778,285,419.036,,1000988
N1,link,,link_495,21.16975,92.15458333,452,419.036,,1000989
N1,bridge,C,THANG KHALI BRIDGE,21.16975,92.15458333,64,419.278,,1000990
N1,link,,link_496,21.17248281,92.15529403,123,419.278,,1000991
N1,bridge,A,Changkhali Bridge,21.17248281,92.15529403,430,419.63,,1000992
N1,link,,link_497,21.16502778,92.15230556,107,419.63,,1000993
N1,bridge,B,CHANG KHALI BRIDGE,21.16502778,92.15230556,455,419.88,,1000994
N1,link,,link_498,21.16272222,92.15213889,304,419.88,,1000995
N1,bridge,B,JAM TOLI BRIDGE,21.16272222,92.15213889,615,420.093,,1000996
N1,link,,link_499,21.16255556,92.15227778,349,420.093,,1000997
N1,bridge,A,JAM TOLI BOX CULVERT,21.16255556,92.15227778,330,420.18,,1000998
N1,link,,link_500,21.16030556,92.1525,383,420.18,,1000999
N1,bridge,B,DAIM PARA BRIDGE,21.16030556,92.1525,350,420.406,,1001000
N1,link,,link_501,21.15930556,92.15258333,302,420.406,,1001001
N1,bridge,C,DAIM PARA CULVERT,21.15930556,92.15258333,141,420.537,,1001002
N1,link,,link_502,21.15855556,92.15258333,439,420.537,,1001003
N1,bridge,A,DAIM PARA CULVERT,21.15855556,92.15258333,245,420.606,,1001004
N1,link,,link_503,21.15558333,92.15266667,411,420.606,,1001005
N1,bridge,C,DAIM PARA CULVERT,21.15558333,92.15266667,827,420.952,,1001006
N1,link,,link_504,21.15383333,92.15277778,79,420.952,,1001007
N1,bridge,A,DAIM PARA CULVERT,21.15383333,92.15277778,220,421.156,,1001008
N1,link,,link_505,21.15216667,92.1535,1025,421.156,,1001009
N1,bridge,C,PALONG KHALI CULVERT,21.15216667,92.1535,460,421.358,,1001010
N1,link,,link_506,21.14733333,92.15744444,187,421.358,,1001011
N1,bridge,C,PALONG KHALI BAZAR (1),21.14733333,92.15744444,220,422.081,,1001012
N1,link,,link_507,21.2152778,92.1649722,763,422.081,,1001013
N1,bridge,C,Palong Khali Bazar Bridge,21.2152778,92.1649722,535,422.447,,1001014
N1,link,,link_508,21.14155556,92.15988889,1290,422.447,,1001015
N1,bridge,C,PALONG KHALI RCC GIDER BRIDGE,21.14155556,92.15988889,1015,422.784,,1001016
N1,link,,link_509,21.13813889,92.16488889,522,422.784,,1001017
N1,bridge,B,KARUN TOLI RCC GIDER BRIDGE,21.13813889,92.16488889,483,423.442,,1001018
N1,link,,link_510,21.13780556,92.16708333,502,423.442,,1001019
N1,bridge,C,GIRA TALI RCC GIDER BRIDGE,21.13780556,92.16708333,502,423.67,,1001020
N1,link,,link_511,21.13761111,92.16822222,502,423.67,,1001021
N1,bridge,A,GIVATOLI RCC GIDER BRIDGE,21.13761111,92.16822222,629,423.804,,1001022
N1,link,,link_512,21.13727778,92.17063889,402,423.804,,1001023
N1,bridge,A,GIVA TOLI RCC GIDER BRIDGE,21.13727778,92.17063889,505,424.075,,1001024
N1,link,,link_513,21.13711111,92.17272222,73,424.075,,1001025
N1,bridge,A,GIVA TOLI BOX CULVERT,21.13711111,92.17272222,1530,424.271,,1001026
N1,link,,link_514,21.13694444,92.17372222,1234,424.271,,1001027
N1,bridge,C,GIVATOLI RCC GIDER BRIDGE,21.13694444,92.17372222,267,424.395,,1001028
N1,link,,link_515,21.1965552,92.1708604,664,424.395,,1001029
N1,bridge,D,Kata Khali Bridge,21.1965552,92.1708604,884,424.577,,1001030
N1,link,,link_516,21.13544444,92.17708333,133,424.577,,1001031
N1,bridge,C,ULI BANIA BOX CULVERT,21.13544444,92.17708333,282,424.783,,1001032
N1,link,,link_517,21.05016667,92.18075,297,424.783,,1001033
N1,bridge,B,KHARA KANDI RCC GIDER BRIDGE,21.05016667,92.18075,494,425.267,,1001034
N1,link,,link_518,21.16638889,92.18227778,261,425.267,,1001035
N1,bridge,A,ULUBANIA RCC GIDER BRIDGE,21.16638889,92.18227778,747,425.455,,1001036
N1,link,,link_519,21.13213889,92.18455556,808,425.455,,1001037
N1,bridge,C,ULIBANIA BOX CULVERT,21.13213889,92.18455556,526,425.715,,1001038
N1,link,,link_520,21.131,92.18569444,548,425.715,,1001039
N1,bridge,A,DMONIR GONA RCC GIDER BRIDGE,21.131,92.18569444,755,425.882,,1001040
N1,link,,link_521,21.12677778,92.19027778,342,425.882,,1001041
N1,bridge,B,BALUR KHALI -(1) RCC GIDER BRIDGE,21.12677778,92.19027778,133,426.555,,1001042
N1,link,,link_522,21.12422222,92.19186111,272,426.555,,1001043
N1,bridge,C,BALU KHALI -2 BOX CULVERT,21.12422222,92.19186111,301,426.881,,1001044
N1,link,,link_523,21.12419444,92.19188889,338,426.881,,1001045
N1,bridge,B,BALU KHALI-3 BOX CULVERT,21.12419444,92.19188889,303,426.915,,1001046
N1,link,,link_524,21.12313889,92.19252778,615,426.915,,1001047
N1,bridge,A,W HIME KANG BOX CULVERT,21.12313889,92.19252778,264,427.041,,1001048
N1,link,,link_525,21.12213889,92.19316667,914,427.041,,1001049
N1,bridge,A,WHIKE KANG BOX CULVERT,21.12213889,92.19316667,636,427.154,,1001050
N1,link,,link_526,21.12141667,92.19355556,598,427.154,,1001051
N1,bridge,B,WHIKE KANG BOX CULVERT,21.12141667,92.19355556,537,427.231,,1001052
N1,link,,link_527,21.11905556,92.196,550,427.231,,1001053
N1,bridge,A,wheke kang (1),21.11905556,92.196,1086,427.622,,1001054
N1,link,,link_528,21.11755556,92.19655556,324,427.622,,1001055
N1,bridge,A,WHIKE KANG BRIDGE,21.11755556,92.19655556,412,427.804,,1001056
N1,link,,link_529,21.11669444,92.19686111,202,427.804,,1001057
N1,bridge,C,MOA EX-KANG-BAZAR,21.11669444,92.19686111,320,427.918,,1001058
N1,link,,link_530,21.11619444,92.19694444,418,427.918,,1001059
N1,bridge,A,HOA EX KANG BAZAE,21.11619444,92.19694444,292,427.969,,1001060
N1,link,,link_531,21.11580556,92.197,182,427.969,,1001061
N1,bridge,C,HOACX KANG BARAR,21.11580556,92.197,272,428.095,,1001062
N1,link,,link_532,21.11175,92.20075,744,428.095,,1001063
N1,bridge,A,AMTULI BOX CULVERT,21.11175,92.20075,115,428.578,,1001064
N1,link,,link_533,21.11011111,92.20322222,196,428.578,,1001065
N1,bridge,A,TASSI-PARA BAR,21.11011111,92.20322222,155,428.89,,1001066
N1,link,,link_534,21.10894444,92.20455556,159,428.89,,1001067
N1,bridge,B,TAS SE BRIDGE HOANGK,21.10894444,92.20455556,256,429.081,,1001068
N1,link,,link_535,21.10633333,92.20702778,200,429.081,,1001069
N1,bridge,A,LAMBA-BIL PORA,21.10633333,92.20702778,175,429.491,,1001070
N1,link,,link_536,21.10533333,92.20741667,143,429.491,,1001071
N1,bridge,A,LAMBABIL MIDDLE PARA,21.10533333,92.20741667,213,429.615,,1001072
N1,link,,link_537,21.10447222,92.2075,346,429.615,,1001073
N1,bridge,A,LAMBABIL MIDDLE,21.10447222,92.2075,545,429.719,,1001074
N1,link,,link_538,21.10261111,92.20777778,45,429.719,,1001075
N1,bridge,A,LAMBA - BIL - (1) BOX CULVERT,21.10261111,92.20777778,344,429.912,,1001076
N1,link,,link_539,21.10130556,92.20794444,329,429.912,,1001077
N1,bridge,A,LAM BA BIL (2) BOX CULVERT,21.10130556,92.20794444,137,430.072,,1001078
N1,link,,link_540,21.09958333,92.20916667,165,430.072,,1001079
N1,bridge,A,LAMBA BIL (3) BOX CULVERT,21.09958333,92.20916667,566,430.287,,1001080
N1,link,,link_541,21.09727778,92.21061111,52,430.287,,1001081
N1,bridge,C,LAMBA BIL BOX,21.09727778,92.21061111,238,430.582,,1001082
N1,link,,link_542,21.09402778,92.21177778,168,430.582,,1001083
N1,bridge,A,UNCHI - PRANG BRIDGE,21.09402778,92.21177778,265,430.978,,1001084
N1,link,,link_543,21.09236111,92.21227778,158,430.978,,1001085
N1,bridge,A,ON SIFAPAING BOX CULVERT,21.09236111,92.21227778,346,431.167,,1001086
N1,link,,link_544,21.09022222,92.21297222,97,431.167,,1001087
N1,bridge,A,UNCHING OPLONG CULVERT (1),21.09022222,92.21297222,549,431.398,,1001088
N1,link,,link_545,21.08652778,92.21505556,437,431.398,,1001089
N1,bridge,A,KUTUB DIA PARA (1) CULVERT,21.08652778,92.21505556,237,431.877,,1001090
N1,link,,link_546,21.08613889,92.21530556,532,431.877,,1001091
N1,bridge,A,KUTUB DIA PARA CULVERT,21.08613889,92.21530556,276,431.946,,1001092
N1,link,,link_547,21.08391667,92.21627778,235,431.946,,1001093
N1,bridge,A,KUTUB - DIA PARA (3),21.08391667,92.21627778,118,432.19,,1001094
N1,link,,link_548,21.082,92.21675,123,432.19,,1001095
N1,bridge,A,KANGOR PARA,21.082,92.21675,148,432.411,,1001096
N1,link,,link_549,21.07980556,92.21713889,80,432.411,,1001097
N1,bridge,A,KANGOR PARA MOZGID,21.07980556,92.21713889,117,432.62,,1001098
N1,link,,link_550,21.07844444,92.21883333,249,432.62,,1001099
