road,type,condition,name,lat,lon,length
N1,PC Girder Bridge,C,SRIMI BRIDGE,22.2866666666666,91.9911388888888,60.5
N1,PC Girder Bridge,B,Srimi Bridge,22.3137778,91.9322216,61.0
N1,Box Culvert,B,KOMOLMUNSHE HAT BOX CULVERT,22.2820833333333,91.9987222222222,14.0
N1,Box Culvert,A,KHORNA CULVERT,22.2725277777777,92.0056944444444,3.0
N1,RCC Girder Bridge,C,KHORNA BVS STATION,22.2620555555555,92.0072222222222,14.8
N1,RCC Girder Bridge,B,Korna Bridge,22.2615671675213,92.0072736555555,15.2
N1,Box Culvert,C,AJIMPUR CUL,22.2600555555555,92.0076666666666,9.8
N1,Box Culvert,A,MOJAFFARABAD,22.2558055555555,92.0094166666666,9.2
N1,Box Culvert,A,MOJAFFORABAD BOX CULVERT,22.2536111111111,92.0115277777777,6.0
N1,Box Culvert,A,MOJAFFORABAD,22.2494722222222,92.0152222222222,9.4
N1,Box Culvert,A,ROWSONAT CUL,22.2410555555555,92.0215555555555,14.0
N1,Box Culvert,A,KANCHANAGAR CUL,22.23725,92.0230277777777,14.0
N1,Steel Beam & RCC Slab,B,KHANCHANAGAR BADAMTOLA,22.2316944444444,92.0250277777777,12.6
N1,Steel Beam & RCC Slab,B,Kanchon Nagar Bridge,22.286583,91.9911108,12.7
N1,Box Culvert,B,NORTH JOARA PAKKAR DOKAN,22.2278333333333,92.0261388888889,9.4
N1,Box Culvert,A,GASBAREA BOX CULVERT,22.2240833333333,92.0271666666666,14.0
N1,Box Culvert,A,GASBAREA COLLEGE BOX CULVERT,22.2171388888888,92.0282222222222,9.2
N1,RCC Girder Bridge,C,MAZAR POINT BRIDGE,22.2086388888888,92.0356388888888,50.4
N1,RCC Girder Bridge,D,Mazar Point Bridge,22.2622222,92.0070556,50.8
N1,Box Culvert,B,KHOLGHAR CUL,22.2060833333333,92.0370277777777,9.2
N1,Box Culvert,B,NOYARHAT,22.17525,92.0528611111111,12.3
N1,RCC Girder Bridge,B,Sangu Bridge,22.2084444,92.0356663,211.0
N1,RCC Girder Bridge,C,SANGO BRIDGE DOMAJAR,22.1598611111111,92.0674444444444,211.3
N1,Box Culvert,A,KATGOR CULVERT,22.1509444444444,92.0695277777777,9.2
N1,Box Culvert,A,MOULOVER DOKAN,22.1379722222222,92.0697222222222,12.4
N1,Box Culvert,A,PATATR PULL CULVERT,22.1334722222222,92.0700277777777,15.4
N1,PC Girder Bridge,A,Pathanerpul Bridge,22.1299160285714,92.0706024714285,33.65
N1,PC Girder Bridge,A,PATANER PULL(BRIDGE),22.1306666666666,92.0704722222222,34.6
N1,RCC Girder Bridge,A,Noyakhalar Muk Bridge,22.1750827,92.0528611,27.9
N1,RCC Girder Bridge,A,NOYAKHALAR MUK,22.1277222222222,92.0711111111111,28.0
N1,Box Culvert,A,NOYAKHALARMUK,22.1238611111111,92.0717222222222,15.4
N1,Box Culvert,A,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,22.1206388888888,92.072,20.4
N1,Box Culvert,A,KARANERHAT CULVERT,22.1131944444444,92.0727222222222,5.0
N1,Box Culvert,A,KARANERHAT CULVERT,22.0996388888888,92.0744444444444,7.2
N1,Box Culvert,A,KOACHIA(MADARBHI),22.0939166666666,92.0795833333333,11.2
N1,Box Culvert,A,MITADIGI ACADEMY,22.0845,92.0925555555555,2.0
N1,Box Culvert,A,MITADIGI,22.0811388888888,92.0985277777777,12.6
N1,PC Girder Bridge,A,RAJGHATA BRIDGE,22.07,92.1039166666666,30.3
N1,RCC Girder Bridge,B,Raj Ghata Bridge,22.123666,92.0716382,30.3
N1,Box Culvert,A,THAKUR DIGI BOX CULVERT,22.0685277777777,92.1056388888888,2.0
N1,RCC Girder Bridge,A,Khoria Nagar Bridge,22.0637567157894,92.1071061094736,38.5
N1,PC Girder Bridge,A,KHORIANAGAR BRIDGE,22.0643333333333,92.1071388888888,38.8
N1,Box Culvert,A,NOYA PARA BOX CULVERT,22.06125,92.1077777777777,2.5
N1,Box Culvert,A,PODUA NOYA PARA BOX CULVERT,22.0569722222222,92.1092222222222,8.2
N1,Box Culvert,A,PODUA BAZAR BOX CULVERT,22.05225,92.1092777777777,12.6
N1,Box Culvert,A,PODUA BAZAR BOX CULVERT,22.0486944444444,92.1083611111111,6.0
N1,Box Culvert,A,BARO AWLIA(R),22.0442222222222,92.1074444444444,13.64
N1,Box Culvert,A,TALOCKDNR PARA BOX CULVERT,22.0443888888888,92.1073333333333,2.5
N1,Box Culvert,A,TALOCKDAR PARA,22.0376388888888,92.1038888888888,2.5
N1,Box Culvert,A,AMIRABAD BOX CULVERT,22.0317222222222,92.1040277777777,2.5
N1,PC Girder Bridge,A,AMIRABAD PC GIDER BRIDGE,22.0288333333333,92.1035555555555,68.8
N1,PC Girder Bridge,A,Amirabad Bridge,22.0287013636363,92.1034293272727,68.8
N1,Box Culvert,A,AMIRABAD LOHAGOR BOX CULVERT,22.0263055555555,92.1026111111111,2.0
N1,Box Culvert,A,AMIRABAD LOHAGORA BOX CULVERT,22.0204166666666,92.1015277777777,10.0
N1,Box Culvert,A,LOHAGORA L.S BOX CULVERT,22.0076111111111,92.0926666666666,3.0
N1,Box Culvert,A,DIGIRPARK BOX CULVERT,22.00375,92.09025,12.6
N1,Box Culvert,A,DIGIRPAR BOX CULVERT,21.9998888888888,92.0881666666666,6.2
N1,Box Culvert,A,ZADUNAGOR FILLING BOX CULVERT,21.9950833333333,92.0873611111111,3.0
N1,Box Culvert,A,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,21.995,92.0873888888888,12.4
N1,PC Girder Bridge,A,Khasmahal Bridge,21.9922334387096,92.0863582073732,58.5
N1,PC Girder Bridge,A,KHASMOHAL ADUNAICR PC GIDER BRIDGE,21.9913055555555,92.0861666666666,58.8
N1,Box Culvert,A,ZADUNAGOR BUS STATION BOX CULVERT,21.9889722222222,92.0853333333333,14.2
N1,RCC Girder Bridge,B,Adunagar Bridge,22.0449719,92.1078333,22.0
N1,PC Girder Bridge,A,Aadunagor bridge,21.9861944444444,92.0836666666666,24.2
N1,RCC Girder Bridge,B,Hatirpul Bridge,22.0379163,92.104,22.4
N1,PC Girder Bridge,A,HATIAR PULL PC GIDER BRIDGE,21.9812222222222,92.0802499999999,22.5
N1,Box Culvert,A,HATIAR PULL BOX CULVERT,21.9798888888888,92.0779444444444,18.7
N1,Box Culvert,A,SHIX DAR PARA BOX CULVERT,21.9789166666666,92.0747777777777,3.5
N1,Box Culvert,A,MUSKAMPANI PARA BOX CULVERT,21.9732499999999,92.0673333333333,2.5
N1,Box Culvert,A,AODU NAGOR (2) BOX CULVERT,21.9673611111111,92.0634722222222,1.5
N1,PC Girder Bridge,A,RATAR KUL- SONTI BRIDGE,21.9620555555555,92.0634166666666,22.4
N1,RCC Girder Bridge,A,Rataykul Bridge,22.0205549,92.1015,22.4
N1,Box Culvert,A,BONPUKR PARA BOX CULVERT,21.9591666666666,92.0653055555555,8.2
N1,Box Culvert,A,BON PUKUL PARA BOX CULVERT,21.9515277777777,92.0673888888888,3.0
N1,RCC Girder Bridge,B,Santi Bridge,21.9520795406909,92.0678138084453,22.3
N1,RCC Girder Bridge,A,SANTI RCC GIDER BRIDGE,21.9515277777777,92.0679722222222,22.4
N1,Box Culvert,A,SANTI BOX CULVERT,21.9451388888888,92.0670833333333,1.4
N1,Box Culvert,A,BRICK FIELD BOX CULVERT,21.9354444444444,92.0624166666666,4.5
N1,Box Culvert,A,BACK FILD BOX CULVERT,21.9334444444444,92.0615555555555,9.3
N1,Box Culvert,A,AZIZNAGOR FOREST BOX CULVERT,21.9311944444444,92.0601388888888,4.5
N1,Box Culvert,A,AZIZ NOGOR FOREST BOX CULVERT,21.9296666666666,92.0594166666666,4.7
N1,Box Culvert,A,AZIZNAGOR BOX CULVERT,21.9179444444444,92.0598333333333,2.0
N1,Box Culvert,A,AZIZ NOGAR BOX CULVERT,21.9162499999999,92.0601388888888,3.0
N1,Box Culvert,A,AZIZ NAGOR 2,21.9128333333333,92.0607222222222,9.2
N1,Box Culvert,A,HARBHANG CHOR,21.8908333333333,92.0595833333333,13.64
N1,Box Culvert,A,GHOIL MARA BOX CULVERT,21.8809166666666,92.059,9.3
N1,Box Culvert,A,HARBANG,21.8748055555555,92.0590833333333,3.0
N1,Box Culvert,A,HARBANG,21.8625833333333,92.0594444444444,3.0
N1,PC Girder Bridge,C,Harbang Chora Bridge,21.931666,92.0603611,56.2
N1,PC Girder Bridge,A,HARBANGCHORA,21.8598055555555,92.0603055555555,56.4
N1,Box Culvert,A,ALIPUR BOX CULVERT,21.8526666666666,92.0608611111111,14.3
N1,Box Culvert,A,HARBANG,21.8506111111111,92.0609722222222,2.1
N1,Box Culvert,A,HAR BAG BOX CULVERT,21.8426388888888,92.0638611111111,4.5
N1,Box Culvert,A,HAR BAG BOX CULVERT,21.8400555555555,92.0651111111111,3.0
N1,Box Culvert,A,ATKOTA,21.8337777777777,92.0685,15.8
N1,Box Culvert,A,AKOTA BAZAR BOX CULVERT,21.8280277777777,92.0713333333333,7.3
N1,RCC Girder Bridge,C,Bodoitola Bridge,21.8908886,92.0596667,45.0
N1,RCC Girder Bridge,A,BODOI TOLA RCC GIDER BRIDGE,21.8256944444444,92.0723888888888,46.0
N1,Box Culvert,A,BODAITALI BOX CULVERT,21.8208888888888,92.0740833333333,12.4
N1,Box Culvert,A,BODOITOLI BOX CULVERT,21.818,92.0739444444444,14.0
N1,Box Culvert,A,BANIYAR CHORA,21.8031388888888,92.0773055555555,14.0
N1,Box Culvert,A,NOL BELA-1 BOX CULVERT,21.7872777777777,92.0789722222222,20.6
N1,Box Culvert,A,NOL BELA BOX CULVERT,21.7864444444444,92.0791111111111,21.0
N1,Box Culvert,B,NOLBELA BOX CULVERT,21.7836666666666,92.0793055555555,14.2
N1,Box Culvert,A,DIDDA BAZAR BOX CULVERT,21.7729166666666,92.0835833333333,15.7
N1,RCC Girder Bridge,D,Mathamuhuri Bridge,21.8336663,92.0684438,294.15
N1,PC Box,C,MATHAMUHURI BRIDGE,21.7712222222222,92.0817777777777,300.0
N1,Box Culvert,B,BANDI BAZAR BOX CULVERT,21.7392222222222,92.0829166666666,9.3
N1,Box Culvert,A,KUMARIKOOL BOX CULVERT,21.7377222222222,92.0835833333333,14.0
N1,Box Culvert,A,PASIYAKALI BOX CULVERT,21.7315833333333,92.0838611111111,5.2
N1,RCC Girder Bridge,C,Pasiyakali Bridge,21.7309878314917,92.0838156441988,38.4
N1,RCC Girder Bridge,A,PASIYAKALI (2),21.7301388888888,92.0838611111111,38.8
N1,Box Culvert,A,HASIRUGIGI,21.7228888888888,92.0835277777777,12.6
N1,Box Culvert,A,CHOHAJANYA (1),21.7080555555555,92.0801111111111,12.8
N1,Box Culvert,A,CHOHAJANIYA (2),21.7014722222222,92.0785833333333,9.3
N1,RCC Girder Bridge,C,Polia Fari Bridge,21.7392497,92.0828604,58.57
N1,RCC Girder Bridge,A,JASJARI BRIDGE,21.6743333333333,92.0767499999999,59.6
N1,Box Culvert,A,DULAHAJARA (SAFARI PARK),21.6701666666666,92.0759722222222,14.0
N1,Box Culvert,A,DULAHAJARA CULVERT,21.6618888888888,92.0750277777777,3.5
N1,PC Girder Bridge,C,Dulahajar Bridge,21.7229438,92.0834719,54.03
N1,PC Girder Bridge,A,DULAHAJAR BRIDGE,21.6590277777777,92.0752222222222,54.4
N1,PC Girder Bridge,C,Boyragir Khil Bridge,21.7169438,92.0824993,60.03
N1,PC Girder Bridge,C,BOYRAGIR KHIL,21.6496944444444,92.0733611111111,61.0
N1,Box Culvert,A,PAGOLARIBIL,21.6468055555555,92.0735277777777,4.5
N1,Box Culvert,B,KHUTAKHALI,21.6213333333333,92.0724722222222,1.45
N1,RCC Girder Bridge,A,Khutakhali Bazar Bridge,21.618376660401,92.0691713375939,44.55
N1,RCC Girder Bridge,B,khutakhali bazar,21.6170277777777,92.0678333333333,45.3
N1,Box Culvert,A,FULCHARI (NEWPARA),21.6101111111111,92.0638888888888,7.0
N1,Box Culvert,A,FULCHARI (NEWPARA),21.6065555555555,92.0621944444444,5.2
N1,Box Culvert,A,FULCHARI CULVERT,21.6016388888888,92.0619166666666,9.3
N1,Box Culvert,A,FULCHARI BAZAR,21.5976666666666,92.0618611111111,14.0
N1,Box Culvert,A,NAPITE KHALI CULVERT,21.5925833333333,92.0612777777777,1.4
N1,Box Culvert,C,NAPITE KHALI,21.5887222222222,92.0634166666666,4.5
N1,Box Culvert,A,EAST NAPITL KHAL BOX CULVERT,21.58475,92.0651111111111,2.5
N1,Box Culvert,A,NAEK KHALI BOX CULVERT,21.5769999999999,92.0695277777777,12.4
N1,Box Culvert,A,KHODIA BARI PRIMARY BOX CULVERT,21.5642777777777,92.0702777777777,9.5
N1,Box Culvert,A,ISLAMABAD KHODIABARI BOX CULVERT,21.5619722222222,92.0698055555555,4.8
N1,Box Culvert,A,ISLAMABAD KHODIA BARI BOX CULVERT,21.5610833333333,92.0693888888888,7.0
N1,PC Girder Bridge,A,EIDGAON BAZAR PC GIDER BRIDGE,21.5554194444444,92.0678611111111,46.0
N1,PC Girder Bridge,A,Eidgaon Bazar Bridge,21.617166,92.0679993,46.0
N1,PC Girder Bridge,C,eidgaon,21.5484444444444,92.0671388888888,44.6
N1,PC Girder Bridge,A,Goro Bazar Bridge,21.5470666065573,92.0668953754098,44.63
N1,Box Culvert,A,SHAT GOREA PARA BOX CULVERT,21.5284166666666,92.0651944444444,14.0
N1,Box Culvert,A,KALIRCHARA BOX CULVERT,21.5265,92.0655,8.0
N1,Box Culvert,A,KALIRCHARA BAZAR BOX CULVERT,21.5235833333333,92.0656111111111,15.4
N1,Box Culvert,A,KALIRCHAR,21.5221666666666,92.0659166666666,5.0
N1,Box Culvert,A,RASHIDNAGAR,21.5161944444444,92.0681944444444,3.0
N1,Box Culvert,A,ROSHIDNAGAR CULVERT,21.5128888888888,92.07,2.5
N1,Box Culvert,A,DOLERCHARA CULVERT,21.5085,92.07175,7.5
N1,Box Culvert,A,DOLERCHARA CULVERT,21.5070555555555,92.0729722222222,12.4
N1,Box Culvert,A,ROSHIDNAGAR (2),21.4976111111111,92.0765277777777,14.0
N1,Box Culvert,A,"ROSHIDNAGAR U,R CULVERT",21.4966944444444,92.0771666666666,14.1
N1,Box Culvert,A,JOARIANALA CULVERT,21.4798333333333,92.0937222222222,7.2
N1,Box Culvert,A,JOARIANALA,21.4768055555555,92.0957777777777,14.0
N1,Box Culvert,A,JORIANALA,21.4751666666666,92.0971388888888,3.0
N1,PC Girder Bridge,A,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.4713055555555,92.0998611111111,57.6
N1,PC Girder Bridge,A,Joarianala Bazar Bridge,21.470055530337,92.1006402232209,57.65
N1,Box Culvert,B,JOARIANALA CULVERT,21.4668611111111,92.1025555555555,14.0
N1,Box Culvert,A,MITA CHARI BOX CULVERT,21.4511944444444,92.0993888888888,9.2
N1,Box Culvert,A,RAMU HOSPITAL GATE,21.444,92.1013055555555,1.5
N1,PC Girder Bridge,B,MITACMARI RAMU BRIDGE,21.4423055555555,92.1009722222222,58.6
N1,PC Girder Bridge,A,Mitacmari Ramu Bridge,21.4418389714285,92.1007083571428,58.6
N1,Box Culvert,A,MARULA (WEST),21.4375555555555,92.0985277777777,3.0
N1,Box Culvert,A,MARULA BOX CULVERT,21.4339722222222,92.0974444444444,2.5
N1,Box Culvert,A,RAMU BRAC OFFICE,21.4310555555555,92.0958888888888,7.2
N1,Box Culvert,A,RAMU BY PASS MORE,21.4290833333333,92.0954722222222,3.5
N1,Box Culvert,A,RAMU MOUR BOX CULVDERT,21.4283611111111,92.0953611111111,12.8
N1,Box Culvert,A,ROMA CALLAGE BOX CULVERT,21.4279444444444,92.0895833333333,18.8
N1,Box Culvert,A,ROMA TECHIPUL,21.4270555555555,92.0839166666666,8.2
N1,Box Culvert,A,SAMBAR PUL CULVERT,21.42675,92.0804166666666,7.4
N1,Box Culvert,A,CHAKMARKOOL,21.4263888888888,92.0766944444444,12.4
N1,Box Culvert,A,CHAKMAR KOOL BOX CULVERT,21.4273333333333,92.0703611111111,9.4
N1,Box Culvert,A,KHURUTIA BOX CULVERT,21.4270555555555,92.0632777777777,2.0
N1,Box Culvert,A,KHURULIA CULVERT,21.4273888888888,92.0607777777777,6.8
N1,Box Culvert,A,KHURULIA SCHOOL BOX CULVERT,21.4278333333333,92.0582222222222,16.6
N1,Box Culvert,A,KHURULIA SCHOOL BOX CULVERT,21.4280833333333,92.0553888888888,18.6
N1,Box Culvert,A,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4281666666666,92.0528611111111,7.2
N1,RCC Girder Bridge,A,SARKAR PARA BRIDGE,21.4276388888888,92.0484166666666,13.0
N1,RCC Girder Bridge,A,Sarkarpara Bridge,21.4545,92.10075,13.0
N1,Box Culvert,A,WEST DOVGE BOX CULVERT,21.4296666666666,92.0439722222222,10.9
N1,Box Culvert,A,MUKTAR KUL,21.4298055555555,92.0394722222222,9.2
N1,RCC Girder Bridge,C,Bakkhali Bridge,21.4375552,92.0984997,136.3
N1,RCC Girder Bridge,A,BAKKHALI BRIDGE,21.4293888888888,92.0315833333333,148.5
N1,Box Culvert,A,MOHURI RARA BOX,21.4301944444444,92.0300833333333,3.5
N1,Box Culvert,A,RABAR DAM BOX,21.4299444444444,92.0279444444444,10.3
N1,Box Culvert,A,LINK ROAD CULVERT,21.4261666666666,92.0236666666666,9.0
N1,RCC Girder Bridge,C,BESIC AREA,21.4226388888888,92.0275833333333,4.5
N1,Steel Beam & RCC Slab,C,BASIC ARIA (1),21.4221944444444,92.0279444444444,11.3
N1,Box Culvert,C,KAMBIR GONA,21.4192777777777,92.0323611111111,2.4
N1,Box Culvert,B,HAMBIR GONA (1),21.4163888888888,92.0353333333333,7.2
N1,RCC Girder Bridge,C,HAMBIR GONA-(2),21.4156666666666,92.03675,8.1
N1,Box Culvert,A,KANAR PARA,21.4136111111111,92.0393888888889,10.9
N1,Box Culvert,A,SHORAR COOL,21.4121388888888,92.0422777777777,8.3
N1,Steel Beam & RCC Slab,B,SOUTH MITTA CHORI,21.4106111111111,92.0452222222222,8.3
N1,Slab Culvert,B,SOUTH MITHACHARI,21.4102777777777,92.0340361111111,2.2
N1,Box Culvert,A,SOUTH MITHACHARI,21.4103611111111,92.05075,8.2
N1,Slab Culvert,A,SOUTH MITTA CULVERT,22.4096388888888,92.0525555555555,1.9
N1,Slab Culvert,A,SOUTH MITHACHARI,21.4079722222222,92.0560555555555,3.0
N1,Slab Culvert,A,SOUTH MITHACHARI,22.4069444444444,92.0568888888888,2.8
N1,RCC Bridge,D,SHAMMOTI PARA,21.4059722222222,92.0594444444444,10.0
N1,Slab Culvert,A,CHALATOLI,21.4039444444444,92.0627222222222,1.6
N1,Box Culvert,A,CHALIYATOLI,21.4010277777777,92.066,3.6
N1,Steel Beam & RCC Slab,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.3985277777777,92.0666388888888,8.0
N1,Arch Masonry,C,CHALIYA TOLI -2 ARCH MASONRY,21.3977777777777,92.0669444444444,1.3
N1,Box Culvert,A,PANCHORI,21.3934166666666,92.0682499999999,8.3
N1,Steel Beam & RCC Slab,C,PANCHORA STEEL BEAM AND RCC SLAB,21.389,92.0686944444444,22.0
N1,Slab Culvert,C,PANAR CHORH -3 SLAB CULVERT,21.3874444444444,92.0697222222222,2.7
N1,Slab Culvert,B,PANCHARA SLAB CULVERT,21.3858611111111,92.0702777777777,2.7
N1,Slab Culvert,C,PANCHARA SLAB CULVERT,21.3851944444444,92.0704166666666,2.9
N1,Slab Culvert,C,PANCHARA SLAB CULVERT,21.3845555555555,92.0705833333333,1.8
N1,Slab Culvert,B,PANAR CHORA SLAB CULVERT,21.3825555555555,92.0713333333333,2.8
N1,Slab Culvert,B,PANCHORI SLAB CULVERT,21.3814444444444,92.071,1.8
N1,Slab Culvert,A,PANCHARA SLAB CULVERT,21.3812777777777,92.0711944444444,1.7
N1,Slab Culvert,A,PANCHORI,21.3788611111111,92.0701944444444,0.8
N1,Slab Culvert,B,DALA -2 SLAB CULVERT,21.3785277777777,92.0702777777777,1.5
N1,Slab Culvert,A,DALA-2 SLAB CULVERT,21.3772222222222,92.0705833333333,1.5
N1,Slab Culvert,C,DALA-3 SLAB CULVERT,21.3766111111111,92.0718055555555,2.2
N1,Slab Culvert,A,DALA SLAB CULVERT,21.3753333333333,92.07275,1.5
N1,Slab Culvert,A,DALA SLAB CULVERT,21.3748333333333,92.0735833333333,3.0
N1,Slab Culvert,C,DHALLA SLAB CULVERT,21.3743333333333,92.0753888888888,2.4
N1,Slab Culvert,A,PANAR CHORI SLAB CULVERT,21.3740555555555,92.0765277777777,1.3
N1,Slab Culvert,A,PANAR HORA SLAB CULVERT,21.37325,92.0773055555555,1.3
N1,Slab Culvert,C,PANCR CHAR SLAB CULVERT,21.3715277777777,92.0784166666666,1.3
N1,Slab Culvert,C,TULA BAGAN SLAB CULVERT,21.3697222222222,92.0796666666666,1.3
N1,Box Culvert,A,TULA BAGAN BOX CULVERT,21.3678333333333,92.0802777777777,1.3
N1,Slab Culvert,A,TELA BAGAN SLAB CULVERT,21.3675833333333,92.0806944444444,1.3
N1,Slab Culvert,A,TULA BAGAN.,21.3656666666666,92.0813611111111,1.3
N1,Slab Culvert,B,PARARHORA CULVERT,21.3643055555555,92.0814444444444,1.3
N1,RCC Girder Bridge,C,TULA BAGUN,21.3615833333333,92.0806666666666,7.1
N1,Slab Culvert,B,TULA BAGAN,21.3614166666666,92.0801111111111,1.3
N1,Slab Culvert,B,TOLA BAGAN,21.3585,92.0790833333333,1.6
N1,Box Culvert,A,TULA BAGAN,21.3573888888888,92.0791111111111,2.5
N1,Slab Culvert,A,NORTH-CONIAPARA,21.3563055555555,92.0790555555555,1.3
N1,Slab Culvert,C,NORTH CONIAPARA,21.3553611111111,92.0791944444444,2.2
N1,Box Culvert,A,NORTH CONIA PARA BOX CULVERT,21.3528611111111,92.0783888888888,4.0
N1,PC Girder Bridge,A,WEST CONIARA,21.3461666666666,92.0792222222222,21.5
N1,PC Girder Bridge,C,Modomconiara,21.41025,92.0480552,21.5
N1,Steel Beam & RCC Slab,C,CONIA PARA,21.3416944444444,92.079,11.3
N1,Box Culvert,A,KHONIA POLONG,21.3382777777777,92.0786944444444,14.1
N1,Slab Culvert,B,KHONIA POLONG.,21.33125,92.0792777777777,2.3
N1,Steel Beam & RCC Slab,C,DOA PATONG,21.3298333333333,92.0788333333333,24.1
N1,Steel Beam & RCC Slab,C,JASOYA PALONG,21.3241111111111,92.0853611111111,45.6
N1,RCC Girder Bridge,C,JASOYA PALONG RCC GIDER BRIDGE,21.3206111111111,92.0900833333333,5.0
N1,Steel Beam & RCC Slab,D,MORICHIA,21.318,92.0921111111111,11.2
N1,Arch Masonry,B,Jasoya check post.,21.3175555555555,92.0929444444444,1.3
N1,Steel Beam & RCC Slab,C,MARIECHA BAZAR,21.3125277777777,92.0962777777777,49.3
N1,Box Culvert,B,MORICHIA PALONG,21.3039444444444,92.09675,2.4
N1,Slab Culvert,C,MORICHIA PALONG,21.2989166666666,92.0976666666666,2.3
N1,Steel Beam & RCC Slab,D,SHAPUR STEEL BEAM AND RCC SLAB,21.2955,92.0994722222222,61.3
N1,Box Culvert,A,SHAPUR,21.2840555555555,92.1005833333333,14.1
N1,Steel Beam & RCC Slab,B,COTBAZR MUSLIM HOS,21.2828333333333,92.1006944444444,11.0
N1,Box Culvert,A,COURT BAZAR,21.2791944444444,92.1020277777777,10.3
N1,Box Culvert,A,RATNAPALANG,21.2695277777777,92.1067499999999,14.0
N1,Steel Beam & RCC Slab,A,CHADIRIKHANA,21.2696111111111,92.1067777777777,23.5
N1,Steel Beam & RCC Slab,A,CHADIRIKHANA,21.268,92.1087222222222,23.5
N1,Steel Beam & RCC Slab,C,EJILA,21.2646666666666,92.1134999999999,11.1
N1,Steel Beam & RCC Slab,C,HIZOLIA BRIDGE,21.2645,92.1143055555555,50.6
N1,Steel Beam & RCC Slab,C,MODDO RAJAPALONG,21.2623333333333,92.1161666666666,11.5
N1,Steel Beam & RCC Slab,C,JADIMURA BRIDGE,21.2563888888888,92.1229444444444,6.6
N1,Slab Culvert,A,JADI MORA (2) CULVERT,21.2551666666666,92.1241666666666,2.4
N1,Arch Masonry,A,JADIMORA (3),21.2539722222222,92.1264444444444,17.0
N1,Slab Culvert,A,JADIMORA (1),21.2518888888888,92.1292777777777,2.4
N1,Steel Beam & RCC Slab,C,WEST OGALA,21.2506388888888,92.1308333333333,11.1
N1,Steel Beam & RCC Slab,C,OKYIA STATION,21.2480555555555,92.1341944444444,8.5
N1,Slab Culvert,C,UKLIA-SHAHABMARKAT,21.2451944444444,92.1383333333333,2.4
N1,Steel Beam & RCC Slab,B,UKHIYA BAZAR,21.2421388888888,92.1415,20.7
N1,Slab Culvert,A,P. F PARA SLAB,21.2261388888888,92.1611944444444,2.0
N1,Steel Beam & RCC Slab,C,KUTUB PALONG,21.2241666666666,92.1612777777777,11.3
N1,Slab Culvert,B,KUTU - PALONG MOSZID SLAB,21.2166111111111,92.16275,2.2
N1,Steel Beam & RCC Slab,C,KOSHO - BINNA - BRIDGE,21.2147222222222,92.1645277777777,10.9
N1,Slab Culvert,C,KASHO - BINNAI SLAB,21.2143333333333,92.1664444444444,2.1
N1,Slab Culvert,A,KATU PALLANG SLAB,21.2126944444444,92.1678333333333,2.0
N1,Slab Culvert,A,KUTUNG PALANG SLAB,21.2103611111111,92.1679166666666,1.8
N1,Slab Culvert,A,KOSUKONA,21.20975,92.1684166666666,2.2
N1,Box Culvert,A,BALAKHALI TV CENTER,21.2011666666666,92.1704444444444,6.4
N1,Slab Culvert,A,BALUKHALI-2 SLAB,21.1989722222222,92.1703333333333,2.2
N1,Box Culvert,A,BALUKHALI KASTOM,21.1964444444444,92.1706388888888,3.1
N1,RCC Girder Bridge,C,Balukali Old bus Stand Bridge,21.2504722,92.1307493,38.7
N1,RCC Girder Bridge,A,BALUKHALI OLD BUS STAND,21.1923333333333,92.1694444444444,39.3
N1,Box Culvert,A,BAKUHHALI KASHAMIA,21.1906666666666,92.16825,3.0
N1,RCC Girder Bridge,A,Batukhali Bridge,21.2447497,92.1389441,9.4
N1,RCC Girder Bridge,B,BALUKHALI,21.1866111111111,92.1638888888888,9.4
N1,RCC Girder Bridge,D,Balukhali Boro Bridge,21.242333,92.1413608,15.4
N1,RCC Girder Bridge,D,BALUKHAKI,21.1858888888888,92.1610277777777,15.4
N1,Box Culvert,A,GOGU GONA,21.1788888888888,92.1572777777777,1.2
N1,Box Culvert,C,THANGKHALI BOX CULVERT,21.1741388888888,92.1555555555555,3.1
N1,Box Culvert,B,THANG KHALI BOX CULVERT,21.1720555555555,92.1552777777777,3.1
N1,RCC Girder Bridge,D,Thang Khali Bridge,21.1754208098765,92.1562526135802,48.2
N1,RCC Girder Bridge,C,THANG KHALI BRIDGE,21.16975,92.1545833333333,48.8
N1,RCC Girder Bridge,A,Changkhali Bridge,21.1724828063829,92.1552940329787,9.4
N1,RCC Girder Bridge,C,CHANG KHALI BRIDGE,21.1673333333333,92.1524444444444,9.4
N1,RCC Girder Bridge,A,Changkhali Boro Bridge,21.1703723502057,92.1547387765432,21.5
N1,RCC Girder Bridge,B,CHANG KHALI BRIDGE,21.1650277777777,92.1523055555555,31.1
N1,RCC Girder Bridge,B,JAM TOLI BRIDGE,21.1627222222222,92.1521388888889,9.4
N1,RCC Girder Bridge,C,Jam Toli Bridge,21.1688213638709,92.153662396129,9.4
N1,Box Culvert,A,JAM TOLI BOX CULVERT,21.1625555555555,92.1522777777777,3.0
