road,type,condition,name,lat,lon,length
N1,RCC Girder Bridge,B,DAIM PARA BRIDGE,21.1603055555555,92.1525,9.3
N1,Box Culvert,C,DAIM PARA CULVERT,21.1593055555555,92.1525833333333,3.0
N1,Box Culvert,A,DAIM PARA CULVERT,21.1585555555555,92.1525833333333,4.6
N1,Box Culvert,C,DAIM PARA CULVERT,21.1555833333333,92.1526666666666,1.25
N1,Box Culvert,A,DAIM PARA CULVERT,21.1538333333333,92.1527777777777,3.0
N1,Box Culvert,C,PALONG KHALI CULVERT,21.1521666666666,92.1535,3.0
N1,RCC Girder Bridge,C,PALONG KHALI BAZAR (1),21.1473333333333,92.1574444444444,9.4
N1,RCC Bridge,C,Palong Khali Bazar Bridge,21.2152778,92.1649722,15.2
N1,RCC Bridge,C,PALONG KHALI BAZAR BRIDGE,21.1441944444444,92.1586944444444,15.2
N1,RCC Girder Bridge,A,Palong Khali Bridge,21.2127222,92.1678882,57.6
N1,RCC Girder Bridge,C,PALONG KHALI RCC GIDER BRIDGE,21.1415555555555,92.1598888888889,58.0
N1,RCC Girder Bridge,B,KARUN TOLI RCC GIDER BRIDGE,21.1381388888888,92.1648888888889,3.3
N1,RCC Girder Bridge,C,GIRA TALI RCC GIDER BRIDGE,21.1378055555555,92.1670833333333,15.4
N1,RCC Girder Bridge,C,Karontoli Bridge,21.2011389,92.170416,15.4
N1,RCC Girder Bridge,A,GIVATOLI RCC GIDER BRIDGE,21.1376111111111,92.1682222222222,3.3
N1,RCC Girder Bridge,A,GIVA TOLI RCC GIDER BRIDGE,21.1372777777777,92.1706388888888,3.3
N1,Box Culvert,A,GIVA TOLI BOX CULVERT,21.1371111111111,92.1727222222222,1.2
N1,RCC Girder Bridge,C,GIVATOLI RCC GIDER BRIDGE,21.1369444444444,92.1737222222222,32.0
N1,RCC Girder Bridge,D,Kata Khali Bridge,21.1965552,92.1708604,12.3
N1,RCC Girder Bridge,D,KATA KHALI RCC GIDER BRIDGE,21.1364166666666,92.1753888888888,12.3
N1,Box Culvert,C,ULI BANIA BOX CULVERT,21.1354444444444,92.1770833333333,1.2
N1,RCC Girder Bridge,B,KHARA KANDI RCC GIDER BRIDGE,21.0501666666666,92.18075,15.2
N1,RCC Girder Bridge,C,Porbo Kata Khali Bridge,21.1906108,92.167916,15.2
N1,RCC Girder Bridge,A,ULUBANIA RCC GIDER BRIDGE,21.1663888888888,92.1822777777777,4.8
N1,Box Culvert,C,ULIBANIA BOX CULVERT,21.1321388888888,92.1845555555555,1.3
N1,RCC Girder Bridge,A,DMONIR GONA RCC GIDER BRIDGE,21.131,92.1856944444444,3.3
N1,RCC Girder Bridge,B,BALUR KHALI -(1) RCC GIDER BRIDGE,21.1267777777777,92.1902777777777,4.7
N1,Box Culvert,C,BALU KHALI -2 BOX CULVERT,21.1242222222222,92.1918611111111,1.2
N1,RCC Girder Bridge,B,BALU KHALI-3 BOX CULVERT,21.1241944444444,92.1918888888889,7.9
N1,RCC Girder Bridge,D,Balu Khali Bridge,21.1297680981982,92.1870470012012,7.9
N1,Box Culvert,A,W HIME KANG BOX CULVERT,21.1231388888888,92.1925277777777,1.2
N1,Box Culvert,A,WHIKE KANG BOX CULVERT,21.1221388888888,92.1931666666666,1.2
N1,Box Culvert,B,WHIKE KANG BOX CULVERT,21.1214166666666,92.1935555555555,1.2
N1,RCC Girder Bridge,A,wheke kang (1),21.1190555555555,92.196,6.4
N1,RCC Girder Bridge,D,Wheke Kang Bridge,21.1742771,92.1557222,6.4
N1,RCC Girder Bridge,A,WHIKE KANG BRIDGE,21.1175555555555,92.1965555555555,3.35
N1,RCC Girder Bridge,C,Moa Ex Kang Bridge,21.1698049,92.1545833,13.0
N1,RCC Girder Bridge,C,MOA EX-KANG-BAZAR,21.1166944444444,92.1968611111111,13.0
N1,RCC Girder Bridge,A,HOA EX KANG BAZAE,21.1161944444444,92.1969444444444,3.2
N1,RCC Girder Bridge,B,Hoacx Kang Barbar Bridge,21.1214993,92.1935552,72.6
N1,RCC Girder Bridge,C,HOACX KANG BARAR,21.1158055555555,92.197,73.3
N1,Box Culvert,A,AMTULI BOX CULVERT,21.11175,92.20075,3.4
N1,Slab Culvert,A,TASSI-PARA BAR,21.1101111111111,92.2032222222222,2.8
N1,RCC Girder Bridge,B,TAS SE BRIDGE HOANGK,21.1089444444444,92.2045555555555,12.8
N1,RCC Girder Bridge,D,Tasse Bridge,21.1649444,92.1521944,12.8
N1,Box Culvert,A,LAMBA-BIL PORA,21.1063333333333,92.2070277777777,1.2
N1,Box Culvert,A,LAMBABIL MIDDLE PARA,21.1053333333333,92.2074166666666,1.2
N1,Box Culvert,A,LAMBABIL MIDDLE,21.1044722222222,92.2075,1.2
N1,Box Culvert,A,LAMBA - BIL - (1) BOX CULVERT,21.1026111111111,92.2077777777777,2.8
N1,Slab Culvert,A,LAM BA BIL (2) BOX CULVERT,21.1013055555555,92.2079444444444,2.8
N1,Box Culvert,A,LAMBA BIL (3) BOX CULVERT,21.0995833333333,92.2091666666666,1.2
N1,Box Culvert,C,LAMBA BIL BOX,21.0972777777777,92.2106111111111,1.2
N1,RCC Girder Bridge,A,UNCHI - PRANG BRIDGE,21.0940277777777,92.2117777777777,34.2
N1,RCC Girder Bridge,C,Unchi-Prong Bridge,21.1442774,92.1586389,34.2
N1,Box Culvert,A,ON SIFAPAING BOX CULVERT,21.0923611111111,92.2122777777777,3.0
N1,Box Culvert,A,UNCHING OPLONG CULVERT (1),21.0902222222222,92.2129722222222,1.2
N1,Box Culvert,A,KUTUB DIA PARA (1) CULVERT,21.0865277777777,92.2150555555555,2.7
N1,Box Culvert,A,KUTUB DIA PARA CULVERT,21.0861388888888,92.2153055555555,2.7
N1,Slab Culvert,A,KUTUB - DIA PARA (3),21.0839166666666,92.2162777777777,4.2
N1,Slab Culvert,A,KANGOR PARA,21.082,92.21675,2.7
N1,Box Culvert,A,KANGOR PARA MOZGID,21.0798055555555,92.2171388888889,1.2
N1,Slab Culvert,A,KHAN GIOR PARA (1),21.0784444444444,92.2188333333333,2.8
N1,Box Culvert,A,KHANGOR PRAMARY (2),21.0778888888888,92.2190277777777,1.2
N1,RCC Girder Bridge,A,Khan Gor Para Bridge,21.1371108,92.1727771,14.0
N1,RCC Girder Bridge,B,KHAN GOR PARA BRIDGE,21.0765555555555,92.221,14.0
N1,Box Culvert,A,RHANCHOR PARA BOX CULVERT,21.0745833333333,92.2220833333333,1.2
N1,Box Culvert,A,KHANCHOR PARA (2),21.0727777777777,92.2231666666666,1.0
N1,Box Culvert,A,KHANCHOR PARA- BOX CULVERT,21.0718611111111,92.2241944444444,1.0
N1,Slab Culvert,A,NOYA PARA (1) BOX CULVERT,21.0692777777777,92.2246111111111,3.0
N1,RCC Girder Bridge,C,NOYA PARA (1) BRIDGE,21.0669166666666,92.2246666666666,6.1
N1,RCC Girder Bridge,A,NAYAPARA,21.0651666666666,92.2245833333333,5.8
N1,Box Culvert,A,NOYA PARA,21.0626944444444,92.2256944444444,1.3
N1,RCC Girder Bridge,B,GIMON KHALI BRIDGE,21.0621111111111,92.2265,5.8
N1,RCC Girder Bridge,C,Gim-mogari Bridge,21.0695363333333,92.2245687666666,7.5
N1,RCC Girder Bridge,C,GIM - MOGARI BRIDGE,21.0592777777777,92.2264722222222,7.5
N1,Box Culvert,A,NINA BAZAR BOX CULVERT,21.0550555555555,92.2265555555555,1.2
N1,RCC Girder Bridge,C,Noya Bazar(1) Bridge,21.1242771,92.1918886,30.9
N1,RCC Girder Bridge,B,NOYA BAZAR BRIDGE,21.05125,92.2301388888888,30.9
N1,Box Culvert,C,NOYA BAZAR CULVERT,21.0514444444444,92.2325,1.2
N1,RCC Girder Bridge,D,Naya Bazar(2) Bridge,21.1175827,92.1966663,9.4
N1,RCC Girder Bridge,B,NAYA BAZAR BRIDGE,21.0508888888888,92.2333333333333,9.4
N1,RCC Girder Bridge,C,Naya Bazar(3) Bridge,21.1165,92.1969163,11.8
N1,RCC Girder Bridge,B,NAYA BAZAR BRIDGE,21.0480277777777,92.2346944444444,11.8
N1,Box Culvert,C,KHARANG KHALI - BOX CUVERT (1),21.0445833333333,92.2358055555555,2.8
N1,Box Culvert,C,KHARANG KHAIL,21.0404166666666,92.2373333333333,1.2
N1,RCC Girder Bridge,C,MOULIVI BAZAR FISHARI BRIDGE,21.0358888888888,92.2398055555555,31.7
N1,Box Culvert,C,MOULOVI BAZAR BOX CULVERT (1),21.0320277777777,92.2412777777777,1.2
N1,Box Culvert,C,MOULOVI BAZAR BOX CULVERT,21.0300833333333,92.2411111111111,1.2
N1,Box Culvert,A,ALI AXBAR PARA BOX CULVERT,21.0262222222222,92.2418333333333,6.2
N1,RCC Girder Bridge,C,Nila-Hoab Rabg Bridge,21.097333,92.2106111,32.1
N1,RCC Girder Bridge,B,NILA - HOAB RABG BRIDGE,21.0229444444444,92.2420555555555,32.1
N1,Slab Culvert,A,NILLA BOX CULVERT (1),21.0169444444444,92.2439722222222,4.4
N1,Slab Culvert,A,NILA. BARAR BOX CULVERT,21.0151388888888,92.2452777777777,2.9
N1,Slab Culvert,A,NILA - DORGA- PARA-(1) BOX,21.01,92.2492777777777,2.8
N1,Slab Culvert,A,NILA DOGA PARA BOX CULVERT,21.0083333333333,92.2510277777777,2.8
N1,Slab Culvert,A,NAT MURA PARA BOX CULVERT,21.00675,92.2519444444444,1.9
N1,RCC Girder Bridge,B,CHOUDORIY PARA RCC GIDER BRIDGE,20.9990833333333,92.2538888888889,45.6
N1,RCC Girder Bridge,C,Chowdhory Para Bridge,21.0728327,92.2232216,45.6
N1,Slab Culvert,B,RONGI HALI BOX CULVERT,20.9943333333333,92.2546111111111,2.8
N1,RCC Girder Bridge,C,Rongi-Khali Bridge,21.0650556,92.2245271,12.5
N1,RCC Girder Bridge,C,RONGI- KHALI RCC GIDER BRIDGE,20.9876944444444,92.2545,12.5
N1,RCC Girder Bridge,C,Ala Khali Kuna Para Bridge,21.0549722,92.2268049,29.9
N1,RCC Girder Bridge,C,ALA KHALI KUNA PARA,20.9775277777777,92.2506666666666,29.9
N1,Box Culvert,C,LADA BAZAR BOX CULVERT,20.9696111111111,92.2486388888888,1.2
N1,RCC Girder Bridge,C,LADAPARA RCC GIDER BRIDGE,20.9681944444444,92.2488333333333,36.6
N1,RCC Girder Bridge,A,Ladapara Bridge,21.0407497,92.2374997,36.6
N1,Slab Culvert,A,NAYAPARA BOX CULVERT,20.9649166666666,92.2514722222222,2.8
N1,RCC Girder Bridge,C,Noya Para Bridge,20.9732781770034,92.2493761152148,30.4
N1,RCC Girder Bridge,B,NOYAPARA RCC GIDER BRIDGE,20.9623888888888,92.2529166666666,30.4
N1,Box Culvert,A,NAYA PARA BOX CULVERT,20.9582222222222,92.2543055555555,1.2
N1,RCC Girder Bridge,B,MOSINNI RCC GIDER BRIDGE,20.9568611111111,92.2548055555555,8.8
N1,RCC Girder Bridge,B,Mosinni Mor Bridge,21.0300549,92.2413608,8.8
N1,Box Culvert,A,NOYA PARA CULVERT,20.9530277777777,92.2565277777777,1.2
N1,Box Culvert,A,NOYA PARA CULVERT,20.9533055555555,92.2563333333333,1.2
N1,Box Culvert,A,NOYA PARA BOX CULVERT(R),20.9530277777777,92.2565,1.2
N1,RCC Girder Bridge,A,Noya Para Bridge,21.0228882,92.2420274,9.2
N1,RCC Girder Bridge,A,NOYA PARA (BRAC SCHOOL),20.9495277777777,92.2578888888888,9.2
N1,RCC Girder Bridge,C,Jadirghat Bridge,21.0226104,92.2420552,41.75
N1,RCC Girder Bridge,B,JADIMURA (NOYA PARA)BRIDGE,20.9484166666666,92.2588611111111,41.75
N1,Box Culvert,A,JADIMORH BOX CULVERT,20.9458888888888,92.2601388888888,1.2
N1,RCC Girder Bridge,A,JADIMURA BRIDGE.,20.9438055555555,92.2603333333333,7.5
N1,RCC Girder Bridge,A,Jadimura bridge,21.0169993,92.2440274,7.5
N1,RCC Girder Bridge,C,DOMDO MIA BRIDGE,20.9373888888888,92.2624444444444,37.2
N1,Box Culvert,A,DONDO MIA BOX CULVERT,20.9351944444444,92.2628055555555,1.5
N1,Slab Culvert,A,DONDO MIA BOX CULVERT,20.9348888888888,92.2630555555555,2.7
N1,Box Culvert,A,DOMMO MIA BOX CULVERT,20.9330555555555,92.2635277777777,1.2
N1,RCC Girder Bridge,C,Dhando Mia Bridge,21.0064444,92.2520833,38.0
N1,RCC Girder Bridge,C,DHANDO MIA,20.9296111111111,92.264,38.6
N1,RCC Girder Bridge,B,Dondo Mia Checkpost Bridge,20.9990274,92.2537778,49.6
N1,RCC Girder Bridge,B,DONDO MIA CHAK POST BRIDGE,20.9238888888888,92.2600277777777,51.0
N1,RCC Girder Bridge,A,Domodia Bridge(1),20.9942497,92.2545278,13.5
N1,RCC Girder Bridge,B,DOMDO MIA BRIDGE,20.9196666666666,92.2684444444444,13.5
N1,RCC Girder Bridge,A,Domdomia Bridge(2),20.9875274,92.2545556,13.5
N1,RCC Girder Bridge,B,DOMDO MIA,20.9191944444444,92.2686944444444,13.5
N1,Slab Culvert,A,DONDOMIA,20.9176944444444,92.2693888888888,2.7
N1,RCC Girder Bridge,C,Domdomia Bridge (3),20.9281373875,92.264301196875,34.1
N1,RCC Girder Bridge,C,DONOMIA,20.9155555555555,92.2706666666666,34.8
N1,Slab Culvert,D,DONMIA,20.9133611111111,92.2720833333333,2.7
N1,RCC Girder Bridge,C,Karumtoli Bridge,20.9778049,92.25075,37.6
N1,RCC Girder Bridge,B,KARUMTOLI,20.9088888888888,92.2751111111111,37.6
N1,Box Culvert,A,KARUNTON BOX CULVERT,20.9068611111111,92.2766111111111,1.2
N1,RCC Girder Bridge,A,KARUM TOLI SHOTHA (1),20.9058611111111,92.2772222222222,6.0
N1,RCC Girder Bridge,A,Karumtoli choto(1) Bridge,20.91799614,92.2691008942857,6.0
N1,RCC Girder Bridge,C,Sholo Bandar Teknaf Bridge,20.9167064980392,92.2698571431372,6.0
N1,RCC Girder Bridge,A,SHOLO BANDOR TAKNAF,20.9047777777777,92.278,6.0
N1,Box Culvert,B,KAKUM TOLI CHACK BOX CULVERT,20.9031388888888,92.2788611111111,1.2
N1,Slab Culvert,A,KARUMTOLI (3)BOX CULVERT,20.9025833333333,92.2793611111111,2.8
N1,RCC Girder Bridge,A,Karumtoli(1) Bridge,20.9126751559322,92.2727211220339,33.7
N1,RCC Girder Bridge,B,KARUMTOLI,20.9003888888888,92.2805555555555,34.3
N1,Slab Culvert,A,KARUM TOLI BOX CULVERT,20.8996111111111,92.2815,1.3
N1,RCC Girder Bridge,C,KARUMTOLI BRIDGE,20.8986388888888,92.2828055555555,23.7
N1,RCC Girder Bridge,A,Karumtoli(2) Bridge,20.9104284959641,92.2741396026905,29.3
N1,RCC Girder Bridge,A,KARUM TOLI RCC GIDER BRIDGE,20.8979722222222,92.2833333333333,10.6
N1,RCC Girder Bridge,A,Karumtoli (3) Bridge,20.909823120852,92.2745431860986,10.6
N1,RCC Girder Bridge,A,KARAN TOLI RCC GIDER BRIDGE,20.8978611111111,92.2839166666666,10.6
N1,RCC Girder Bridge,A,Polashir Bridge,20.909456906278,92.2747873291479,10.6
N1,RCC Girder Bridge,C,Baroy toli (1) Bridge,20.9673604,92.2491663,29.3
N1,RCC Girder Bridge,A,BAROY TOLI RCC GIDER BRIDGE,20.8974722222222,92.2852777777777,30.0
N1,Slab Culvert,A,BORY TOLI SLAB CULVERT,20.8972222222222,92.2863888888889,2.8
N1,Slab Culvert,A,BORYTOLI SLAB CULVERT,20.8952222222222,92.2878611111111,2.8
N1,Slab Culvert,A,BARITOLI BOX CULVERT,20.8947777777777,92.2881944444444,2.8
N1,RCC Girder Bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.8935555555555,92.28925,17.5
N1,RCC Girder Bridge,A,Gilatoli (1) Bridge,20.9045718551546,92.2780768381443,17.5
N1,RCC Girder Bridge,A,Baroytoli Bridge,20.9036912639175,92.2786932329896,8.3
N1,RCC Girder Bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.8923611111111,92.2895833333333,8.3
N1,RCC Girder Bridge,A,Baraytoli (3) Bridge,20.9032027737864,92.2790446582524,6.1
N1,RCC Girder Bridge,B,BARIY TOLI RCC GIDER BRIDGE,20.8926666666666,92.2897222222222,6.1
N1,RCC Girder Bridge,A,Naiton Para(1) Bridge,20.9018849327974,92.2798735897106,23.0
N1,RCC Girder Bridge,B,NAITAN PARA RCC GIDER BRIDGE,20.8932222222222,92.2911666666666,23.0
N1,RCC Girder Bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.8895833333333,92.2986388888888,15.1
N1,RCC Girder Bridge,A,Naitom Para (2) Bridge,20.9580833,92.2543056,15.1
N1,RCC Girder Bridge,A,NAITANG PARA RCC GIDER BRIDGE,20.8859444444444,92.2992777777777,9.0
N1,RCC Girder Bridge,A,Naitong Para (3) Bridge,20.9660278,92.2579167,9.0
N1,RCC Girder Bridge,A,Naitom Para(4) Bridge,20.9482774,92.2589167,9.0
N1,RCC Girder Bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.8817777777777,92.2976111111111,9.0
N1,RCC Girder Bridge,C,Eskahal Bridge,20.9436941,92.2603056,37.3
N1,RCC Girder Bridge,B,TEKNAF NAITANG RCC GIDER BRIDGE,20.8766111111111,92.2979444444444,37.3
N1,Box Culvert,A,BUS STAND TEKNAF BOX CULVERT,20.8689444444444,92.2982222222222,1.5
N1,Box Culvert,C,BUS STAND TEKNAF BOX CULVERT,20.8672777777777,90.2983888888888,1.5
N1,RCC Girder Bridge,C,YAKNAT BRIDGE,20.8645,92.2983611111111,35.9
N1,RCC Girder Bridge,C,Yaknat Bridge,20.934333,92.26325,35.9
N102,Box Culvert,A,PORISPUR BOX CULVERT,23.4865277777777,91.1133611111111,3.0
N102,Box Culvert,A,Brorechon,23.49375,91.1064722222222,1.5
N102,Box Culvert,A,SHABAR BAZAR,23.4963888888888,91.1059444444444,1.6
N102,Box Culvert,A,ZUMUR BOX CULVERT,23.4977222222222,91.1056388888888,1.4
N102,Slab Culvert,B,DEAB POR SLAB CULVERT,23.51125,91.0981944444444,2.5
N102,Box Culvert,C,RAMPUR,23.5324166666666,91.0835277777777,3.75
N102,RCC Girder Bridge,A,Barura Bridge,23.5421941,91.0742493,17.8
N102,RCC Girder Bridge,A,BARUARA BRIDGE.,23.5422222222222,91.0742777777777,17.8
N102,Box Culvert,A,KONSENOGOR BOX CUL,23.5501944444444,91.06625,3.0
N102,Slab Culvert,A,CONSUNAGAR SLAB,23.5551666666666,91.0600833333333,0.9
N102,Box Culvert,A,HATAMARA BOX CULVERT.,23.5661388888888,91.0553055555555,3.2
N102,Slab Culvert,C,HATIMARA (2)SLAB CULVERT,23.5668888888888,91.0549999999999,3.0
N102,Box Culvert,B,KAKORTOLA CULVERT,23.5745833333333,91.0511666666666,6.0
N102,Box Culvert,A,BUGRABUS BOX CULVERT,23.5827222222222,91.0352777777777,5.7
N102,Box Culvert,A,BHIRALLA BOX CULVERT,23.5880277777777,91.0157777777777,3.0
N102,Box Culvert,C,BARRA BOX CULVERT,23.5912222222222,91.00775,6.2
N102,Box Culvert,A,BARRA (3)BOX CULVERT,23.5945,90.9996666666666,6.0
N102,Box Culvert,A,BARRA 2 BOX CUL,23.5966388888888,90.9970555555555,2.5
N102,Box Culvert,B,BARHA BOX CULVERT,23.6079722222222,90.9883888888888,4.6
N102,Arch Masonry,A,Boro Alompur Arch Masonary,23.61,90.9858333333333,1.3
N102,Box Culvert,A,DABIDDAR CULVERT,23.6101666666666,90.9854722222222,2.8
N102,Box Culvert,A,SAIRCHOR BOX CULVERT,23.6165,90.9769444444444,9.6
N102,RCC Girder Bridge,A,Bingla Bari Bridge,23.6236388888888,90.9728888888888,33.4
N102,RCC Girder Bridge,A,Bangl Bari Bridge,23.623916,90.9726382,33.45
N102,RCC Girder Bridge,A,Companigong RCC Girder Bridge,23.6341944444444,90.97075,113.8
N102,RCC Girder Bridge,A,Compani Ganj Bridge,23.6341663,90.9707771,113.9
N102,Box Culvert,A,Nagorpar Box Culvert,23.6430555555555,90.9710833333333,9.4
N102,Box Culvert,A,KATAKHALI BOX CULVERT,23.6504722222222,90.9713333333333,9.3
N102,Box Culvert,B,BAKON NAGAR BOX CULVERT,23.6576111111111,90.9800277777777,6.1
N102,RCC Girder Bridge,C,GAFUR NAGOR RCC GIDER BRIDGE,23.6587499999999,90.9821111111111,51.2
N102,RCC Girder Bridge,C,Gafur nagar Bridge,23.6587222,90.9820271,51.25
N102,Box Culvert,A,DHARIA BOX CULVERT,23.6611111111111,90.9860833333333,12.3
N102,Box Culvert,A,BAHARNAGOR BOX CULVERT,23.6646944444444,90.9918055555555,6.0
N102,RCC Girder Bridge,A,CMB Bazar Bridge,23.6657222,90.9934719,40.0
N102,RCC Girder Bridge,C,MANJUR BRIDGE,23.6658333333333,90.9937777777777,52.0
N102,Box Culvert,A,C. M. B BAZAR BOX CUVERT,23.6675,90.9961388888889,12.6
N102,RCC Girder Bridge,C,Yousufpur Bridge.,23.6711938,91.0019444,24.5
N102,RCC Girder Bridge,B,YOUSUF PUR BRIDGE,23.6712222222222,91.0019722222222,28.8
N102,Box Culvert,B,YOUSUFPUR (2) BOX CULVERT,23.6738611111111,91.0061388888888,4.5
N102,Box Culvert,B,USUP POR-2 BOX CULVERT,23.6776388888888,91.0076388888888,6.0
N102,Box Culvert,C,USUP - PUR BOX CULVERT,23.6781111111111,91.0126944444444,12.6
N102,Box Culvert,C,SAMOLSHAL CHOR BOX CULVERT,23.6820833333333,91.0186944444444,9.5
N102,Box Culvert,C,NAYAPARA BOX CULVERT,23.6841388888888,91.0218333333333,9.2
N102,Box Culvert,A,SHALGANG BOX CULVERT,23.6874444444444,91.0265,9.4
N102,Box Culvert,C,BORAIPARA BOX CULVERT,23.6891666666666,91.0290277777777,3.0
N102,Box Culvert,A,BROSALGAR CULVERT,23.69225,91.0331388888888,9.5
N102,RCC Girder Bridge,C,SONG CHAIL RCC GIDER BRIDGE,23.6954444444444,91.0381388888888,35.5
N102,Box Culvert,B,SHANKAIL BOX CULVERT,23.7000277777777,91.0442222222222,9.3
N102,Box Culvert,A,HAJIBARI BOX CULVERT,23.7014722222222,91.04625,6.5
N102,Box Culvert,A,MOULSBI BARI CULVERT,23.70425,91.0501666666666,12.2
N102,Box Culvert,A,BRAMMON PARA BOX CULVERT,23.70525,91.0514166666666,12.2
N102,Box Culvert,C,MUDUPPUR BOX CULVERT,23.7083055555555,91.0553055555555,12.6
N102,Slab Culvert,A,MUDOBPUR CULVERT,23.7103611111111,91.0576944444444,4.8
N102,Box Culvert,A,MIRPUR CULVERT,23.7116944444444,91.0593055555555,4.65
N102,Box Culvert,A,MURPUR BOX,23.7148333333333,91.0632777777777,12.5
N102,Box Culvert,A,TALIPARA BOX CULVERT,23.7176944444444,91.0666666666666,6.2
N102,RCC Girder Bridge,B,MOKIMPUR RCC GRIDER BRIDGE,23.7220277777777,91.0720833333333,17.2
N102,RCC Girder Bridge,B,KALAMONLA BRIDGE,23.7252777777777,91.0767777777777,52.4
N102,RCC Girder Bridge,A,KalaMoira Bridge,23.7250827,91.0765271,54.31
N102,Box Culvert,B,KALAMURIA BOX CULVERT,23.7328888888888,91.0811666666666,12.3
N102,Box Culvert,A,CHOW MONI BOX CULVERT,23.7514166666666,91.0935555555555,12.2
N102,RCC Girder Bridge,A,Kuchi chuani er Bridge,23.7554167,91.0981386,37.0
N102,RCC Girder Bridge,A,CHOTICHOIMOHARI RCC GIDER BRIGDE,23.7554166666666,91.0981666666666,46.5
N102,Box Culvert,B,MIRPUKUR CULVERT,23.7572777777777,91.1003888888888,18.6
N102,Box Culvert,A,GOLA SHAR BOX CULVERT,23.7610555555555,91.1047777777777,6.0
N102,RCC Bridge,A,KHARERA BRIDGE,23.7698611111111,91.1148888888888,14.5
N102,RCC Bridge,A,Kharer bazar Bridge,23.7531944,91.1148611,17.0
N102,Box Culvert,C,DAROGABARI BOX CULVERT,23.7749444444444,91.1206666666666,12.0
N102,Box Culvert,B,MONKASAR BOX CULVERT,23.7816388888888,91.1286388888888,12.6
N102,Box Culvert,B,MONKASHA RCC GRIDER BRIDGE,23.7844444444444,91.1331944444444,16.06
N102,Box Culvert,A,SOYDABAD BOX CULVERT,23.7913611111111,91.14375,12.2
N102,RCC Girder Bridge,C,CHAITABUS - RCC GIRDER BRIDGE,23.7926944444444,91.1467222222222,17.3
N102,RCC Girder Bridge,A,Saidabad Bridge,23.4600278,91.1468052,20.6
N102,Box Culvert,B,TNLLAK BOX CULVERT,23.8006666666666,91.1501666666666,19.0
N102,RCC Girder Bridge,A,TILLACK PUR RCC GIDER BRIDGE,23.8067222222222,91.1513888888888,49.65
N102,RCC Girder Bridge,B,Bizna Bridge,23.80675,91.1513056,49.75
N102,Box Culvert,B,CHATURA CULVERT,23.8141666666666,91.153,36.8
N102,RCC Bridge,B,TANTO CULVERT,23.8297777777777,91.1551388888889,8.7
N102,Box Culvert,A,MATIA PARA BOX CULVERT,23.8322777777777,91.1555,4.6
N102,PC Girder Bridge,B,DARKHAR BRIDGE,23.8449722222222,91.1571944444444,166.3
N102,PC Girder Bridge,A,Dhorkhar Bridge,23.8450274,91.1571389,167.14
N102,PC Girder Bridge,A,PUJANESHAR PC GIRDER,23.8605833333333,91.1552777777777,34.2
N102,PC Girder Bridge,B,Ujaneswar Bridge,23.8606111,91.1552222,34.2
N102,Box Culvert,B,AWARON CULVERT,23.8631666666666,91.1520277777777,3.0
N102,RCC Bridge,C,AHARAVDHO RCC GRIDGE,23.8663055555555,91.148,14.0
N102,RCC Bridge,C,Akhand Bridge,23.8663333,91.1479997,16.38
N102,RCC Girder Bridge,B,MODINAGOR RCC GIDER BRIDGE,23.8747222222222,91.1408611111111,27.3
N102,Box Culvert,A,SULTANPUR BOX CULVERT,23.8870277777777,91.1341388888889,5.5
N102,Box Culvert,A,SULTANPUR BOX CULVERT,23.8924166666666,91.1313333333333,5.6
N102,RCC Bridge,A,SULTANPUR RCC BRIDGE,23.8945833333333,91.1301111111111,21.2
N102,RCC Bridge,C,Sultanpur Uttar Bridge,23.8946386,91.1300827,21.25
N102,PC Girder Bridge,A,RADHAKA BRIDGE.,23.9056111111111,91.1258611111111,48.9
N102,PC Girder Bridge,C,Radhika Bridge,23.9056389,91.1258327,50.25
N102,Box Culvert,A,OUSURA BOX CULVERT,23.9166388888888,91.1226666666666,5.6
N102,Box Culvert,A,UZURA CULVERT,23.9237777777777,91.1198333333333,5.6
N102,Box Culvert,B,RAMRAIL BOX CULVERT,25.92775,91.1185555555555,12.0
N102,RCC Girder Bridge,D,RAMRAIL BRIDGE.,23.9349722222222,91.1161388888888,48.4
N102,Box Culvert,B,VADHUGLAR BOX CULVERT,23.9496111111111,91.1167,3.0
N102,RCC Girder Bridge,B,VADHUGHAR BRIDGE,23.95525,91.11625,88.7
N102,RCC Girder Bridge,C,Kath toli old Bridge,23.9551944,91.1163889,90.6
N102,RCC Girder Bridge,B,NORTH PORTALA BRIDGE,23.9706388888888,91.1011944444444,30.8
N102,RCC Girder Bridge,A,Dakhin Pouro tala bridge,23.9679353219827,91.1013978806034,32.15
N102,RCC Girder Bridge,C,Gabura Bridge.,24.0016944,91.1095833,16.68
N102,RCC Girder Bridge,B,GHATARA BRIDGE,24.0016666666666,91.1095833333333,18.3
N102,Box Culvert,A,SUHILPUR MIRHATI BOX CULVERT,24.0098888888888,91.1093611111111,3.0
N102,Box Culvert,B,MOLABI BARI CULVERT,24.01325,91.1097222222222,6.5
N102,Box Culvert,A,SUHIL PUR BOX CULVERT,24.0173611111111,91.0769444444444,7.0
N102,Box Culvert,B,UTTOR SHOHIL PUR CULVERT,24.0275277777777,91.1125,3.0
