Unnamed: 0,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV,Chainage,Chainag_end,Condition_A_Count,Condition_B_Count,Condition_C_Count,Condition_D_Count,Flood_Risk_A_Count,Flood_Risk_B_Count,Flood_Risk_C_Count,Flood_Risk_D_Count,Weighted_Sum
1704,Z5026,Badarganj More-Haldibari,LRPS,0,0.0,LRP003,90,2.95,2.95,0.0,304.0,316.0,9.0,81.0,92.0,72.0,34.0,602.0,1927.0,1847.0,1388.0,1.0,3437.0,3236.0,6673.0,6673.0,LRPS,0.0,Others,"Start from Z5857 Hatchry more, Parbatipur.",25.6416663,88.920916,Z5026,11414.5,0.0,2.95,,,,,,,,,
1707,Z5039,Bogra (Jhapgari)-Khetlal,LRPS,0,0.0,LRP033,20,30.65,30.65,11.0,300.0,549.0,41.0,25.0,175.0,283.0,233.0,3103.0,1009.0,884.0,507.0,0.0,5729.0,1391.0,7120.0,7120.0,LRPS,0.0,Others,"Start of road from N5 Jhapgari,Baropur more,Bogra.",24.8805271,89.3526389,Z5039,17377.0,0.0,30.65,45.0,1.0,0.0,0.0,16.0,30.0,0.0,0.0,123.0
1710,Z5040,Lichutala-Bagbari (int.with Z5050),LRPS,0,0.0,LRP008,830,8.64,8.64,11.0,300.0,549.0,41.0,25.0,175.0,283.0,233.0,3103.0,1009.0,884.0,507.0,0.0,5729.0,1391.0,7120.0,7120.0,LRPS,0.0,Others,"Start from N5 Lichutala more Banani ,Bogra.",24.8083333,89.3826382,Z5040,17377.0,0.0,8.64,13.0,2.0,0.0,1.0,0.0,16.0,0.0,0.0,53.0
1716,Z5041,Bhuyagati-Taras,LRPS,0,0.0,LRP015,1120,16.12,16.12,0.0,7.0,109.0,0.0,51.0,27.0,1.0,5.0,486.0,760.0,540.0,588.0,0.0,1446.0,1128.0,2574.0,2574.0,LRPS,0.0,Others,Start at Bhuiyagati bus stand from N5,24.4941663,89.5078611,Z5041,3868.0,0.0,16.12,12.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,41.0
1719,Z5042,Sirajganj-Chandaikona(int.with N5),LRPS,0,0.0,LRPS,21430,21.43,21.43,0.0,81.0,140.0,4.0,6.0,140.0,83.0,167.0,1130.0,855.0,815.0,705.0,0.0,2606.0,1520.0,4126.0,4126.0,LRPS,0.0,Others,"Start point has been Confirmet by Sirajganj (from Z5401 at Rahmatganj Kather pool, Sirajganj.)",24.4656944,89.6897219,Z5042,7369.5,0.0,21.43,14.0,1.0,10.0,2.0,0.0,27.0,0.0,0.0,108.0
1722,Z5046,Srikhola bus stand Ullahpara-Int.with N507,LRPS,0,0.0,LRPS,18120,18.12,18.12,2.0,50.0,31.0,3.0,6.0,14.0,14.0,9.0,720.0,914.0,308.0,431.0,0.0,1763.0,739.0,2502.0,2502.0,LRPS,0.0,Others,Start from N5 at Srikhola bus stand Ullahpara. Sirajganj.,24.3250271,89.5624722,Z5046,3772.0,0.0,18.12,10.0,1.0,5.0,2.0,0.0,18.0,0.0,0.0,71.0
1728,Z5048,Ullahpara-Bhangura,LRPS,0,0.0,LRP002,19670,21.67,21.67,0.0,20.0,40.0,0.0,189.0,3.0,10.0,1.0,280.0,257.0,320.0,361.0,0.0,800.0,681.0,1481.0,1481.0,LRPS,0.0,Others,"Start from N5 at Shamilipara Bus stand ,Ullapara,Sirajganj.",24.3076667,89.5632778,Z5048,2960.0,0.0,21.67,11.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,51.0
1731,Z5051,Baiguni-Poradah,LRPS,0,0.0,LRP009,2990,10.47,10.47,0.0,2.0,5.0,0.0,0.0,0.0,3.0,2.0,536.0,218.0,320.0,160.0,1.0,766.0,481.0,1247.0,1247.0,LRPS,0.0,Others,"Start from Z 5032 at Baiguni more,Gabtoli,Bogra.",24.8790271,89.4833049,Z5051,1677.0,0.0,10.47,11.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,48.0
1734,Z5055,Thakurgaon (Railway Station)-Pirganj,LRPS,0,0.0,LRP022,7,21.981,21.981,19.0,176.0,181.0,14.0,134.0,48.0,34.0,35.0,634.0,2187.0,1981.0,657.0,0.0,3462.0,2638.0,6100.0,6100.0,LRPS,0.0,Others,Start of Road from Intersection and R587 at Baliadanghi and Z5002 more infront of Modern Electronic board Thakurgaon.,26.0418608,88.4222493,Z5055,9316.5,0.0,21.981,11.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,54.0
1737,Z5059,Thakuragaon (BISIC More)-Ruhea,LRPS,0,0.0,LRP015,1148,16.218,16.218,4.0,172.0,118.0,0.0,77.0,41.0,28.0,16.0,607.0,1100.0,1130.0,408.0,0.0,2163.0,1538.0,3701.0,3701.0,LRPS,0.0,Others,Start at Bicic more in front of Bangladesh reshom board Thakurgaon &Intersection at R5 &Z5059.Thakurgaon.,26.038833,88.4452774,Z5059,6328.0,0.0,16.218,22.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,94.0
1740,Z5062,Kawaliapara-West Nandeswari,LRPS,0,0.0,LRP004,703,4.241,4.241,0.0,89.0,113.0,0.0,163.0,60.0,1.0,57.0,773.0,420.0,453.0,331.0,0.0,1676.0,784.0,2460.0,2460.0,LRPS,0.0,Others,Road start with Z 5061 from Kawalipara.,23.9624167,90.077166,Z5062,5478.5,0.0,4.241,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,29.0
1746,Z5064,Jhitka (int.with Z5066)-Harirampur,LRP016,103,16.03,LRP024,605,24.536,8.506,0.0,131.0,184.0,0.0,169.0,260.0,7.0,37.0,761.0,883.0,843.0,488.0,0.0,2432.0,1331.0,3763.0,3763.0,LRP016,15.927,Km Post,Info missing,23.772666,89.9163333,Z5064,8096.5,16.03,24.536,3.0,1.0,3.0,1.0,0.0,8.0,0.0,0.0,34.0
1749,Z5066,Nali Bazar-Jhitka,LRPS,0,0.0,LRPS,14868,14.868,14.868,0.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,564.0,447.0,609.0,306.0,0.0,1020.0,915.0,1935.0,1935.0,LRPS,0.0,Others,Road Start from N5 at Paturia Ghat.,23.7952774,89.8105,Z5066,2244.5,0.0,14.868,5.0,2.0,3.0,2.0,0.0,12.0,0.0,0.0,50.0
1755,Z5075,Madarganj-Pirganj (int.with N5),LRPS,0,0.0,LRP015,2074,17.196,17.196,0.0,56.0,99.0,0.0,0.0,3.0,0.0,11.0,387.0,1050.0,598.0,636.0,0.0,1606.0,1234.0,2840.0,2840.0,LRPS,0.0,Others,Start at Sadullahpur Chowrasta Intersection at Z5553 Gaibandha.,25.3913886,89.4652778,Z5075,3948.0,0.0,17.196,10.0,7.0,1.0,1.0,0.0,0.0,19.0,0.0,88.0
1758,Z5075,Pirganj-Jaintapur,LRP015,2074,17.196,LRP044,50,44.15,26.954,0.0,90.0,134.0,2.0,19.0,15.0,11.0,15.0,611.0,1060.0,563.0,325.0,0.0,1957.0,888.0,2845.0,2845.0,LRP015,15.07,Km Post,Info missing,25.4168604,89.3384441,Z5075,4827.5,17.196,44.15,13.0,11.0,2.0,2.0,0.0,0.0,28.0,0.0,133.0
1764,Z5202,Omarpur-Int.with Z5207,LRPS,0,0.0,LRPS,4706,4.706,4.706,21.0,101.0,94.0,0.0,1.0,54.0,5.0,6.0,1133.0,1096.0,752.0,755.0,0.0,2511.0,1507.0,4018.0,4018.0,LRPS,0.0,Others,"Start at Omarpur Bus stand from N502,Nandigram.",24.6273604,89.2436941,Z5202,6478.0,0.0,4.706,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0
1767,Z5202,Int.with Z5207-Talora Bazar (int.with Z5471),LRPS,4706,4.706,LRPS,23739,23.739,19.033,51.0,79.0,93.0,0.0,1.0,57.0,5.0,8.0,1215.0,1132.0,752.0,756.0,0.0,2641.0,1508.0,4149.0,4149.0,LRPS,0.0,Others,"Start at Omarpur Bus stand from N502,Nandigram.",24.6273604,89.2436941,Z5202,6817.0,4.706,23.739,3.0,2.0,16.0,5.0,0.0,26.0,0.0,0.0,127.0
1770,Z5202,Talora Bazar(int.with Z5471)-Dupchachia (int.with R545),LRPS,23739,23.739,LRP028,2968,30.788,7.049,4.0,109.0,117.0,0.0,114.0,11.0,5.0,2.0,752.0,762.0,722.0,1011.0,0.0,1876.0,1733.0,3609.0,3609.0,LRPS,0.0,Others,"Start at Omarpur Bus stand from N502,Nandigram.",24.6273604,89.2436941,Z5202,6129.0,23.739,30.788,4.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,21.0
1776,Z5211,Dalsarak-Int.with Z5209,LRPS,0,0.0,LRP014,270,13.28,13.28,11.0,97.0,100.0,4.0,48.0,10.0,1.0,4.0,868.0,673.0,1044.0,571.0,1.0,1816.0,1616.0,3432.0,3432.0,LRPS,0.0,Others,Start at Dalsarak more from N502.,24.4476386,89.044833,Z5211,5470.0,0.0,13.28,6.0,1.0,3.0,0.0,0.0,10.0,0.0,0.0,37.0
1785,Z5402,Sirajganj-Porabari(int.with N405),LRPS,0,0.0,LRP004,2893,6.91,6.91,7.0,177.0,101.0,113.0,175.0,46.0,69.0,51.0,2538.0,1205.0,656.0,748.0,0.0,4482.0,1404.0,5886.0,5886.0,LRPS,0.0,Others,"Start of road from Regional Highway R451 at Railgate,Sirajgonj",24.4524444,89.7065833,Z5402,11981.0,0.0,6.91,4.0,1.0,4.0,0.0,0.0,9.0,0.0,0.0,36.0
1794,Z5403,Int.with N405-Kamarkhand (int.with Z5406),LRPS,3730,3.73,LRPS,8210,8.21,4.48,0.0,82.0,113.0,0.0,2.0,8.0,7.0,4.0,641.0,446.0,840.0,457.0,0.0,1303.0,1297.0,2600.0,2600.0,LRPS,0.0,Others,Start at kalia Kaliakandapara more,24.4299993,89.6831104,Z5403,4137.0,3.73,8.21,8.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,29.0
1800,Z5405,Bagbati-Sonamukhi,LRPS,0,0.0,LRP003,17390,20.35,20.35,1.0,188.0,350.0,0.0,0.0,232.0,53.0,115.0,2143.0,1628.0,2154.0,2515.0,0.0,4710.0,4669.0,9379.0,9379.0,LRPS,0.0,Others,"Road start at Z5401 ghorachara more, Bagbati, Sirajganj.",24.5266104,89.6346663,Z5405,15134.0,0.0,20.35,10.0,0.0,5.0,1.0,0.0,16.0,0.0,0.0,61.0
1803,Z5452,Joypurhat-Akkelpur,LRPS,0,0.0,LRP015,1175,16.235,16.235,1.0,167.0,186.0,2.0,53.0,97.0,39.0,21.0,916.0,1363.0,1008.0,732.0,1.0,2845.0,1741.0,4586.0,4586.0,LRPS,0.0,Others,"Start from R550 at BATA more ,Joypurhat.",25.1017778,89.0295827,Z5452,8077.0,0.0,16.235,11.0,5.0,2.0,0.0,17.0,0.0,1.0,0.0,47.0
1806,Z5452,Akkelpur-Badalgachhi,LRP014,2035,16.235,LRP025,1065,26.32,10.085,8.0,144.0,141.0,6.0,3.0,10.0,4.0,4.0,416.0,499.0,421.0,432.0,0.0,1235.0,853.0,2088.0,2088.0,LRP014,14.2,Km Post,Information not clear,24.9796938,89.020916,Z5452,4326.5,16.235,26.32,6.0,2.0,5.0,3.0,0.0,0.0,16.0,0.0,85.0
1809,Z5456,Mohadebpur-Shibpur (int.with Z5464),LRPS,0,0.0,LRP012,3055,15.145,15.145,0.0,242.0,205.0,5.0,98.0,15.0,1.0,10.0,286.0,387.0,221.0,217.0,0.0,1249.0,438.0,1687.0,1687.0,LRPS,0.0,Others,Road start from R 545 at Mohadebpur bus stand more infront of three fish island Naogaon.,24.9172771,88.7517778,Z5456,5388.5,0.0,15.145,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,52.0
1821,Z5463,(Int.with Z5456)-Manda,LRPS,5640,5.64,LRPE,0,23.575,17.935,0.0,192.0,115.0,0.0,17.0,36.0,1.0,17.0,985.0,927.0,1132.0,963.0,0.0,2290.0,2095.0,4385.0,4385.0,LRPS,0.0,Others,Road Start from Enayaetpur.,24.9521667,88.7469163,Z5463,7103.0,5.64,23.575,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,68.0
1824,Z5467,Raikali-Tilakpur,LRPS,0,0.0,LRP008,175,7.985,7.985,0.0,18.0,48.0,0.0,0.0,6.0,2.0,366.0,682.0,862.0,851.0,433.0,0.0,1984.0,1284.0,3268.0,3268.0,LRPS,0.0,Others,"Start at Raikali Tin matha more Infront of RHD Direction Sign Board Intersection at Z5467 and Z5459 Raikali,Akkelpur Jaipurhat.",24.9063611,89.0781382,Z5467,4698.5,0.0,7.985,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0
1827,Z5469,Atrai-Singra,LRPS,0,0.0,LRP022,1655,23.655,23.655,0.0,9.0,3.0,0.0,0.0,4.0,0.0,0.0,382.0,515.0,443.0,461.0,0.0,913.0,904.0,1817.0,1817.0,LRPS,0.0,Others,Start from R548 near Baily Bridge South end,24.6113333,88.9743604,Z5469,2074.5,0.0,23.655,10.0,4.0,0.0,1.0,0.0,0.0,15.0,0.0,67.0
1830,Z5472,Adamdighi Rail Station-Raninagar,LRPS,0,0.0,LRPS,12210,12.21,12.21,4.0,20.0,22.0,0.0,0.0,16.0,0.0,2.0,428.0,469.0,458.0,471.0,0.0,961.0,929.0,1890.0,1890.0,LRPS,0.0,Others,"Start at Rokto Daho Billan more infront of Contract Name Sign board near Adamdighi station ,Adamdighi, Bogra",24.8077778,89.0467497,Z5472,2465.0,0.0,12.21,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,23.0
1833,Z5476,Dhupni-Belka,LRPS,0,0.0,LRPE,0,3.41,3.41,0.0,52.0,124.0,26.0,38.0,73.0,71.0,56.0,710.0,706.0,861.0,623.0,0.0,1856.0,1484.0,3340.0,3340.0,LRPS,0.0,Others,"Start at Dhupni more from Z5613, Sundorganj, Gaibandha.",25.4971663,89.5931108,Z5476,5619.5,0.0,3.41,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
1836,Z5504,Hitchmi-Puranpail,LRPS,0,0.0,LRP007,350,7.274,7.274,0.0,139.0,81.0,0.0,71.0,19.0,16.0,10.0,648.0,846.0,765.0,831.0,0.0,1830.0,1596.0,3426.0,3426.0,LRPS,0.0,Others,Start at Hitchmi bazar in front of Mithu store and intersection with R550 Joypurhat,25.0876663,89.0692771,Z5504,5633.5,0.0,7.274,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0
1842,Z5508,Int.with Z5039- Gopinathpur (int.with Z5202),LRP002,603,1.564,LRP011,834,10.496,8.932,0.0,22.0,26.0,1.0,15.0,72.0,43.0,32.0,628.0,686.0,677.0,820.0,0.0,1525.0,1497.0,3022.0,3022.0,LRP002,0.961,Km Post,Information missing,25.0339997,89.1258327,Z5508,4140.5,1.564,10.496,5.0,2.0,3.0,0.0,10.0,0.0,0.0,0.0,28.0
1851,Z5553,Gaibandha (Dakbanglow)-Sadullahpur,LRPS,0,0.0,LRPS,11190,11.19,11.19,2.0,93.0,87.0,33.0,15.0,48.0,43.0,60.0,2320.0,1786.0,2344.0,4772.0,0.0,4487.0,7116.0,11603.0,11603.0,LRPS,0.0,Others,Start from R555 Sadullahpur road more Gaibandha.,25.3294438,89.5407497,Z5553,14613.0,0.0,11.19,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,18.0
1854,Z5559,Balashighat-Sayedpur,LRPS,0,0.0,LRPS,1200,1.2,1.2,0.0,320.0,202.0,0.0,8.0,13.0,22.0,3.0,295.0,511.0,538.0,418.0,0.0,1374.0,956.0,2330.0,2330.0,LRPS,0.0,Others,"Start at Kanchipara Shahid minar more, Balashighat and from Z 5555,Gaibandha.",25.3178327,89.6013889,Z5559,5950.0,0.0,1.2,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0
1857,Z5612,Shahebganj-Haragacha,LRPS,0,0.0,LRP003,6280,9.25,9.25,0.0,111.0,208.0,12.0,5.0,42.0,40.0,33.0,1020.0,1664.0,2111.0,1129.0,8.0,3135.0,3248.0,6383.0,6383.0,LRPS,0.0,Others,"Start Z5010 at Sahebganj bazar tin matha more , Rangpur.",25.7732216,89.3052778,Z5612,8783.5,0.0,9.25,5.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,31.0
1860,Z5614,Kurigram (Trimohoni)-Rajarhat,LRPS,0,0.0,LRP007,670,7.48,7.48,0.0,24.0,129.0,4.0,0.0,23.0,11.0,17.0,700.0,1425.0,1411.0,335.0,2.0,2333.0,1748.0,4081.0,4081.0,LRPS,0.0,Others,Start at Trimohoni more N 506 Kurigram.,25.8114722,89.6145,Z5614,5189.5,0.0,7.48,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,30.0
1863,Z5616,Nageswari-Int. with Z5901,LRPS,0,0.0,LRP016,390,16.95,16.95,0.0,150.0,105.0,0.0,0.0,37.0,5.0,7.0,996.0,1207.0,1300.0,904.0,11.0,2507.0,2215.0,4722.0,4722.0,LRPS,0.0,Others,Start of road from Z5622 at Nageswari Bus stand infornt of Nageswari technical institute.,25.9659722,89.6912497,Z5616,6920.0,0.0,16.95,11.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,77.0
1869,Z5621,Kurigram (Shapla Chattar)-Ulipur(int.with Z5623),LRPS,0,0.0,LRP018,820,18.83,18.83,0.0,19.0,31.0,58.0,43.0,21.0,19.0,10.0,1035.0,1270.0,1361.0,355.0,6.0,2506.0,1722.0,4228.0,4228.0,LRPS,0.0,Others,"Start at Traffic island Shapla Chhattar, intersection & N 506 & Z 5622.",25.8128333,89.6432497,Z5621,5606.5,0.0,18.83,13.0,5.0,4.0,3.0,0.0,0.0,25.0,0.0,122.0
1872,Z5621,Ulipur(int.with Z5623)-Chillmari,LRP018,820,18.83,LRP027,2940,29.98,11.15,0.0,20.0,31.0,57.0,43.0,33.0,19.0,10.0,1044.0,636.0,689.0,195.0,1.0,1893.0,885.0,2778.0,2778.0,LRP018,18.01,Km Post,Info missing,25.6584722,89.6176938,Z5621,4550.5,18.83,29.98,4.0,1.0,1.0,2.0,0.0,0.0,8.0,0.0,41.0
1875,Z5623,Ulipur-Chillmari,LRPS,0,0.0,LRP017,1843,17.639,17.639,92.0,82.0,121.0,72.0,78.0,83.0,23.0,38.0,3430.0,4422.0,5263.0,3616.0,40.0,8441.0,8919.0,17360.0,17360.0,LRPS,0.0,Others,"Start from Z5621 Amin mill more Ulipur,Kurigram.",25.6521944,89.614,Z5623,21562.5,0.0,17.639,24.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,106.0
1881,Z5706,Boragarihat(int.with Z5054)-Bholaganj,LRP001,2810,3.77,LRP023,5610,28.8,25.03,0.0,39.0,29.0,0.0,17.0,20.0,34.0,6.0,652.0,966.0,1332.0,637.0,0.0,1763.0,1969.0,3732.0,3732.0,LRP001,0.96,Km Post,Information missing,26.1043611,88.8367497,Z5706,4410.0,3.77,28.8,10.0,1.0,4.0,5.0,0.0,0.0,20.0,0.0,104.0
1887,Z5707,Int.with Z5701-Int.with Z5709,LRPS,740,0.74,LRP003,1029,4.039,3.299,75.0,128.0,120.0,115.0,49.0,56.0,18.0,19.0,294.0,1307.0,1845.0,542.0,0.0,2181.0,2387.0,4568.0,4568.0,LRPS,0.0,Others,Start at Chowrangi more and intersection with R570,25.9322493,88.8536111,Z5707,7463.5,0.74,4.039,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
1893,Z5709,By-Pass Start-Int.with Z5701,LRPS,0,0.0,LRP003,250,3.26,3.26,3.0,135.0,108.0,0.0,0.0,22.0,4.0,13.0,145.0,609.0,1406.0,337.0,0.0,1039.0,1743.0,2782.0,2782.0,LRPS,0.0,Others,"Start at Moshiur Rahmen college more from R570, Nilphamari.",25.9172216,88.86575,Z5709,3966.0,0.0,3.26,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0
1899,Z5803,Dinajpur (Kanchan Bridge)-Birol,LRPS,0,0.0,LRP011,1020,11.11,11.11,1.0,76.0,213.0,0.0,15.0,0.0,0.0,73.0,825.0,2485.0,2610.0,838.0,0.0,3688.0,3448.0,7136.0,7136.0,LRPS,0.0,Others,"Start of road from start at Birol more in front of Asia super market Kanchonhat,Birol,Dinajpur.",25.6319716,88.6149444,Z5803,8696.0,0.0,11.11,12.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,60.0
1902,Z5857,Fulbari-int.with Z5858,LRPS,0,0.0,LRP013,430,13.65,13.65,0.0,88.0,77.0,3.0,8.0,25.0,21.0,14.0,708.0,1466.0,1470.0,1037.0,0.0,2410.0,2507.0,4917.0,4917.0,LRPS,0.0,Others,"Start of road from R585 at Paraton Parbatipur Bus stand infront of D.B.B.L Bank Sign Board Near Urbashi Cenama Hall , Fulbari, ,Dinajpur.",25.5000278,88.9527778,Z5857,6196.0,0.0,13.65,17.0,2.0,1.0,0.0,0.0,0.0,20.0,0.0,84.0
1908,Z5901,Lalmonirhat (Mission More)-Fulbari,LRPS,0,0.0,LRP008,530,8.65,8.65,0.0,57.0,141.0,0.0,0.0,19.0,46.0,28.0,853.0,1080.0,1520.0,799.0,36.0,2224.0,2355.0,4579.0,4579.0,LRPS,0.0,Others,"Start at Mission More From N509,Lalmonirhat",25.9118611,89.4339997,Z5901,6141.0,0.0,8.65,8.0,2.0,0.0,1.0,0.0,11.0,0.0,0.0,38.0
1911,Z5902,Shaptibari-Haragacha,LRPS,0,0.0,LRP005,366,5.366,5.366,1.0,38.0,34.0,0.0,0.0,0.0,0.0,19.0,415.0,618.0,1783.0,878.0,0.0,1125.0,2661.0,3786.0,3786.0,LRPS,0.0,Others,"Start at Shaplabari Bazar more from N509,Lalmonirhat.",25.8977774,89.3961663,Z5902,3826.5,0.0,5.366,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0
1914,Z5904,Patgram Bazar-Int.with Z5903,LRPS,0,0.0,LRPS,1580,1.58,1.58,33.0,437.0,226.0,113.0,1.0,85.0,47.0,53.0,362.0,707.0,735.0,788.0,0.0,2064.0,1523.0,3587.0,3587.0,LRPS,0.0,Others,"Start at College more from N509,Infront of Mama Hotel,Patgram,Lalmonirhat.",26.3398608,89.0253049,Z5904,9516.5,0.0,1.58,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1920,Z6004,Puthia-Taherpur(Int.with Z6005),LRPS,0,0.0,LRP017,295,16.92,16.92,3.0,106.0,107.0,0.0,10.0,28.0,10.0,7.0,580.0,540.0,444.0,420.0,0.0,1391.0,864.0,2255.0,2255.0,LRPS,0.0,Others,Road start infront of westerns trevels sign board from N6 at Puthia.,24.3716104,88.8414441,Z6004,4220.0,0.0,16.92,9.0,2.0,7.0,5.0,0.0,23.0,0.0,0.0,100.0
1926,Z6011,Walia (int.with Z6014)-Int.with N6,LRPS,0,0.0,LRP021,240,20.474,20.474,7.0,122.0,142.0,14.0,33.0,112.0,45.0,25.0,1570.0,2000.0,2305.0,1441.0,0.0,4070.0,3746.0,7816.0,7816.0,LRPS,0.0,Others,Road start from Z6014 Infront of Kadirabad Cantonment 4 km sign Board (Walia College more),24.2481108,89.0311104,Z6011,10839.5,0.0,20.474,9.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,32.0
1929,Z6011,Int.with N6-Natore(Int.with N602),LRP021,240,20.474,LRP021,1520,21.76,1.286,0.0,121.0,75.0,12.0,18.0,40.0,39.0,27.0,724.0,983.0,1067.0,638.0,0.0,2039.0,1705.0,3744.0,3744.0,LRP021,20.24,Km Post,Bogra 71Km,24.40175,88.9853608,Z6011,5685.5,20.474,21.76,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
1932,Z6015,Ahamedpur-Int.with N507,LRPS,0,0.0,LRP009,785,9.715,9.715,1.0,100.0,125.0,0.0,43.0,29.0,17.0,11.0,585.0,621.0,566.0,546.0,0.0,1532.0,1112.0,2644.0,2644.0,LRPS,0.0,Others,Start from N at Ahamedpur.,24.3443608,89.0705827,Z6015,4792.0,0.0,9.715,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0
1935,Z6015,Int.with N507-Baraigram (Int.with Z6029),LRP010,735,9.715,LRP012,2174,13.07,3.355,0.0,26.0,147.0,0.0,0.0,24.0,12.0,23.0,732.0,965.0,1079.0,887.0,1.0,1929.0,1967.0,3896.0,3896.0,LRP010,8.98,Km Post,Gurudaspur 16 km,24.3068889,89.1481663,Z6015,5318.5,9.715,13.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1944,Z6020,Arani-Bagatipara,LRPS,0,0.0,LRP010a,478,9.69,9.69,4.0,61.0,110.0,21.0,20.0,21.0,16.0,16.0,541.0,579.0,579.0,214.0,6.0,1389.0,799.0,2188.0,2188.0,LRPS,0.0,Others,Road start Infront of Sonali Bank Arani Branch Intersection at Z6019.,24.2880552,88.8587222,Z6020,3936.5,0.0,9.69,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,22.0
1947,Z6024,Chinakhora-Sujanagar,LRPS,0,0.0,LRP010,1446,11.16,11.16,0.0,14.0,69.0,0.0,0.0,6.0,6.0,3.0,585.0,506.0,382.0,457.0,0.0,1189.0,839.0,2028.0,2028.0,LRPS,0.0,Others,Chinakhora to Sujanagar road 11.45 KM Start in front Of RHD sign board and Intersection at N-6 And Z 6024.,23.9621111,89.4946108,Z6024,2976.0,0.0,11.16,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,14.0
1953,Z6026,Sathia(int.with Z6017)-int.with N5,LRP012,325,11.375,LRP019,870,18.959,7.584,63.0,318.0,190.0,21.0,36.0,119.0,33.0,62.0,1993.0,446.0,272.0,503.0,9.0,3281.0,784.0,4065.0,4065.0,LRP012,11.05,Km Post,Bera 11 km,24.0562222,89.5406108,Z6026,10827.0,11.375,18.959,5.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,24.0
1962,Z6031,Chatmohor-Pabna,LRPS,0,0.0,LRP022,9472,32.0,32.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,528.0,274.0,298.0,101.0,0.0,833.0,399.0,1232.0,1232.0,LRPS,0.0,Others,"Road start infornt of R.H.D Sign board Pabna devision and intersection at N6 & Z6031, Loshkorpur , Pabna.",24.0101111,89.2566944,Z6031,1773.0,0.0,32.0,9.0,5.0,4.0,0.0,0.0,18.0,0.0,0.0,67.0
1965,Z6802,Kansat-Chowdala(int.with Z6819),LRPS,0,0.0,LRP013,550,12.65,12.65,2.0,144.0,116.0,2.0,14.0,57.0,22.0,27.0,899.0,1050.0,1049.0,575.0,0.0,2333.0,1624.0,3957.0,3957.0,LRPS,0.0,Others,Road start Z-6801 at Kansat bazar.,24.7269438,88.1704438,Z6802,6461.5,0.0,12.65,6.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,23.0
1977,Z6802,Rohonpur(int.with R547) -Bhangabari,LRP024,380,22.87,LRPE,0,34.61,11.74,2.0,137.0,111.0,2.0,14.0,56.0,22.0,27.0,889.0,1039.0,1038.0,569.0,0.0,2299.0,1607.0,3906.0,3906.0,LRP024,22.49,Km Post,Rohanpur 0 Km,24.8218882,88.3291104,Z6802,6323.0,22.87,34.61,9.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,45.0
