Unnamed: 0,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV,Chainage,Chainag_end,Condition_A_Count,Condition_B_Count,Condition_C_Count,Condition_D_Count,Flood_Risk_A_Count,Flood_Risk_B_Count,Flood_Risk_C_Count,Flood_Risk_D_Count,Weighted_Sum
510,N508,Beldanga (10 mile)-Dinajpur Govt. College (Int.with R586),LRPS,0,0.0,LRP013,90,12.145,12.145,52.0,580.0,121.0,56.0,294.0,101.0,37.0,120.0,426.0,359.0,667.0,371.0,3.0,2146.0,1041.0,3187.0,3187.0,LRPS,0.0,Others,Start at Dosmile more infront of RHD distance sign boart Sharing Saidpur and Dinajpur.,25.7565556,88.6736938,N508,11057.5,0.0,12.145,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
513,N508,Dinajpur Govt. College (Int.with R586),LRP013,90,12.145,LRPE,0,15.975,3.83,52.0,580.0,121.0,56.0,294.0,101.0,37.0,120.0,426.0,359.0,667.0,371.0,3.0,2146.0,1041.0,3187.0,3187.0,LRP013,12.055,Km Post,Fulbari 44km,25.6519167,88.6465552,N508,11057.5,12.145,15.975,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0
516,N510,Bogra Sath Matha More-Bogra St. Road,LRPS,0,0.0,LRPS,2784,2.784,2.784,0.0,355.0,347.0,142.0,564.0,338.0,187.0,448.0,6108.0,2199.0,951.0,1187.0,0.0,10688.0,2138.0,12826.0,12826.0,LRPS,0.0,Others,"Start from N 514 at Satmatha more, Bogra.",24.8480552,89.3726938,N510,29319.5,0.0,2.784,,,,,,,,,
519,N513,Baderhat-Khayerchar,LRPS,0,0.0,LRPE,0,11.88,11.88,16.0,78.0,330.0,95.0,83.0,344.0,309.0,437.0,6336.0,2396.0,2465.0,4550.0,0.0,10424.0,7015.0,17439.0,17439.0,LRPS,0.0,Others,"Start from N5 at Baderhat more,Bera Pabna",23.8942774,89.6485274,N513,29065.5,0.0,11.88,,,,,,,,,
522,N517,Rangpur (Modern More)-Int with N506,LRPS,0,0.0,LRPS,805,0.805,0.805,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,LRPS,0.0,Others,Start from N 6 at Modern more Rangpur.,25.7095833,89.2610278,N517,33980.0,0.0,0.805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
525,N517,Rangpur(Int.with N506)-Rangpur (Shapla Chattar),LRPS,805,0.805,LRPS,3880,3.88,3.075,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,LRPS,0.0,Others,Start from N 6 at Modern more Rangpur.,25.7095833,89.2610278,N517,33980.0,0.805,3.88,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,15.0
528,N517,Rangpur (Shapla Chattar)-Int.with Z5010 ,LRPS,3880,3.88,LRPS,5075,5.075,1.195,11.0,756.0,508.5,709.0,392.5,444.0,174.5,347.0,1654.0,1150.0,982.0,800.5,0.0,6146.5,1782.5,7929.0,7929.0,LRPS,0.0,Others,Start from N 6 at Modern more Rangpur.,25.7095833,89.2610278,N517,26569.5,3.88,5.075,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
531,N517,Int.with Z5010-Rangpur (Medical More) ,LRPS,5075,5.075,LRPS,8210,8.21,3.135,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,LRPS,0.0,Others,Start from N 6 at Modern more Rangpur.,25.7095833,89.2610278,N517,19159.0,5.075,8.21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
534,N519,Medical College-Malgram,LRPS,0,0.0,LRPS,2640,2.64,2.64,4.0,313.0,451.0,6.0,12.0,315.0,153.0,274.0,1576.0,1676.0,2500.0,3344.0,0.0,4780.0,5844.0,10624.0,10624.0,LRPS,0.0,Others,"Start from N5 at Ziaur Rahman Medical Collage gate , Bogra.",24.8283049,89.3541667,N519,18093.0,0.0,2.64,,,,,,,,,
537,N603,Belpukur (Rajshahi)-Khorkhori Bypass(Int.with Z6010),LRPS,0,0.0,LRP009,300,9.3,9.3,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,LRPS,0.0,Others,Road start at Belpukur from N6.,24.3663889,88.7263882,N603,37076.5,0.0,9.3,28.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,92.0
540,N603,Khorkhori Bypass(Int.with Z6010)-Int.with R685,LRP009,300,9.3,LRP012,1700,13.7,4.4,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,LRP009,9.0,Km Post,Kashiadanga 13 km,24.3979997,88.6528611,N603,37076.5,9.3,13.7,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,39.0
543,N603,Int.with R685-Kasiadanga,LRP012,1700,13.7,LRPE,0,21.03,7.33,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,LRP012,12.0,Km Post,Kashiadanga 10 km,24.40325,88.6239716,N603,37076.5,13.7,21.03,24.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,76.0
546,N605,"CEB more from N6-Int. With R680,",LRPS,0,0.0,LRPS,2960,2.96,2.96,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,LRPS,0.0,Others,Start from CEB more from N6,24.3684438,88.5811104,N605,37076.5,0.0,2.96,,,,,,,,,
549,N702,Jessore (Daratana More)-Khajura(Int.with Z7057),LRPS,0,0.0,LRP015,374,14.364,14.364,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0,6731.0,LRPS,0.0,Others,"Start from Daratana more Traffic Island,Intersection with N-707,Jessore.",23.1665833,89.2095,N702,17117.5,0.0,14.364,16.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,52.0
552,N702,Khajura(Int.with Z7057)-Arpara (Int.with Z7021),LRP015,374,14.364,LRP030,1645,30.62,16.256,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0,6731.0,LRP015,13.99,Km Post,"Kushtia 73 km,Simakhali 9 km",23.2747771,89.2534167,N702,17117.5,14.364,30.62,7.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,30.0
555,N702,Arpara(Int.with Z7021)-Magura (Vaina More),LRP030,1645,30.62,LRPE,0,43.75,13.13,73.0,381.0,288.0,558.0,153.0,139.0,33.0,159.0,1096.0,1358.0,1629.0,864.0,0.0,4238.0,2493.0,6731.0,6731.0,LRP030,28.975,Km Post,"Magura 15 km,Dhaka 192 km",23.3658333,89.3604722,N702,17117.5,30.62,43.75,16.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,53.0
558,N704,Jhenaidah(Bata More)-Arappur (Int.with N7),LRPS,0,0.0,LRPS,922,0.922,0.922,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRPS,0.0,Others,Start at post office more and intersection at N 703 & N 704 Jhenaihah .,23.5456941,89.1728604,N704,46698.5,0.0,0.922,,,,,,,,,
561,N704,Arappur (Int.with N7)-Amtali (Int.with Z7404),LRPS,922,0.922,LRP004,542,4.462,3.54,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRPS,0.0,Others,Start at post office more and intersection at N 703 & N 704 Jhenaihah .,23.5456941,89.1728604,N704,46698.5,0.922,4.462,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,13.0
564,N704,Amtali (Int.with Z7404)-Shekhpara (Int.with Z7405),LRP004,542,4.462,LRP021,292,21.187,16.725,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP004,3.92,Km Post,Kushtia 42 km Rajshahi 179 km,23.5801938,89.176916,N704,46698.5,4.462,21.187,9.0,0.0,4.0,1.0,0.0,14.0,0.0,0.0,53.0
567,N704,"Shekhpara(Int.with Z7405)-Bottoli More (Kushtia,Int.with R747)",LRP021,292,21.187,LRP041,344,41.222,20.035,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP021,20.895,Km Post,Kushtia 25 km Meherpur 83 km,23.7162222,89.1559167,N704,46698.5,21.187,41.222,14.0,1.0,2.0,0.0,0.0,17.0,0.0,0.0,56.0
570,N704,"Bottoli More (Kushtia,Int.with R747)-Chowrhash More (Int.with R710)",LRP041,344,41.222,LRP043,572,43.43,2.208,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP041,40.878,Km Post,Kustia 5 km Meherpur 63 km,23.8770827,89.0912774,N704,46698.5,41.222,43.43,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,16.0
573,N704,"Chowrhash More (Int.with R710) -Trimohoni, Kushtia (Int.with R745)",LRP043,572,43.43,LRP050,280,50.038,6.608,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP043,42.858,Km Post,Kustia 3 km Bogra 152 km,23.8866386,89.1064167,N704,46698.5,43.43,50.038,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,19.0
576,N704,"Trimohoni, Kushtia (Int.with R745)-Int.with Z7411 (Bheramara)",LRP050,280,50.038,LRP064,735,64.298,14.26,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP050,49.758,Km Post,Natore 73 km,23.9302493,89.0912774,N704,46698.5,50.038,64.298,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0
579,N704,Int.with Z7411 (Bheramara)-Int.with Z7409 (Bheramara),LRP064,735,64.298,LRP067,52,66.675,2.377,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP064,63.563,Km Post,Ishurdi 23 km/Pabna Road Division Start,24.0135556,89.0146389,N704,46698.5,64.298,66.675,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
585,N704,Int.with Z7409 (Bheramara)-Ruppur(Int.with N705),LRP067,52,66.675,LRP074,772,74.274,7.599,109.0,2186.0,1750.0,476.0,711.0,319.0,72.0,191.0,1524.0,1411.0,1065.0,897.0,0.0,8749.0,1962.0,10711.0,10711.0,LRP067,66.623,Km Post,Pabna 35 km Rajshahi 105 km,24.0399719,89.0123889,N704,46698.5,66.675,74.274,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,36.0
588,N704,Ruppur(Int.with N705)- Dasuria (Int.with N705),LRP074,772,74.274,LRP081,695,81.193,6.919,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,LRP074,73.502,Km Post,Natore 49 km Rajshahi 98 km,24.0736382,89.0589167,N704,33901.0,74.274,81.193,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,33.0
591,N704,Ishwardi-Dasuria (Int.with N705) - Dasuria (Int.with N6),LRP081,695,81.193,LRPE,0,81.538,0.345,214.0,1977.0,589.0,332.0,39.0,390.0,34.0,183.0,2273.0,1512.0,864.0,173.0,0.0,7543.0,1037.0,8580.0,8580.0,LRP081,80.498,Km Post,Natore 42 km Dhaka 222 km,24.1082778,89.1144722,N704,33901.0,81.193,81.538,,,,,,,,,
594,N708,Palbari-Board Office (Int.with N702),LRPS,0,0.0,LRP003,163,2.513,2.513,41.0,222.0,187.0,165.0,156.0,264.0,60.0,336.0,753.0,1316.0,1043.0,1699.0,0.0,3500.0,2742.0,6242.0,6242.0,LRPS,0.0,Others,"Start from Koroytala.Varkarzo more from N-7 Palbari,Jessore",23.1811382,89.1911108,N708,13136.5,0.0,2.513,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,13.0
597,N708,Board Office (Int.with N702)-Monihar,LRP003,163,2.513,LRPE,0,4.75,2.237,41.0,222.0,187.0,165.0,156.0,264.0,60.0,336.0,753.0,1316.0,1043.0,1699.0,0.0,3500.0,2742.0,6242.0,6242.0,LRP003,2.35,Km Post,"Monihar 2.75 Km , Narail 36 Km",23.1765271,89.2096667,N708,13136.5,2.513,4.75,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0
600,N709,Fultala- (Int.with R760),LRPS,0,0.0,LRP016,420,16.487,16.487,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,LRPS,0.0,Others,Start from N 7 Afilgat Fultala Khulna,22.935583,89.4879719,N709,20591.0,0.0,16.487,,,,,,,,,
603,N709,(Int.with R760) - Muhammed Nagar Chowrasta(Int.with Z7606) ,LRP016,420,16.487,LRP018,55,18.122,1.635,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,LRP016,16.067,Km Post,"Mongla 47 km,Bagerhat 36 km",22.8020278,89.5268327,N709,20591.0,16.487,18.122,,,,,,,,,
606,N709,Muhammed Nagar Chowraasta(Int.with Z7606)-Kudir Bottala(Int.with N7) ,LRP018,55,18.122,LRP025,500,26.567,8.445,0.0,28.0,71.0,5.0,12.0,484.0,276.0,627.0,4122.0,1420.0,674.0,4568.0,65.0,7045.0,5307.0,12352.0,12352.0,LRP018,18.067,Km Post,"Bagerhat 34 km,Barishla 122 km",22.7865274,89.536333,N709,20591.0,18.122,26.567,,,,,,,,,
609,N711,Benapole East-Benapole West,LRPS,0,0.0,LRP003,730,3.58,3.58,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0,14170.0,LRPS,0.0,Others,"Start of road from N706 at Anser Camp, Benapole, Jessore",23.0399163,88.8886663,N711,37701.0,0.0,3.58,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0
615,N715,Alipur(Int.with Z7602)-Bhomra,LRPS,0,0.0,LRP003,6200,9.225,9.225,89.0,2180.0,357.0,289.0,144.0,228.0,45.0,315.0,2778.0,2795.0,3072.0,1878.0,0.0,9220.0,4950.0,14170.0,14170.0,LRPS,0.0,Others,Start at Alipur intersection of Z 7602 & N 715,22.6887219,89.0328882,N715,37701.0,0.0,9.225,,,,,,,,,
621,N804,Bhanga-Pukuria (Int. with Z8401),LRPS,0,0.0,LRP006,826,5.826,5.826,81.0,672.0,769.0,365.0,441.0,136.0,58.0,119.0,1030.0,684.0,382.0,367.0,0.0,4355.0,749.0,5104.0,5104.0,LRPS,0.0,Others,Start from Bhanga more at intersection N 8 N805 N804 Faridpur .,23.3903608,89.9838886,N804,21283.0,0.0,5.826,3.0,2.0,1.0,4.0,0.0,10.0,0.0,0.0,46.0
624,N804,Pukuria(Int. with Z8401)-Talma (Int. with Z8404),LRP006,826,5.826,LRP017,897,16.797,10.971,81.0,672.0,769.0,365.0,441.0,136.0,58.0,119.0,1030.0,684.0,382.0,367.0,0.0,4355.0,749.0,5104.0,5104.0,LRP006,5.0,Km Post,"Faridpur 25 km,Rajbari 55 km",23.4277771,89.9591111,N804,21283.0,5.826,16.797,2.0,1.0,3.0,1.0,0.0,7.0,0.0,0.0,31.0
627,N804,Talma (Int. with Z8404) -Munshipara (Int. with N808),LRP017,897,16.797,LRP026,270,25.348,8.551,133.0,855.0,464.0,423.0,379.0,366.0,84.0,217.0,2244.0,1759.0,277.0,491.0,0.0,6924.0,768.0,7692.0,7692.0,LRP017,15.9,Km Post,"Faridpur 14 km,Magura 65 km",23.4978052,89.8894719,N804,26262.5,16.797,25.348,3.0,2.0,5.0,0.0,0.0,10.0,0.0,0.0,42.0
630,N804,Munshipara (Int. with N808) -Faridpur (Alipur) Int. with N803,LRP026,270,25.348,LRP026,4682,29.76,4.412,133.0,855.0,464.0,423.0,379.0,366.0,84.0,217.0,2244.0,1759.0,277.0,491.0,0.0,6924.0,768.0,7692.0,7692.0,LRP026,25.078,Km Post,"Faridpur 5 km,Dhaka 134 km",23.5653056,89.8517778,N804,26262.5,25.348,29.76,2.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,25.0
633,N804,Faridpur (Alipur) Int. with N803-Faridpur (Goalchamot) Int. with N7,LRP026,4682,29.76,LRPE,0,32.063,2.303,0.0,68.0,133.0,20.0,84.0,25.0,47.0,81.0,1154.0,1032.0,516.0,1025.0,9.0,2644.0,1550.0,4194.0,4194.0,LRP026,25.078,Km Post,"Faridpur 5 km,Dhaka 134 km",23.5653056,89.8517778,N804,7260.0,29.76,32.063,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,15.0
636,N805,Bhanga-Kalier More (Int.with Z8067),LRPS,0,0.0,LRP005,360,5.02,5.02,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,LRPS,0.0,Others,Start from Bhanga More and Intersection of N805 and N804 &N8.,23.3902219,89.9837497,N805,18111.0,0.0,5.02,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0
639,N805,Kalier More (Int.with Z8067)-Muksudpur(Int.with Z8021),LRP005,360,5.02,LRP018,405,18.215,13.195,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,LRP005,4.66,Km Post,Khulna 118 km,23.4021944,89.9409441,N805,18111.0,5.02,18.215,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,105.0
642,N805,Muksudpur(Int.with Z8021)-Garakhola (Int.with Z8023),LRP018,405,18.215,LRP024,750,24.59,6.375,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,LRP018,17.81,Km Post,Khulna 105 km,23.3151111,89.8644167,N805,18111.0,18.215,24.59,13.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,44.0
645,N805,Garakhola(Int.with Z8023)-Bhatiapara (Int.with Z7001),LRP024,750,24.59,LRP037,135,37.005,12.415,50.0,598.0,450.0,472.0,201.0,555.0,18.0,132.0,571.0,591.0,114.0,152.0,0.0,3638.0,266.0,3904.0,3904.0,LRP024,23.84,Km Post,Benapole 104 km,23.290333,89.8145,N805,18111.0,24.59,37.005,23.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,74.0
648,N805,Bhatiapara (Int.with Z7001)-Bhatiapara (Trimohoni)Int.with N806,LRP037,135,37.005,LRP037,940,37.81,0.805,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,LRP037,36.87,Km Post,Gopalganj 30 km,23.2173604,89.7183604,N805,17485.5,37.005,37.81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
651,N805,Bhatiapara (Trimohoni)Int.with N806 - Ramdia (Int.with Z8419),LRP037,940,37.81,LRP049,275,49.215,11.405,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,LRP037,36.87,Km Post,Gopalganj 30 km,23.2173604,89.7183604,N805,17485.5,37.81,49.215,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0
654,N805,Ramdia (Int.with Z8419)-Bijoypasha(Int.with Z8420),LRP049,275,49.215,LRP060,365,60.305,11.09,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,LRP049,48.94,Km Post,Mongla 94 km,23.1540278,89.7712216,N805,17485.5,49.215,60.305,15.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,53.0
657,N805,Bijoypasha(Int.with Z8420)-Gopalganj (Haridashpur Bridge)Int.with R850,LRP060,365,60.305,LRP067,360,67.28,6.975,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,LRP060,59.94,Km Post,Gopalganj 11 km,23.0593611,89.7689993,N805,17485.5,60.305,67.28,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0
660,N805,Gopalganj (Haridashpur Bridge)Int.with R850-Int.with R850,LRP067,360,67.28,LRP068,70,67.95,0.67,33.0,759.0,533.0,172.0,124.0,224.0,119.0,191.0,960.0,615.0,471.0,584.0,0.0,3730.0,1055.0,4785.0,4785.0,LRP067,66.92,Km Post,Gopalganj 4 km,23.0274438,89.8253882,N805,17485.5,67.28,67.95,,,,,,,,,
663,N805,Gopalganj (Int.with R850)-Int.with Z8031,LRP068,70,67.95,LRP069,766,69.706,1.756,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,LRP068,67.88,Km Post,Gopalganj 03 km,23.0265549,89.8343886,N805,15672.0,67.95,69.706,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
666,N805,Int.with Z8031-Int.with Z8408,LRP069,766,69.706,LRP071,1945,72.885,3.179,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,LRP069,68.94,Km Post,Bagerhat 58 km,23.0201104,89.8413608,N805,15672.0,69.706,72.885,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0
669,N805,Int.with Z8408-Gonapara(Int.with Z7704),LRP071,1945,72.885,LRP077,275,77.225,4.34,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,LRP071,70.94,Km Post,Khulna 52 km,23.0037778,89.8391108,N805,15672.0,72.885,77.225,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
672,N805,Gonapara(Int.with Z7704)-End of Mollahat Bridge,LRP077,275,77.225,LRP079,1112,80.062,2.837,29.0,376.0,356.0,344.0,235.0,216.0,87.0,159.0,1029.0,1328.0,594.0,563.0,0.0,4159.0,1157.0,5316.0,5316.0,LRP077,76.95,Km Post,Khulna 46 km,22.9537778,89.8222216,N805,15672.0,77.225,80.062,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
675,N805,End of Mollahat Bridge-Faltita(Int.with Z7801),LRP079,1112,80.062,LRP096,1030,97.023,16.961,44.0,624.0,541.0,530.0,322.0,311.0,176.0,225.0,920.0,1217.0,463.0,473.0,0.0,4910.0,936.0,5846.0,5846.0,LRP079,78.95,Km Post,Mongla 64 km,22.9402774,89.8106111,N805,21380.5,80.062,97.023,,,,,,,,,
678,N805,Faltita(Int.with Z7801)-Fakirhat (Int.with R771),LRP096,1030,97.023,LRP099,530,100.523,3.5,44.0,624.0,541.0,530.0,322.0,311.0,176.0,225.0,920.0,1217.0,463.0,473.0,0.0,4910.0,936.0,5846.0,5846.0,LRP096,95.993,Km Post,Dhaka 165 km,22.8087222,89.7381108,N805,21380.5,97.023,100.523,,,,,,,,,
681,N805,Fakirhat (Int.with R771)- Noapara (Int.with R770),LRP099,530,100.523,LRP107,1040,109.053,8.53,97.0,576.0,472.0,124.0,129.0,235.0,116.0,192.0,1201.0,856.0,558.0,683.0,0.0,3998.0,1241.0,5239.0,5239.0,LRP099,99.993,Km Post,Dhaka 169 km,22.7766382,89.7222493,N805,16843.0,100.523,109.053,,,,,,,,,
684,N805,Noapara (Int.with R770)-Katakhali Traffic More,LRP107,1040,109.053,LRP109,990,110.633,1.58,44.0,624.0,541.0,530.0,322.0,311.0,176.0,225.0,920.0,1217.0,463.0,473.0,0.0,4910.0,936.0,5846.0,5846.0,LRP107,108.013,Km Post,Bhanga 109 Km,22.7424997,89.6618611,N805,21380.5,109.053,110.633,,,,,,,,,
687,R142,"Begumganj (road start, int with N104 & R140)-Sonalmuri Trimohoni(int with R141)",LRPS,0,0.0,LRP010,608,10.311,10.311,20.0,658.0,590.0,411.0,336.0,294.0,48.0,198.0,3542.0,543.0,216.0,288.0,1.0,6640.0,505.0,7145.0,7145.0,LRPS,0.0,Others,Road start from Intersection of R140 & N 104 at Begomgonj Zero point.,22.9446941,91.1046944,R142,24719.0,0.0,10.311,4.0,10.0,7.0,0.0,0.0,21.0,0.0,0.0,87.0
690,R142,Sonalmuri Trimohoni(int with R141) - Sonaimuri (Int.with Z1421),LRP010,608,10.311,LRP010,1030,10.733,0.422,20.0,658.0,590.0,411.0,336.0,294.0,48.0,198.0,3542.0,543.0,216.0,288.0,1.0,6640.0,505.0,7145.0,7145.0,LRP010,9.703,Km Post,"Dhaka 141 km,Ramgonj 28 km",23.0267493,91.0956663,R142,24719.0,10.311,10.733,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0
693,R142,Sonaimuri (Int.with Z1421) - Chatkhil (Int.with Z1426),LRP010,1030,10.733,LRP024,242,23.632,12.899,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0,LRP010,9.703,Km Post,"Dhaka 141 km,Ramgonj 28 km",23.0267493,91.0956663,R142,10638.5,10.733,23.632,6.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,32.0
696,R142,Chatkhil (Int.with Z1426) - Chatkhil (Int.with Z1417),LRP024,242,23.632,LRP025,824,25.224,1.592,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0,LRP024,23.39,Km Post,Ramgonj 14 km,23.0594444,90.987833,R142,10638.5,23.632,25.224,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
699,R142,Chatkhil (Int.with Z1417) - Dashgaria Bazar (Int.with Z1436),LRP025,824,25.224,LRP029,872,29.212,3.988,4.0,203.0,208.0,116.0,180.0,80.0,17.0,69.0,2279.0,281.0,71.0,94.0,0.0,3437.0,165.0,3602.0,3602.0,LRP025,24.4,Km Post,Ramganj 13 km,23.061,90.9783882,R142,10638.5,25.224,29.212,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
