Seed,Average_Time,Average_Delay
1,520.1882253441714,23.137488719412342
2,697.9333172380492,41.91630739056221
3,721.9272374484599,45.232485951474544
4,554.3075250519947,26.599169665354548
5,681.7978502916084,40.62447734513872
6,664.513701923077,38.471651216715394
7,445.03761348897535,14.655099746713244
8,652.4022894913306,37.091410145012546
9,621.7632882453801,33.753669270988986
10,594.0368873888863,31.286826084701687
