Seed,Average_Time,Average_Delay
1,364.820912582297,5.2871808676518475
2,378.91238933993856,6.593287229133253
3,376.07059579546495,6.3742877189936005
4,371.9410417334738,5.997899218231177
5,437.31199332931857,13.212234082277988
6,403.1265257242872,9.198250292590082
7,389.59283776950303,8.06942079253211
8,344.1198614529213,2.786209960586657
9,468.33730731616447,16.387907273956287
10,467.3219095384044,16.170123300663843
