Vehicle_ID,Delay,Bridge_ID,Seed
Truck43200,16.956928066043734,1000143,1
Truck43201,16.956928066043734,1000143,1
Truck43202,16.956928066043734,1000143,1
Truck43203,16.956928066043734,1000143,1
Truck43204,16.956928066043734,1000143,1
Truck43205,16.956928066043734,1000143,1
Truck43206,16.956928066043734,1000143,1
Truck43207,16.956928066043734,1000143,1
Truck43208,16.956928066043734,1000143,1
Truck43209,16.956928066043734,1000143,1
Truck43210,16.956928066043734,1000143,1
Truck43211,16.956928066043734,1000143,1
Truck43212,16.956928066043734,1000143,1
Truck43213,16.956928066043734,1000143,1
Truck43214,16.956928066043734,1000143,1
Truck43215,16.956928066043734,1000143,1
Truck43200,45.751078355200185,1000245,1
Truck43216,16.956928066043734,1000143,1
Truck43201,45.751078355200185,1000245,1
Truck43217,16.956928066043734,1000143,1
Truck43202,45.751078355200185,1000245,1
Truck43218,16.956928066043734,1000143,1
Truck43203,45.751078355200185,1000245,1
Truck43219,16.956928066043734,1000143,1
Truck43204,45.751078355200185,1000245,1
Truck43220,16.956928066043734,1000143,1
Truck43205,45.751078355200185,1000245,1
Truck43221,16.956928066043734,1000143,1
Truck43206,45.751078355200185,1000245,1
Truck43222,16.956928066043734,1000143,1
Truck43207,45.751078355200185,1000245,1
Truck43223,16.956928066043734,1000143,1
Truck43208,45.751078355200185,1000245,1
Truck43224,16.956928066043734,1000143,1
Truck43209,45.751078355200185,1000245,1
Truck43225,16.956928066043734,1000143,1
Truck43210,45.751078355200185,1000245,1
Truck43226,16.956928066043734,1000143,1
Truck43211,45.751078355200185,1000245,1
Truck43227,16.956928066043734,1000143,1
Truck43212,45.751078355200185,1000245,1
Truck43228,16.956928066043734,1000143,1
Truck43213,45.751078355200185,1000245,1
Truck43229,16.956928066043734,1000143,1
Truck43214,45.751078355200185,1000245,1
Truck43230,16.956928066043734,1000143,1
Truck43215,45.751078355200185,1000245,1
Truck43231,16.956928066043734,1000143,1
Truck43216,45.751078355200185,1000245,1
Truck43232,16.956928066043734,1000143,1
Truck43217,45.751078355200185,1000245,1
Truck43233,16.956928066043734,1000143,1
Truck43218,45.751078355200185,1000245,1
Truck43234,16.956928066043734,1000143,1
Truck43219,45.751078355200185,1000245,1
Truck43235,16.956928066043734,1000143,1
Truck43220,45.751078355200185,1000245,1
Truck43236,16.956928066043734,1000143,1
Truck43221,45.751078355200185,1000245,1
Truck43237,16.956928066043734,1000143,1
Truck43222,45.751078355200185,1000245,1
Truck43238,16.956928066043734,1000143,1
Truck43223,45.751078355200185,1000245,1
Truck43239,16.956928066043734,1000143,1
Truck43224,45.751078355200185,1000245,1
Truck43240,16.956928066043734,1000143,1
Truck43225,45.751078355200185,1000245,1
Truck43241,16.956928066043734,1000143,1
Truck43226,45.751078355200185,1000245,1
Truck43242,16.956928066043734,1000143,1
Truck43227,45.751078355200185,1000245,1
Truck43243,16.956928066043734,1000143,1
Truck43228,45.751078355200185,1000245,1
Truck43244,16.956928066043734,1000143,1
Truck43229,45.751078355200185,1000245,1
Truck43245,16.956928066043734,1000143,1
Truck43230,45.751078355200185,1000245,1
Truck43246,16.956928066043734,1000143,1
Truck43231,45.751078355200185,1000245,1
Truck43247,16.956928066043734,1000143,1
Truck43232,45.751078355200185,1000245,1
Truck43248,16.956928066043734,1000143,1
Truck43233,45.751078355200185,1000245,1
Truck43249,16.956928066043734,1000143,1
Truck43234,45.751078355200185,1000245,1
Truck43250,16.956928066043734,1000143,1
Truck43235,45.751078355200185,1000245,1
Truck43251,16.956928066043734,1000143,1
Truck43236,45.751078355200185,1000245,1
Truck43252,16.956928066043734,1000143,1
Truck43237,45.751078355200185,1000245,1
Truck43253,16.956928066043734,1000143,1
Truck43238,45.751078355200185,1000245,1
Truck43254,16.956928066043734,1000143,1
Truck43239,45.751078355200185,1000245,1
Truck43255,16.956928066043734,1000143,1
Truck43240,45.751078355200185,1000245,1
Truck43256,16.956928066043734,1000143,1
Truck43241,45.751078355200185,1000245,1
Truck43257,16.956928066043734,1000143,1
Truck43242,45.751078355200185,1000245,1
Truck43258,16.956928066043734,1000143,1
Truck43243,45.751078355200185,1000245,1
Truck43259,16.956928066043734,1000143,1
Truck43244,45.751078355200185,1000245,1
Truck43260,16.956928066043734,1000143,1
Truck43245,45.751078355200185,1000245,1
Truck43261,16.956928066043734,1000143,1
Truck43246,45.751078355200185,1000245,1
Truck43262,16.956928066043734,1000143,1
Truck43247,45.751078355200185,1000245,1
Truck43263,16.956928066043734,1000143,1
Truck43248,45.751078355200185,1000245,1
Truck43264,16.956928066043734,1000143,1
Truck43249,45.751078355200185,1000245,1
Truck43265,16.956928066043734,1000143,1
Truck43250,45.751078355200185,1000245,1
Truck43266,16.956928066043734,1000143,1
Truck43251,45.751078355200185,1000245,1
Truck43267,16.956928066043734,1000143,1
Truck43252,45.751078355200185,1000245,1
Truck43268,16.956928066043734,1000143,1
Truck43253,45.751078355200185,1000245,1
Truck43269,16.956928066043734,1000143,1
Truck43254,45.751078355200185,1000245,1
Truck43270,16.956928066043734,1000143,1
Truck43255,45.751078355200185,1000245,1
Truck43271,16.956928066043734,1000143,1
Truck43256,45.751078355200185,1000245,1
Truck43272,16.956928066043734,1000143,1
Truck43257,45.751078355200185,1000245,1
Truck43273,16.956928066043734,1000143,1
Truck43258,45.751078355200185,1000245,1
Truck43274,16.956928066043734,1000143,1
Truck43259,45.751078355200185,1000245,1
Truck43275,16.956928066043734,1000143,1
Truck43260,45.751078355200185,1000245,1
Truck43276,16.956928066043734,1000143,1
Truck43261,45.751078355200185,1000245,1
Truck43277,16.956928066043734,1000143,1
Truck43262,45.751078355200185,1000245,1
Truck43278,16.956928066043734,1000143,1
Truck43263,45.751078355200185,1000245,1
Truck43279,16.956928066043734,1000143,1
Truck43264,45.751078355200185,1000245,1
Truck43280,16.956928066043734,1000143,1
Truck43265,45.751078355200185,1000245,1
Truck43281,16.956928066043734,1000143,1
Truck43266,45.751078355200185,1000245,1
Truck43282,16.956928066043734,1000143,1
Truck43267,45.751078355200185,1000245,1
Truck43283,16.956928066043734,1000143,1
Truck43268,45.751078355200185,1000245,1
Truck43284,16.956928066043734,1000143,1
Truck43269,45.751078355200185,1000245,1
Truck43285,16.956928066043734,1000143,1
Truck43270,45.751078355200185,1000245,1
Truck43286,16.956928066043734,1000143,1
Truck43271,45.751078355200185,1000245,1
Truck43287,16.956928066043734,1000143,1
Truck43272,45.751078355200185,1000245,1
Truck43288,16.956928066043734,1000143,1
Truck43273,45.751078355200185,1000245,1
Truck43289,16.956928066043734,1000143,1
Truck43274,45.751078355200185,1000245,1
Truck43290,16.956928066043734,1000143,1
Truck43275,45.751078355200185,1000245,1
Truck43291,16.956928066043734,1000143,1
Truck43276,45.751078355200185,1000245,1
Truck43292,16.956928066043734,1000143,1
Truck43277,45.751078355200185,1000245,1
Truck43293,16.956928066043734,1000143,1
Truck43278,45.751078355200185,1000245,1
Truck43294,16.956928066043734,1000143,1
Truck43279,45.751078355200185,1000245,1
Truck43295,16.956928066043734,1000143,1
Truck43280,45.751078355200185,1000245,1
Truck43296,16.956928066043734,1000143,1
Truck43281,45.751078355200185,1000245,1
Truck43297,16.956928066043734,1000143,1
Truck43282,45.751078355200185,1000245,1
Truck43298,16.956928066043734,1000143,1
Truck43283,45.751078355200185,1000245,1
Truck43299,16.956928066043734,1000143,1
Truck43284,45.751078355200185,1000245,1
Truck43300,16.956928066043734,1000143,1
Truck43285,45.751078355200185,1000245,1
Truck43301,16.956928066043734,1000143,1
Truck43286,45.751078355200185,1000245,1
Truck43302,16.956928066043734,1000143,1
Truck43287,45.751078355200185,1000245,1
Truck43303,16.956928066043734,1000143,1
Truck43288,45.751078355200185,1000245,1
Truck43304,16.956928066043734,1000143,1
Truck43289,45.751078355200185,1000245,1
Truck43305,16.956928066043734,1000143,1
Truck43290,45.751078355200185,1000245,1
Truck43306,16.956928066043734,1000143,1
Truck43291,45.751078355200185,1000245,1
Truck43307,16.956928066043734,1000143,1
Truck43292,45.751078355200185,1000245,1
Truck43308,16.956928066043734,1000143,1
Truck43293,45.751078355200185,1000245,1
Truck43309,16.956928066043734,1000143,1
Truck43294,45.751078355200185,1000245,1
Truck43310,16.956928066043734,1000143,1
Truck43295,45.751078355200185,1000245,1
Truck43311,16.956928066043734,1000143,1
Truck43296,45.751078355200185,1000245,1
Truck43312,16.956928066043734,1000143,1
Truck43297,45.751078355200185,1000245,1
Truck43313,16.956928066043734,1000143,1
Truck43298,45.751078355200185,1000245,1
Truck43314,16.956928066043734,1000143,1
Truck43299,45.751078355200185,1000245,1
Truck43315,16.956928066043734,1000143,1
Truck43300,45.751078355200185,1000245,1
Truck43316,16.956928066043734,1000143,1
Truck43301,45.751078355200185,1000245,1
Truck43317,16.956928066043734,1000143,1
Truck43302,45.751078355200185,1000245,1
Truck43318,16.956928066043734,1000143,1
Truck43303,45.751078355200185,1000245,1
Truck43319,16.956928066043734,1000143,1
Truck43304,45.751078355200185,1000245,1
Truck43320,16.956928066043734,1000143,1
Truck43305,45.751078355200185,1000245,1
Truck43321,16.956928066043734,1000143,1
Truck43306,45.751078355200185,1000245,1
Truck43322,16.956928066043734,1000143,1
Truck43307,45.751078355200185,1000245,1
Truck43323,16.956928066043734,1000143,1
Truck43308,45.751078355200185,1000245,1
Truck43324,16.956928066043734,1000143,1
Truck43309,45.751078355200185,1000245,1
Truck43325,16.956928066043734,1000143,1
Truck43310,45.751078355200185,1000245,1
