Unique_ID,Time_In_Model,Seed
Truck86400,879,1
Truck86401,879,1
Truck86402,879,1
Truck86403,879,1
Truck86404,879,1
Truck86405,879,1
Truck86406,879,1
Truck86407,879,1
Truck86408,879,1
Truck86409,879,1
Truck86410,879,1
Truck86411,879,1
Truck86412,879,1
Truck86413,879,1
Truck86414,879,1
Truck86415,879,1
Truck86416,879,1
Truck86417,879,1
Truck86418,879,1
Truck86419,879,1
Truck86420,879,1
Truck86421,879,1
Truck86422,879,1
Truck86423,879,1
Truck86424,879,1
Truck86425,879,1
Truck86426,879,1
Truck86427,879,1
Truck86428,879,1
Truck86429,879,1
Truck86430,879,1
Truck86431,879,1
Truck86432,879,1
Truck86433,879,1
Truck86434,879,1
Truck86435,879,1
Truck86436,879,1
Truck86437,879,1
Truck86438,879,1
Truck86439,879,1
Truck86440,879,1
Truck86441,879,1
Truck86442,879,1
Truck86443,879,1
Truck86444,879,1
Truck86445,879,1
Truck86446,879,1
Truck86447,879,1
Truck86448,879,1
Truck86449,879,1
Truck86450,879,1
Truck86451,879,1
Truck86452,879,1
Truck86453,879,1
Truck86454,879,1
Truck86455,879,1
Truck86456,879,1
Truck86457,879,1
Truck86458,879,1
Truck86459,879,1
Truck86460,879,1
Truck86461,879,1
Truck86462,879,1
Truck86463,879,1
Truck86464,879,1
Truck86465,879,1
Truck86466,879,1
Truck86467,879,1
Truck86468,879,1
Truck86469,879,1
Truck86470,879,1
Truck86471,879,1
Truck86472,879,1
Truck86473,879,1
Truck86474,879,1
Truck86475,879,1
Truck86476,879,1
Truck86477,879,1
Truck86478,879,1
Truck86479,879,1
Truck86480,879,1
Truck86481,879,1
Truck86482,879,1
Truck86483,879,1
Truck86484,879,1
Truck86485,879,1
Truck86486,879,1
Truck86487,879,1
Truck86488,879,1
Truck86489,879,1
Truck86490,879,1
Truck86491,879,1
Truck86492,879,1
Truck86493,879,1
Truck86494,879,1
Truck86495,879,1
Truck86496,879,1
Truck86497,879,1
Truck86498,879,1
Truck86499,879,1
Truck86500,879,1
Truck86501,879,1
Truck86502,879,1
Truck86503,879,1
Truck86504,879,1
Truck86505,879,1
Truck86506,879,1
Truck86507,879,1
Truck86508,879,1
Truck86509,879,1
Truck86510,879,1
Truck86511,879,1
Truck86512,879,1
Truck86513,879,1
Truck86514,879,1
Truck86515,879,1
Truck86516,879,1
Truck86517,879,1
Truck86518,879,1
Truck86519,879,1
Truck86520,879,1
Truck86521,879,1
Truck86522,879,1
Truck86523,879,1
Truck86524,879,1
Truck86525,879,1
Truck86526,879,1
Truck86527,879,1
Truck86528,879,1
Truck86529,879,1
Truck86530,879,1
Truck86531,879,1
Truck86532,879,1
Truck86533,879,1
Truck86534,879,1
Truck86535,879,1
Truck86536,879,1
Truck86537,879,1
Truck86538,879,1
Truck86539,879,1
Truck86540,879,1
Truck86541,879,1
Truck86542,879,1
Truck86543,879,1
Truck86544,879,1
Truck86545,879,1
Truck86546,879,1
Truck86547,879,1
Truck86548,879,1
Truck86549,879,1
Truck86550,879,1
Truck86551,879,1
Truck86552,879,1
Truck86553,879,1
Truck86554,879,1
Truck86555,879,1
Truck86556,879,1
Truck86557,879,1
Truck86558,879,1
Truck86559,879,1
Truck86560,879,1
Truck86561,879,1
Truck86562,879,1
Truck86563,879,1
Truck86564,879,1
Truck86565,879,1
Truck86566,879,1
Truck86567,879,1
Truck86568,879,1
Truck86569,879,1
Truck86570,879,1
Truck86571,879,1
Truck86572,879,1
Truck86573,879,1
Truck86574,879,1
Truck86575,879,1
Truck86576,879,1
Truck86577,879,1
Truck86578,879,1
Truck86579,879,1
Truck86580,879,1
Truck86581,879,1
Truck86582,879,1
Truck86583,879,1
Truck86584,879,1
Truck86585,879,1
Truck86586,879,1
Truck86587,879,1
Truck86588,879,1
Truck86589,879,1
Truck86590,879,1
Truck86591,879,1
Truck86592,879,1
Truck86593,879,1
Truck86594,879,1
Truck86595,879,1
Truck86596,879,1
Truck86597,879,1
Truck86598,879,1
Truck86599,879,1
Truck86600,879,1
Truck86601,879,1
Truck86602,879,1
Truck86603,879,1
Truck86604,879,1
Truck86605,879,1
Truck86606,879,1
Truck86607,879,1
Truck86608,879,1
Truck86609,879,1
Truck86610,879,1
Truck86611,879,1
Truck86612,879,1
Truck86613,879,1
Truck86614,879,1
Truck86615,879,1
Truck86616,879,1
Truck86617,879,1
Truck86618,879,1
Truck86619,879,1
Truck86620,879,1
Truck86621,879,1
Truck86622,879,1
Truck86623,879,1
Truck86624,879,1
Truck86625,879,1
Truck86626,879,1
Truck86627,879,1
Truck86628,879,1
Truck86629,879,1
Truck86630,879,1
Truck86631,879,1
Truck86632,879,1
Truck86633,879,1
Truck86634,879,1
Truck86635,879,1
Truck86636,879,1
Truck86637,879,1
Truck86638,879,1
Truck86639,879,1
Truck86640,879,1
Truck86641,879,1
Truck86642,879,1
Truck86643,879,1
Truck86644,879,1
Truck86645,879,1
Truck86646,879,1
Truck86647,879,1
Truck86648,879,1
Truck86649,879,1
Truck86650,879,1
Truck86651,879,1
Truck86652,879,1
Truck86653,879,1
Truck86654,879,1
Truck86655,879,1
Truck86656,879,1
Truck86657,879,1
Truck86658,879,1
Truck86659,879,1
Truck86660,879,1
Truck86661,879,1
Truck86662,879,1
Truck86663,879,1
Truck86664,879,1
Truck86665,879,1
Truck86666,879,1
Truck86667,879,1
Truck86668,879,1
Truck86669,879,1
Truck86670,879,1
Truck86671,879,1
Truck86672,879,1
Truck86673,879,1
Truck86674,879,1
Truck86675,879,1
Truck86676,879,1
Truck86677,879,1
Truck86678,879,1
Truck86679,879,1
Truck86680,879,1
Truck86681,879,1
Truck86682,879,1
Truck86683,879,1
Truck86684,879,1
Truck86685,879,1
Truck86686,879,1
Truck86687,879,1
Truck86688,879,1
Truck86689,879,1
Truck86690,879,1
Truck86691,879,1
Truck86692,879,1
Truck86693,879,1
Truck86694,879,1
Truck86695,879,1
Truck86696,879,1
Truck86697,879,1
Truck86698,879,1
Truck86699,879,1
Truck86700,879,1
Truck86701,879,1
Truck86702,879,1
Truck86703,879,1
