road,id,model_type,name,lat,lon,length,condition
N1,1000223,bridge,bridge 112,22.770251666098,91.5750905211087,9.7,A
N1,1000224,link,link 112,182.318,182.318,0.9779999999999802,
N1,1000225,bridge,bridge 113,22.7630626913907,91.5804538821192,4.0,A
N1,1000226,link,link 113,183.296,183.296,1.358000000000004,
N1,1000227,bridge,bridge 114,22.7535653245121,91.5886004236585,12.9,A
N1,1000228,link,link 114,184.654,184.654,0.40399999999999636,
N1,1000229,bridge,bridge 115,22.7506393495689,91.5908840370689,3.0,A
N1,1000230,link,link 115,185.058,185.058,3.2920000000000016,
N1,1000231,bridge,bridge 116,22.723316755473,91.6024331404452,3.0,A
N1,1000232,link,link 116,188.35,188.35,0.7079999999999984,
N1,1000233,bridge,bridge 117,22.7178243865384,91.6057623307692,3.0,A
N1,1000234,link,link 117,189.058,189.058,0.07200000000000273,
N1,1000235,bridge,bridge 118,22.7172707342307,91.6061084846153,3.0,A
N1,1000236,link,link 118,189.13,189.13,1.9770000000000039,
N1,1000237,bridge,bridge 119,22.701816503937,91.6149734608923,19.2,A
N1,1000238,link,link 119,191.107,191.107,1.3009999999999877,
N1,1000239,bridge,bridge 120,22.6912517148148,91.6201690574074,4.2,A
N1,1000240,link,link 120,192.408,192.408,0.5420000000000016,
N1,1000241,bridge,bridge 121,22.6868697647058,91.6220385823529,3.2,A
N1,1000242,link,link 121,192.95,192.95,1.1990000000000123,
N1,1000243,bridge,bridge 122,22.6769772991044,91.6268169453731,6.0,A
N1,1000244,link,link 122,194.149,194.149,0.8489999999999895,
N1,1000245,bridge,bridge 123,22.6699594391304,91.6293531695652,3.0,A
N1,1000246,link,link 123,194.998,194.998,0.5030000000000143,
N1,1000247,bridge,bridge 124,22.6657838981081,91.6311293581081,3.0,A
N1,1000248,link,link 124,195.501,195.501,0.5370000000000061,
N1,1000249,bridge,bridge 125,22.6615956814814,91.6335257425926,3.0,A
N1,1000250,link,link 125,196.038,196.038,0.8870000000000005,
N1,1000251,bridge,bridge 126,22.6547124294117,91.6379261764705,3.1,A
N1,1000252,link,link 126,196.925,196.925,0.464999999999975,
N1,1000253,bridge,bridge 127,22.6510709547445,91.6400341194647,4.6,A
N1,1000254,link,link 127,197.39,197.39,0.4560000000000173,
N1,1000255,bridge,bridge 128,22.6474561112311,91.6419171170626,12.4,A
N1,1000256,link,link 128,197.846,197.846,1.4329999999999927,
N1,1000257,bridge,bridge 129,22.636096590965,91.648209240657,3.0,A
N1,1000258,link,link 129,199.279,199.279,0.2230000000000132,
N1,1000259,bridge,bridge 130,22.6343285718685,91.6492077265913,3.0,A
N1,1000260,link,link 130,199.502,199.502,0.7749999999999773,
N1,1000261,bridge,bridge 131,22.6281666352941,91.6527578258312,3.0,A
N1,1000262,link,link 131,200.277,200.277,0.6410000000000196,
N1,1000263,bridge,bridge 132,22.6230461711711,91.6554672531531,3.0,A
N1,1000264,link,link 132,200.918,200.918,0.6020000000000039,
N1,1000265,bridge,bridge 133,22.6177563490118,91.6580589438735,3.0,A
N1,1000266,link,link 133,201.52,201.52,0.478999999999985,
N1,1000267,bridge,bridge 134,22.6149899686274,91.6602670503268,4.6,A
N1,1000268,link,link 134,201.999,201.999,0.0,
N1,1000269,bridge,bridge 135,22.6149899686274,91.6602670503268,4.6,A
N1,1000270,link,link 135,201.999,201.999,0.43600000000000705,
N1,1000271,bridge,bridge 136,22.6117556741935,91.6625686731182,3.0,A
N1,1000272,link,link 136,202.435,202.435,1.0219999999999914,
N1,1000273,bridge,bridge 137,22.6038394411764,91.6673745588235,2.95,A
N1,1000274,link,link 137,203.457,203.457,1.3079999999999927,
N1,1000275,bridge,bridge 138,22.5938881803921,91.6738889367647,4.5,A
N1,1000276,link,link 138,204.765,204.765,1.535000000000025,
N1,1000277,bridge,bridge 139,22.5815086746355,91.6795390413994,2.5,A
N1,1000278,link,link 139,206.3,206.3,0.5660000000000025,
N1,1000279,bridge,bridge 140,22.5767930229508,91.68162274153,10.2,A
N1,1000280,link,link 140,206.866,206.866,0.7739999999999725,
N1,1000281,bridge,bridge 141,22.5702905930578,91.6840096656198,3.0,A
N1,1000282,link,link 141,207.64,207.64,0.27300000000002456,
N1,1000283,bridge,bridge 142,22.5679968064462,91.6846866604958,8.2,A
N1,1000284,link,link 142,207.913,207.913,0.1869999999999834,
N1,1000285,bridge,bridge 143,22.5664212916363,91.6851826636363,4.5,A
N1,1000286,link,link 143,208.1,208.1,0.9240000000000066,
N1,1000287,bridge,bridge 144,22.5585210862619,91.687506242492,4.1,A
N1,1000288,link,link 144,209.024,209.024,1.4519999999999982,
N1,1000289,bridge,bridge 145,22.5467727210909,91.6926260603636,3.0,A
N1,1000290,link,link 145,210.476,210.476,0.30000000000001137,
N1,1000291,bridge,bridge 146,22.5444897756363,91.6941310785454,5.2,A
N1,1000292,link,link 146,210.776,210.776,0.6569999999999823,
N1,1000293,bridge,bridge 147,22.5390300234693,91.6965452744898,8.2,A
N1,1000294,link,link 147,211.433,211.433,1.0500000000000114,
N1,1000295,bridge,bridge 148,22.5303678038461,91.7004641228571,3.0,A
N1,1000296,link,link 148,212.483,212.483,2.323999999999984,
N1,1000297,bridge,bridge 149,22.5113471164122,91.7087907889313,41.11,A
N1,1000298,link,link 149,214.807,214.807,0.660000000000025,
N1,1000299,bridge,bridge 150,22.5060220437735,91.7112848218867,4.5,A
N1,1000300,link,link 150,215.467,215.467,0.728999999999985,
N1,1000301,bridge,bridge 151,22.5000858335766,91.7141504905109,17.6,A
N1,1000302,link,link 151,216.196,216.196,1.7460000000000093,
N1,1000303,bridge,bridge 152,22.4855480068965,91.7195309517241,4.5,A
N1,1000304,link,link 152,217.942,217.942,1.4849999999999852,
N1,1000305,bridge,bridge 153,22.4728530893544,91.7232633541336,6.0,A
N1,1000306,link,link 153,219.427,219.427,2.930000000000007,
N1,1000307,bridge,bridge 154,22.4488628503871,91.7342823894358,3.0,A
N1,1000308,link,link 154,222.357,222.357,1.3859999999999957,
N1,1000309,bridge,bridge 155,22.4375035216216,91.7386659473513,3.0,A
N1,1000310,link,link 155,223.743,223.743,0.3100000000000023,
N1,1000311,bridge,bridge 156,22.4350737918918,91.7396527192432,40.0,A
N1,1000312,link,link 156,224.053,224.053,3.975999999999999,
N1,1000313,bridge,bridge 157,22.4030145445,91.75657411625,5.0,A
N1,1000314,link,link 157,228.029,228.029,0.7680000000000007,
N1,1000315,bridge,bridge 158,22.3963398830265,91.7582551580777,3.0,A
N1,1000316,link,link 158,228.797,228.797,0.4060000000000059,
N1,1000317,bridge,bridge 159,22.3927175345622,91.7590882138248,18.0,A
N1,1000318,link,link 159,229.203,229.203,0.9269999999999925,
N1,1000319,bridge,bridge 160,22.38524588272,91.76250565776,3.0,A
N1,1000320,link,link 160,230.13,230.13,0.7909999999999968,
N1,1000321,bridge,bridge 161,22.3797011826666,91.7670476533333,8.3,A
N1,1000322,link,link 161,230.921,230.921,1.045000000000016,
N1,1000323,bridge,bridge 162,22.3696841276595,91.7739258709219,3.0,A
N1,1000324,link,link 162,231.966,231.966,10.931999999999988,
N1,1000325,bridge,bridge 163,22.3522674714754,91.852622049836,15.8,A
N1,1000326,link,link 163,242.898,242.898,2.076999999999998,
N1,1000327,bridge,bridge 164,22.3349153368556,91.8533979043814,48.5,A
N1,1000328,link,link 164,244.975,244.975,1.045000000000016,
N1,1000329,bridge,bridge 165,22.3266451369152,91.852759390139,954.5,A
N1,1000330,link,link 165,246.02,246.02,1.6169999999999902,
N1,1000331,bridge,bridge 166,22.3129265129032,91.856181916129,17.3,A
N1,1000332,link,link 166,247.637,247.637,1.4029999999999916,
N1,1000333,bridge,bridge 167,22.3026235524271,91.8635646970873,3.0,A
N1,1000334,link,link 167,249.04,249.04,0.6340000000000146,
N1,1000335,bridge,bridge 168,22.2975350260563,91.866363031514,3.0,A
N1,1000336,link,link 168,249.674,249.674,0.5409999999999968,
N1,1000337,bridge,bridge 169,22.2932366309133,91.8684360651053,1.5,A
N1,1000338,link,link 169,250.215,250.215,0.30400000000000205,
N1,1000339,bridge,bridge 170,22.2916421411764,91.8702911411764,3.0,A
N1,1000340,link,link 170,250.519,250.519,0.32200000000000273,
N1,1000341,bridge,bridge 171,22.2926079302013,91.8730201176733,3.0,A
N1,1000342,link,link 171,250.841,250.841,0.4399999999999977,
N1,1000343,bridge,bridge 172,22.2944653526717,91.876717971374,3.0,A
N1,1000344,link,link 172,251.281,251.281,0.257000000000005,
N1,1000345,bridge,bridge 173,22.2962698699619,91.8807528022813,116.13,A
N1,1000346,link,link 173,251.538,251.538,2.7949999999999875,
N1,1000347,bridge,bridge 174,22.3035365502293,91.9044227217889,3.0,A
N1,1000348,link,link 174,254.333,254.333,1.171999999999997,
N1,1000349,bridge,bridge 175,22.3083189877358,91.9142153009434,3.0,A
N1,1000350,link,link 175,255.505,255.505,0.8729999999999905,
N1,1000351,bridge,bridge 176,22.3137546831094,91.9203176378118,3.0,A
N1,1000352,link,link 176,256.378,256.378,0.5120000000000005,
N1,1000353,bridge,bridge 177,22.3157468089473,91.9243524131578,3.0,A
N1,1000354,link,link 177,256.89,256.89,1.0500000000000114,
N1,1000355,bridge,bridge 178,22.3137565607999,91.9339832312,5.3,A
N1,1000356,link,link 178,257.94,257.94,1.8550000000000182,
N1,1000357,bridge,bridge 179,22.3084394099236,91.9483886979643,3.0,A
N1,1000358,link,link 179,259.795,259.795,4.574000000000012,
N1,1000359,bridge,bridge 180,22.2911451997412,91.9833668252263,12.4,A
N1,1000360,link,link 180,264.369,264.369,3.4489999999999554,
N1,1000361,bridge,bridge 181,22.2710895749999,92.00559725,3.0,A
N1,1000362,link,link 181,267.818,267.818,1.90300000000002,
N1,1000363,bridge,bridge 182,22.2549374824626,92.0103021287313,9.2,A
N1,1000364,link,link 182,269.721,269.721,0.26900000000000546,
N1,1000365,bridge,bridge 183,22.2531199613981,92.0119718729483,6.0,A
N1,1000366,link,link 183,269.99,269.99,0.6519999999999868,
N1,1000367,bridge,bridge 184,22.2487130149162,92.0158341025875,9.4,A
N1,1000368,link,link 184,270.642,270.642,1.2479999999999905,
N1,1000369,bridge,bridge 185,22.24038615762,92.0217918336116,14.0,A
N1,1000370,link,link 185,271.89,271.89,0.4660000000000082,
N1,1000371,bridge,bridge 186,22.2366345532374,92.0232647489208,14.0,A
N1,1000372,link,link 186,272.356,272.356,1.5219999999999914,
N1,1000373,bridge,bridge 187,22.2222719897959,92.0273785979591,14.0,A
N1,1000374,link,link 187,273.878,273.878,0.7820000000000391,
N1,1000375,bridge,bridge 188,22.2155873504854,92.0290230394174,9.2,A
N1,1000376,link,link 188,274.66,274.66,9.47399999999999,
N1,1000377,bridge,bridge 189,22.1498523145631,92.0696330718446,9.2,A
N1,1000378,link,link 189,284.134,284.134,1.4459999999999695,
N1,1000379,bridge,bridge 190,22.1369522329341,92.0699301281437,12.4,A
N1,1000380,link,link 190,285.58,285.58,0.5,
N1,1000381,bridge,bridge 191,22.1325208428571,92.0701565366459,15.4,A
N1,1000382,link,link 191,286.08,286.08,0.2980000000000018,
N1,1000383,bridge,bridge 192,22.1299160285714,92.0706024714285,33.65,A
N1,1000384,link,link 192,286.378,286.378,0.0,
N1,1000385,bridge,bridge 193,22.1299160285714,92.0706024714285,34.6,A
N1,1000386,link,link 193,286.378,286.378,0.2529999999999859,
N1,1000387,bridge,bridge 194,22.1277338010309,92.0710012276288,27.9,A
N1,1000388,link,link 194,286.631,286.631,0.0,
N1,1000389,bridge,bridge 195,22.1277338010309,92.0710012276288,28.0,A
N1,1000390,link,link 195,286.631,286.631,0.5130000000000337,
N1,1000391,bridge,bridge 196,22.1230775989717,92.071701048329,15.4,A
N1,1000392,link,link 196,287.144,287.144,0.34300000000001774,
N1,1000393,bridge,bridge 197,22.1204875006655,92.0719705134775,20.4,A
N1,1000394,link,link 197,287.487,287.487,0.8419999999999845,
N1,1000395,bridge,bridge 198,22.1133524851063,92.0726869042553,5.0,A
N1,1000396,link,link 198,288.329,288.329,1.5600000000000023,
N1,1000397,bridge,bridge 199,22.09827857,92.074800422,7.2,A
N1,1000398,link,link 199,289.889,289.889,0.8299999999999841,
N1,1000399,bridge,bridge 200,22.0935775004504,92.0805047995495,11.2,A
N1,1000400,link,link 200,290.719,290.719,1.7069999999999936,
N1,1000401,bridge,bridge 201,22.0840668315789,92.093196937799,2.0,A
N1,1000402,link,link 201,292.426,292.426,0.7080000000000268,
N1,1000403,bridge,bridge 202,22.080520608,92.0984855314285,12.6,A
N1,1000404,link,link 202,293.134,293.134,1.3999999999999773,
N1,1000405,bridge,bridge 203,22.0695600813559,92.1042754237288,30.3,A
N1,1000406,link,link 203,294.534,294.534,0.23599999999999,
N1,1000407,bridge,bridge 204,22.0679099558303,92.1055530035335,2.0,A
N1,1000408,link,link 204,294.77,294.77,0.5250000000000341,
N1,1000409,bridge,bridge 205,22.0637567157894,92.1071061094736,38.5,A
N1,1000410,link,link 205,295.295,295.295,0.0,
N1,1000411,bridge,bridge 206,22.0637567157894,92.1071061094736,38.8,A
N1,1000412,link,link 206,295.295,295.295,0.3299999999999841,
N1,1000413,bridge,bridge 207,22.06088615,92.10773337,2.5,A
N1,1000414,link,link 207,295.625,295.625,0.5099999999999909,
N1,1000415,bridge,bridge 208,22.0565051155339,92.1090854592233,8.2,A
N1,1000416,link,link 208,296.135,296.135,0.5120000000000005,
N1,1000417,bridge,bridge 209,22.0519296419354,92.1090613887096,12.6,A
N1,1000418,link,link 209,296.647,296.647,0.38700000000000045,
N1,1000419,bridge,bridge 210,22.0483713234624,92.1081938519362,6.0,A
N1,1000420,link,link 210,297.034,297.034,0.535000000000025,
N1,1000421,bridge,bridge 211,22.0440962566176,92.1070629529411,13.64,A
N1,1000422,link,link 211,297.569,297.569,0.8359999999999559,
N1,1000423,bridge,bridge 212,22.0375898525773,92.1039891092783,2.5,A
N1,1000424,link,link 212,298.405,298.405,0.0,
N1,1000425,bridge,bridge 213,22.0375898525773,92.1039891092783,2.5,A
N1,1000426,link,link 213,298.405,298.405,0.6520000000000437,
N1,1000427,bridge,bridge 214,22.031864884656,92.1041246666666,2.5,A
N1,1000428,link,link 214,299.057,299.057,0.37700000000000955,
N1,1000429,bridge,bridge 215,22.0287013636363,92.1034293272727,68.8,A
N1,1000430,link,link 215,299.434,299.434,0.0,
N1,1000431,bridge,bridge 216,22.0287013636363,92.1034293272727,68.8,A
N1,1000432,link,link 216,299.434,299.434,0.3219999999999459,
N1,1000433,bridge,bridge 217,22.0260045474972,92.1026967443826,2.0,A
N1,1000434,link,link 217,299.756,299.756,0.6500000000000341,
N1,1000435,bridge,bridge 218,22.0204980278439,92.1014277681473,10.0,A
N1,1000436,link,link 218,300.406,300.406,1.8310000000000173,
N1,1000437,bridge,bridge 219,22.0078200503225,92.0927765812903,3.0,A
N1,1000438,link,link 219,302.237,302.237,0.4919999999999618,
N1,1000439,bridge,bridge 220,22.0041726139784,92.0905686346236,12.6,A
N1,1000440,link,link 220,302.729,302.729,0.5080000000000382,
N1,1000441,bridge,bridge 221,22.00042964,92.0883193766666,6.2,A
N1,1000442,link,link 221,303.237,303.237,0.5449999999999591,
N1,1000443,bridge,bridge 222,21.9958359641681,92.0874589126142,3.0,A
N1,1000444,link,link 222,303.782,303.782,0.011000000000024102,
N1,1000445,bridge,bridge 223,21.9957410021937,92.0874460645338,12.4,A
N1,1000446,link,link 223,303.793,303.793,0.42399999999997817,
N1,1000447,bridge,bridge 224,21.9922334387096,92.0863582073732,58.5,A
N1,1000448,link,link 224,304.217,304.217,0.0,
N1,1000449,bridge,bridge 225,21.9922334387096,92.0863582073732,58.8,A
N1,1000450,link,link 225,304.217,304.217,0.23200000000002774,
N1,1000451,bridge,bridge 226,21.990280244375,92.08568596625,14.2,A
N1,1000452,link,link 226,304.449,304.449,0.40800000000001546,
N1,1000453,bridge,bridge 227,21.9870408741379,92.0839943655172,24.2,A
N1,1000454,link,link 227,304.857,304.857,0.6699999999999591,
N1,1000455,bridge,bridge 228,21.9819040437735,92.080773326415,22.5,A
N1,1000456,link,link 228,305.527,305.527,0.2669999999999959,
N1,1000457,bridge,bridge 229,21.9804623633858,92.0788716271653,18.7,A
N1,1000458,link,link 229,305.794,305.794,0.3450000000000273,
N1,1000459,bridge,bridge 230,21.979298574269,92.0758492263157,3.5,A
N1,1000460,link,link 230,306.139,306.139,1.089999999999975,
N1,1000461,bridge,bridge 231,21.9738684029498,92.0683204789577,2.5,A
N1,1000462,link,link 231,307.229,307.229,0.7520000000000095,
N1,1000463,bridge,bridge 232,21.9689581196808,92.0641501117021,1.5,A
N1,1000464,link,link 232,307.981,307.981,0.6709999999999923,
N1,1000465,bridge,bridge 233,21.9622138572549,92.0633168764705,22.4,A
N1,1000466,link,link 233,308.652,308.652,0.0,
N1,1000467,bridge,bridge 234,21.9622138572549,92.0633168764705,22.4,A
N1,1000468,link,link 234,308.652,308.652,0.3860000000000241,
N1,1000469,bridge,bridge 235,21.9592401112903,92.0652791298387,8.2,A
N1,1000470,link,link 235,309.038,309.038,0.3170000000000073,
N1,1000471,bridge,bridge 236,21.9580321636363,92.0663932818182,3.0,A
N1,1000472,link,link 236,309.355,309.355,0.6159999999999854,
N1,1000473,bridge,bridge 237,21.9520795406909,92.0678138084453,22.4,A
N1,1000474,link,link 237,309.971,309.971,0.7520000000000095,
N1,1000475,bridge,bridge 238,21.9453993720173,92.0669286609544,1.4,A
N1,1000476,link,link 238,310.723,310.723,1.163000000000011,
N1,1000477,bridge,bridge 239,21.9360290154471,92.0625427235772,4.5,A
N1,1000478,link,link 239,311.886,311.886,0.2519999999999527,
N1,1000479,bridge,bridge 240,21.9339454415019,92.0616661541501,9.3,A
N1,1000480,link,link 240,312.138,312.138,0.21600000000000819,
N1,1000481,bridge,bridge 241,21.9323086726114,92.0608009579617,4.5,A
N1,1000482,link,link 241,312.354,312.354,0.25499999999999545,
N1,1000483,bridge,bridge 242,21.93038125,92.0596840375,4.7,A
N1,1000484,link,link 242,312.609,312.609,1.3380000000000223,
N1,1000485,bridge,bridge 243,21.9179119605128,92.0597362988034,2.0,A
N1,1000486,link,link 243,313.947,313.947,0.19700000000000273,
N1,1000487,bridge,bridge 244,21.9167591663366,92.0599899313531,3.0,A
N1,1000488,link,link 244,314.144,314.144,0.3580000000000041,
N1,1000489,bridge,bridge 245,21.9140727206278,92.0605472089686,4.0,A
N1,1000490,link,link 245,314.502,314.502,0.507000000000005,
N1,1000491,bridge,bridge 246,21.909622912133,92.0605661266144,9.2,A
N1,1000492,link,link 246,315.009,315.009,1.9919999999999618,
N1,1000493,bridge,bridge 247,21.8910236519337,92.0597010756906,13.64,A
N1,1000494,link,link 247,317.001,317.001,1.1090000000000373,
N1,1000495,bridge,bridge 248,21.8812215213685,92.0590015447779,9.3,A
N1,1000496,link,link 248,318.11,318.11,0.6859999999999786,
N1,1000497,bridge,bridge 249,21.8751197401574,92.0591098413385,3.0,A
N1,1000498,link,link 249,318.796,318.796,1.393000000000029,
N1,1000499,bridge,bridge 250,21.8628351415656,92.0594848712238,3.0,A
N1,1000500,link,link 250,320.189,320.189,0.32399999999995543,
N1,1000501,bridge,bridge 251,21.8599725797297,92.0601907085585,56.4,A
N1,1000502,link,link 251,320.513,320.513,0.79200000000003,
N1,1000503,bridge,bridge 252,21.8529287900552,92.0609576198894,14.3,A
N1,1000504,link,link 252,321.305,321.305,0.23099999999999454,
N1,1000505,bridge,bridge 253,21.8508595323144,92.0609491344978,2.1,A
N1,1000506,link,link 253,321.536,321.536,0.9639999999999986,
N1,1000507,bridge,bridge 254,21.8429700741784,92.0635984638497,4.5,A
N1,1000508,link,link 254,322.5,322.5,0.3229999999999791,
N1,1000509,bridge,bridge 255,21.8403935683229,92.0649325472049,3.0,A
N1,1000510,link,link 255,322.823,322.823,0.7960000000000491,
N1,1000511,bridge,bridge 256,21.8341033152866,92.0682735910828,15.8,A
N1,1000512,link,link 256,323.619,323.619,0.7119999999999891,
N1,1000513,bridge,bridge 257,21.8280258214285,92.0713035547619,7.3,A
N1,1000514,link,link 257,324.331,324.331,0.27600000000001046,
N1,1000515,bridge,bridge 258,21.8257831806122,92.0723466282313,46.0,A
N1,1000516,link,link 258,324.607,324.607,0.5459999999999923,
N1,1000517,bridge,bridge 259,21.8211428750483,92.0740201388781,12.4,A
N1,1000518,link,link 259,325.153,325.153,0.3369999999999891,
N1,1000519,bridge,bridge 260,21.8181692602209,92.0739442353591,14.0,A
N1,1000520,link,link 260,325.49,325.49,1.8220000000000027,
N1,1000521,bridge,bridge 261,21.8034238025641,92.0772322128205,14.0,A
N1,1000522,link,link 261,327.312,327.312,1.7719999999999914,
N1,1000523,bridge,bridge 262,21.787854008387,92.0788540064516,20.6,A
N1,1000524,link,link 262,329.084,329.084,0.09699999999997999,
N1,1000525,bridge,bridge 263,21.786997484,92.0789493159999,21.0,A
N1,1000526,link,link 263,329.181,329.181,1.75,
N1,1000527,bridge,bridge 264,21.7735339222222,92.0839144733333,15.7,A
N1,1000528,link,link 264,330.931,330.931,4.449000000000012,
N1,1000529,bridge,bridge 265,21.7385629191489,92.0831876319149,14.0,A
N1,1000530,link,link 265,335.38,335.38,0.6739999999999782,
N1,1000531,bridge,bridge 266,21.7326068595588,92.0837488330882,5.2,A
N1,1000532,link,link 266,336.054,336.054,0.18300000000004957,
N1,1000533,bridge,bridge 267,21.7309878314917,92.0838156441988,38.8,A
N1,1000534,link,link 267,336.237,336.237,0.7819999999999823,
N1,1000535,bridge,bridge 268,21.7240739341074,92.083544148476,12.6,A
N1,1000536,link,link 268,337.019,337.019,1.839999999999975,
N1,1000537,bridge,bridge 269,21.7092513759013,92.0806750603415,12.8,A
N1,1000538,link,link 269,338.859,338.859,0.7890000000000441,
N1,1000539,bridge,bridge 270,21.7028300370967,92.0786456251612,9.3,A
N1,1000540,link,link 270,339.648,339.648,3.1219999999999573,
N1,1000541,bridge,bridge 271,21.676279289928,92.0768074748201,59.6,A
N1,1000542,link,link 271,342.77,342.77,0.4730000000000132,
N1,1000543,bridge,bridge 272,21.6721049602836,92.0763992531915,14.0,A
N1,1000544,link,link 272,343.243,343.243,0.9660000000000082,
N1,1000545,bridge,bridge 273,21.6629404415143,92.075071645953,3.5,A
N1,1000546,link,link 273,344.209,344.209,0.32200000000000273,
N1,1000547,bridge,bridge 274,21.6600543017045,92.0751025664772,54.4,A
N1,1000548,link,link 274,344.531,344.531,1.3799999999999955,
N1,1000549,bridge,bridge 275,21.6480847609561,92.0733292227091,4.5,A
N1,1000550,link,link 275,345.911,345.911,3.848000000000013,
N1,1000551,bridge,bridge 276,21.618376660401,92.0691713375939,44.55,A
N1,1000552,link,link 276,349.759,349.759,0.9149999999999636,
N1,1000553,bridge,bridge 277,21.6065189670012,92.0623070695106,7.0,A
N1,1000554,link,link 277,350.674,350.674,0.3160000000000309,
N1,1000555,bridge,bridge 278,21.6051753127979,92.0621198087829,5.2,A
N1,1000556,link,link 278,350.99,350.99,0.6379999999999768,
N1,1000557,bridge,bridge 279,21.5985935301507,92.061801241206,9.3,A
N1,1000558,link,link 279,351.628,351.628,0.43600000000003547,
N1,1000559,bridge,bridge 280,21.5960736973421,92.0614095408637,14.0,A
N1,1000560,link,link 280,352.064,352.064,0.5769999999999982,
N1,1000561,bridge,bridge 281,21.5894309740196,92.0630313509804,1.4,A
N1,1000562,link,link 281,352.641,352.641,1.0529999999999973,
N1,1000563,bridge,bridge 282,21.5830741250341,92.0657158465116,2.5,A
N1,1000564,link,link 282,353.694,353.694,1.044999999999959,
N1,1000565,bridge,bridge 283,21.5744075162901,92.0707446712247,12.4,A
N1,1000566,link,link 283,354.739,354.739,1.5220000000000482,
N1,1000567,bridge,bridge 284,21.5623201688888,92.0698139251851,9.5,A
N1,1000568,link,link 284,356.261,356.261,0.2559999999999718,
N1,1000569,bridge,bridge 285,21.5603042595174,92.0691476,4.8,A
N1,1000570,link,link 285,356.517,356.517,0.1139999999999759,
N1,1000571,bridge,bridge 286,21.5594892512064,92.0689481,7.0,A
N1,1000572,link,link 286,356.631,356.631,0.6330000000000382,
N1,1000573,bridge,bridge 287,21.5554256122448,92.0679503244898,46.0,A
N1,1000574,link,link 287,357.264,357.264,0.0,
N1,1000575,bridge,bridge 288,21.5554256122448,92.0679503244898,46.0,A
N1,1000576,link,link 288,357.264,357.264,0.7659999999999627,
N1,1000577,bridge,bridge 289,21.5470666065573,92.0668953754098,44.63,A
N1,1000578,link,link 289,358.03,358.03,2.3150000000000546,
N1,1000579,bridge,bridge 290,21.5255297395348,92.0653252244186,14.0,A
N1,1000580,link,link 290,360.345,360.345,0.20599999999996044,
N1,1000581,bridge,bridge 291,21.5237332279069,92.0655747598837,8.0,A
N1,1000582,link,link 291,360.551,360.551,0.33899999999999864,
N1,1000583,bridge,bridge 292,21.5207709407407,92.0661440629629,15.4,A
N1,1000584,link,link 292,360.89,360.89,0.15300000000002,
N1,1000585,bridge,bridge 293,21.5195088091891,92.0666746302702,5.0,A
N1,1000586,link,link 293,361.043,361.043,0.70799999999997,
N1,1000587,bridge,bridge 294,21.5137419731132,92.069340890566,3.0,A
N1,1000588,link,link 294,361.751,361.751,0.41700000000003,
N1,1000589,bridge,bridge 295,21.5104396976562,92.0708606554687,2.5,A
N1,1000590,link,link 295,362.168,362.168,0.5229999999999677,
N1,1000591,bridge,bridge 296,21.5065069274647,92.0733026419014,7.5,A
N1,1000592,link,link 296,362.691,362.691,0.19800000000003593,
N1,1000593,bridge,bridge 297,21.5051319429577,92.0744452552816,12.4,A
N1,1000594,link,link 297,362.889,362.889,1.1669999999999732,
N1,1000595,bridge,bridge 298,21.4957534922651,92.0776785856353,14.0,A
N1,1000596,link,link 298,364.056,364.056,0.12800000000004275,
N1,1000597,bridge,bridge 299,21.4948695143646,92.0783346952486,14.1,A
N1,1000598,link,link 299,364.184,364.184,2.7959999999999923,
N1,1000599,bridge,bridge 300,21.4782130684357,92.0947151779329,7.2,A
N1,1000600,link,link 300,366.98,366.98,0.382000000000005,
N1,1000601,bridge,bridge 301,21.4755164496,92.0967866511999,14.0,A
N1,1000602,link,link 301,367.362,367.362,0.23799999999999955,
N1,1000603,bridge,bridge 302,21.4738446327586,92.0980125862068,3.0,A
N1,1000604,link,link 302,367.6,367.6,0.5289999999999964,
N1,1000605,bridge,bridge 303,21.470055530337,92.1006402232209,57.6,A
N1,1000606,link,link 303,368.129,368.129,0.0,
N1,1000607,bridge,bridge 304,21.470055530337,92.1006402232209,57.65,A
N1,1000608,link,link 304,368.129,368.129,0.0,
N1,1000609,bridge,bridge 305,21.470055530337,92.1006402232209,57.6,A
N1,1000610,link,link 305,368.129,368.129,2.669999999999959,
N1,1000611,bridge,bridge 306,21.4505569351351,92.0994681432432,9.2,A
N1,1000612,link,link 306,370.799,370.799,0.8410000000000082,
N1,1000613,bridge,bridge 307,21.4433865625,92.1012678785714,1.5,A
N1,1000614,link,link 307,371.64,371.64,0.20800000000002683,
N1,1000615,bridge,bridge 308,21.4418389714285,92.1007083571428,58.6,A
N1,1000616,link,link 308,371.848,371.848,0.5819999999999936,
N1,1000617,bridge,bridge 309,21.4372009552325,92.0983672723837,3.0,A
N1,1000618,link,link 309,372.43,372.43,0.35199999999997544,
N1,1000619,bridge,bridge 310,21.4342084624161,92.0972607067114,2.5,A
N1,1000620,link,link 310,372.782,372.782,0.410000000000025,
N1,1000621,bridge,bridge 311,21.4308087593886,92.0961182921397,7.2,A
N1,1000622,link,link 311,373.192,373.192,0.2319999999999709,
N1,1000623,bridge,bridge 312,21.4288400316455,92.0953913860759,3.5,A
N1,1000624,link,link 312,373.424,373.424,0.17400000000003502,
N1,1000625,bridge,bridge 313,21.4283515971831,92.0940714267605,12.8,A
N1,1000626,link,link 313,373.598,373.598,0.4830000000000041,
