Unique_ID,Time_In_Model,Seed
Truck0,304,1
Truck1,304,1
Truck2,304,1
Truck3,304,1
Truck4,304,1
Truck5,304,1
Truck6,304,1
Truck7,304,1
Truck8,304,1
Truck9,304,1
Truck10,304,1
Truck11,304,1
Truck12,304,1
Truck13,304,1
Truck14,304,1
Truck15,304,1
Truck16,304,1
Truck17,304,1
Truck18,304,1
Truck19,304,1
Truck20,304,1
Truck21,304,1
Truck22,304,1
Truck23,304,1
Truck24,304,1
Truck25,304,1
Truck26,304,1
Truck27,304,1
Truck28,304,1
Truck29,304,1
Truck30,304,1
Truck31,304,1
Truck32,304,1
Truck33,304,1
Truck34,304,1
Truck35,304,1
Truck36,304,1
Truck37,304,1
Truck38,304,1
Truck39,304,1
Truck40,304,1
Truck41,304,1
Truck42,304,1
Truck43,304,1
Truck44,304,1
Truck45,304,1
Truck46,304,1
Truck47,304,1
Truck48,304,1
Truck49,304,1
Truck50,304,1
Truck51,304,1
Truck52,304,1
Truck53,304,1
Truck54,304,1
Truck55,304,1
Truck56,304,1
Truck57,304,1
Truck58,304,1
Truck59,304,1
Truck60,304,1
Truck61,304,1
Truck62,304,1
Truck63,304,1
Truck64,304,1
Truck65,304,1
Truck66,304,1
Truck67,304,1
Truck68,304,1
Truck69,304,1
Truck70,304,1
Truck71,304,1
Truck72,304,1
Truck73,304,1
Truck74,304,1
Truck75,304,1
Truck76,304,1
Truck77,304,1
Truck78,304,1
Truck79,304,1
Truck80,304,1
Truck81,304,1
Truck82,304,1
Truck83,304,1
Truck84,304,1
Truck85,304,1
Truck86,304,1
Truck87,304,1
Truck88,304,1
Truck89,304,1
Truck90,304,1
Truck91,304,1
Truck92,304,1
Truck93,304,1
Truck94,304,1
Truck95,304,1
Truck96,304,1
Truck97,304,1
Truck98,304,1
Truck99,304,1
Truck100,304,1
Truck101,304,1
Truck102,304,1
Truck103,304,1
Truck104,304,1
Truck105,304,1
Truck106,304,1
Truck107,304,1
Truck108,304,1
Truck109,304,1
Truck110,304,1
Truck111,304,1
Truck112,304,1
Truck113,304,1
Truck114,304,1
Truck115,304,1
Truck116,304,1
Truck117,304,1
Truck118,304,1
Truck119,304,1
Truck120,304,1
Truck121,304,1
Truck122,304,1
Truck123,304,1
Truck124,304,1
Truck125,304,1
Truck126,304,1
Truck127,304,1
Truck128,304,1
Truck129,304,1
Truck130,304,1
Truck131,304,1
Truck132,304,1
Truck133,304,1
Truck134,304,1
Truck135,304,1
Truck136,304,1
Truck137,304,1
Truck138,304,1
Truck139,304,1
Truck140,304,1
Truck141,304,1
Truck142,304,1
Truck143,304,1
Truck144,304,1
Truck145,304,1
Truck146,304,1
Truck147,304,1
Truck148,304,1
Truck149,304,1
Truck150,304,1
Truck151,304,1
Truck152,304,1
Truck153,304,1
Truck154,304,1
Truck155,304,1
Truck156,304,1
Truck157,304,1
Truck158,304,1
Truck159,304,1
Truck160,304,1
Truck161,304,1
Truck162,304,1
Truck163,304,1
Truck164,304,1
Truck165,304,1
Truck166,304,1
Truck167,304,1
Truck168,304,1
Truck169,304,1
Truck170,304,1
Truck171,304,1
Truck172,304,1
Truck173,304,1
Truck174,304,1
Truck175,304,1
Truck176,304,1
Truck177,304,1
Truck178,304,1
Truck179,304,1
Truck180,304,1
Truck181,304,1
Truck182,304,1
Truck183,304,1
Truck184,304,1
Truck185,304,1
Truck186,304,1
Truck187,304,1
Truck188,304,1
Truck189,304,1
Truck190,304,1
Truck191,304,1
Truck192,304,1
Truck193,304,1
Truck194,304,1
Truck195,304,1
Truck196,304,1
Truck197,304,1
Truck198,304,1
Truck199,304,1
Truck200,304,1
Truck201,304,1
Truck202,304,1
Truck203,304,1
Truck204,304,1
Truck205,304,1
Truck206,304,1
Truck207,304,1
Truck208,304,1
Truck209,304,1
Truck210,304,1
Truck211,304,1
Truck212,304,1
Truck213,304,1
Truck214,304,1
Truck215,304,1
Truck216,304,1
Truck217,304,1
Truck218,304,1
Truck219,304,1
Truck220,304,1
Truck221,304,1
Truck222,304,1
Truck223,304,1
Truck224,304,1
Truck225,304,1
Truck226,304,1
Truck227,304,1
Truck228,304,1
Truck229,304,1
Truck230,304,1
Truck231,304,1
Truck232,304,1
Truck233,304,1
Truck234,304,1
Truck235,304,1
Truck236,304,1
Truck237,304,1
Truck238,304,1
Truck239,304,1
Truck240,304,1
Truck241,304,1
Truck242,304,1
Truck243,304,1
Truck244,304,1
Truck245,304,1
Truck246,304,1
Truck247,304,1
Truck248,304,1
Truck249,304,1
Truck250,304,1
Truck251,304,1
Truck252,304,1
Truck253,304,1
Truck254,304,1
Truck255,304,1
Truck256,304,1
Truck257,304,1
Truck258,304,1
Truck259,304,1
Truck260,304,1
Truck261,304,1
Truck262,304,1
Truck263,304,1
Truck264,304,1
Truck265,304,1
Truck266,304,1
Truck267,304,1
Truck268,304,1
Truck269,304,1
Truck270,304,1
Truck271,304,1
Truck272,304,1
Truck273,304,1
Truck274,304,1
Truck275,304,1
